date,Snow,Reservoirs,ANT,BLB,BRD,BUC,BUL,CAS,CCH,CHV,CLE,CMN,COY,DAV,DNN,DNP,DON,ENG,EXC,FOL,FRD,HID,HTH,ICH,INP,INV,ISB,KES,LEW,LON,MIL,NAT,NHG,NML,ORO,PAR,PNF,PRR,PYM,SCC,SHA,SNL,STP,TRM,TUL,UNV,WHI,WRS
6/13/06,2473112.435,"25,506,914",23012,124118,86286,142950,935617,,196553,271350,2354810,403580,88032,69089,9510,1997836,59108,71210,1007924,957373,54752,87692,332554,43626,17576,281947,411958,21471,13779,73707,516172,7937,257330,2353792,3518483,199000,981339,,,46988,4428676,1830190,228555,183653,65982,274147,237005,240245
6/14/06,2354245.695,"25,463,521",23003,123744,86457,142829,934163,,196459,270625,2345393,403580,87997,69089,9467,1999117,58748,70543,1006802,955931,55318,87569,329300,43654,17491,281503,409114,21253,14278,73721,514223,7951,256840,2355380,3518640,198820,979339,,,45710,4422251,1819533,228728,183181,65832,273137,236719,240089
6/15/06,2206744.572,"25,402,485",22994,123413,87315,142586,932663,,196397,269899,2337594,403280,87944,68981,9467,1997836,58849,69013,1006451,954270,55239,87430,328918,43543,--,281059,405890,21002,13815,73652,512665,7833,256350,2356700,3518169,198310,976931,,,44362,4413197,1810974,228797,182946,65511,272130,238151,239959
6/16/06,2058497.593,"25,400,676",22975,122874,88798,142240,931258,,196303,270625,2330771,403580,87839,68872,9501,1997836,59152,67280,1007364,952615,55191,87276,331978,43376,17414,280605,402775,21217,14689,73183,514320,7838,255861,2355300,3521318,197280,977694,,,43007,4411445,1803648,228764,183096,65228,271863,236624,239803
6/17/06,1904940.443,"25,383,631",22956,122296,90598,141877,929853,,196178,271350,2323968,402690,87734,68728,9527,2000398,60147,65387,1009260,950518,55176,87168,335434,43362,17477,280137,400253,22186,14240,73169,518081,7899,255372,2353700,3521318,197370,980516,,,41659,4402402,1797552,228625,183631,64772,271538,237482,239647
6/18/06,1732023.467,"25,380,280",22928,121678,92344,141497,928076,,196084,272438,2317173,402690,87612,68620,9561,2004245,61161,64778,1011159,948311,55066,87075,340251,43342,17541,279591,397835,22433,13675,73500,522940,7557,254809,2352000,3529516,196620,984225,,,40308,4393972,1791097,228659,184210,65548,270859,237831,239465
6/19/06,1565486.803,"25,355,155",22919,121103,94018,141273,927235,,195991,272801,2312769,402400,87559,68548,9570,2006813,61896,64127,1012074,946215,55365,86983,343740,43300,17597,279084,396100,21211,14098,73666,524121,7932,254284,2350500,3527465,195400,987058,,,39426,4384670,1779305,228764,184468,65523,270918,237609,239257
6/20/06,1408913.801,"25,324,011",22881,120488,95310,141084,924899,,195866,272620,2308680,402400,87507,68404,9587,2010669,62350,64616,1012285,944118,55349,86845,343546,43217,17619,278577,394176,21556,14083,73652,522940,8068,253760,2349882,3526361,196270,988357,,,38991,4374790,1767055,228972,184038,65191,270623,237228,239101
6/21/06,1280156.363,"25,279,860",22862,119793,96595,140894,924899,,195772,272257,2304749,401810,87402,68367,9596,2010669,63019,64854,1012285,941482,55239,86722,341606,43155,17633,278109,392064,21538,14322,73376,520725,7652,253199,2348660,3524627,196310,988830,,,38510,4363213,1751935,229248,183610,65351,271065,236910,238946
6/22/06,1177503.883,"25,243,911",22844,119263,97263,140705,921384,,195710,272257,2301453,400330,87314,68188,9604,2011956,63481,65371,1012497,938629,55113,86568,340444,43134,17619,277524,389958,21325,13624,73252,518619,7634,252676,2348660,3520216,196530,989481,,,38058,4349322,1750123,229456,183460,65105,271154,237895,238712
6/23/06,1099829.47,"25,203,883",22825,118693,97342,140481,917535,,195585,272075,2298796,399450,87140,68044,9596,2013243,63674,65209,1012567,936214,54956,86369,339286,43211,17605,277095,387667,21283,13926,73666,517053,7481,252079,2348904,3514706,196890,989303,,,37585,4336582,1743969,229526,183353,65832,270387,238247,238453
6/24/06,1024960.125,"25,159,171",22806,118125,97284,140155,916598,,195460,271894,2296763,398570,86965,68009,9570,2013243,63754,64701,1012004,934787,54862,86185,338707,43293,17583,276510,385478,19271,13956,73887,515488,7257,251521,2349637,3506219,197280,988830,,,37179,4324130,1736378,229561,183203,65708,270181,237959,238220
6/25/06,944075.2885,"25,121,189",22778,117438,97277,139829,913035,,195398,271350,2294731,397690,86772,67829,9552,2010669,63800,63808,1012074,932047,54736,85986,337549,43293,17562,276003,384052,21368,13764,73970,512762,7589,250925,2350004,3505590,197530,988771,,,36800,4307670,1734331,229734,182925,65732,269976,238503,237987
6/26/06,866765.6968,"25,078,341",22751,116712,97284,139641,910362,,195273,271713,2291917,397100,86580,67829,9544,2005528,63754,63225,1012145,929864,54595,85726,340830,43487,17548,275496,383389,21848,13580,74413,512227,7409,250368,2350126,3500569,197060,989421,,,36171,4293546,1725672,230013,182134,66020,269034,238631,237806
6/27/06,807260.984,"25,046,697",22751,116109,97277,139418,909106,,195210,272620,2287852,396810,86283,67722,9596,2001680,63741,63044,1012567,925607,54455,85573,348015,43681,17583,274872,382820,22808,13565,74802,513785,7979,249700,2350370,3495865,196820,989481,,,35431,4280899,1719428,230256,179222,65757,269093,239496,237548
6/28/06,741308.6708,"25,021,679",22816,115548,97111,138581,904200,,195117,272801,2284580,396230,85952,67757,9579,2001680,64002,63104,1014330,923533,54361,85359,351525,43869,17597,274365,382441,22545,14330,75108,516809,7571,249108,2350126,3490854,196890,989362,,,34680,4270569,1715350,230500,180325,65708,268858,239207,237341
6/29/06,688526.3902,"24,998,320",22844,114908,97212,137832,904200,,194992,272982,2281624,395640,85655,67651,9535,2001680,64060,63823,1014824,921569,54253,85131,354068,44058,17583,273819,381873,22582,14150,75219,520725,7852,248516,2349882,3486159,197130,988712,,,33917,4259952,1710556,230744,179392,65895,269093,238919,237109
6/30/06,646281.7572,"24,946,004",22806,114270,97327,137051,899915,,194804,272982,2277112,394760,85306,67436,9535,2002962,63905,64394,1015177,919072,54143,84887,354264,44191,17562,273195,380455,21459,13602,75275,523137,7674,247888,2349393,3476472,197570,987117,,,33132,4249102,1696202,230919,178397,65970,269005,239303,236876
7/1/06,607847.4753,"24,901,429",22788,113516,97428,136323,897003,,194711,272982,2272288,394760,85010,67293,9527,2002962,63805,64341,1015248,915814,54035,84659,355148,44247,17526,272667,378756,21386,14263,75066,523580,8172,247298,2348904,3469298,197640,986880,,,32361,4236823,1687848,231023,177363,65708,269416,238919,236644
7/2/06,562538.3472,"24,868,117",22769,112843,97464,135597,890745,,194523,273164,2268099,394760,84714,67187,9510,2002962,64077,64135,1015248,912991,53941,84401,356180,44338,17491,272149,376780,21659,13852,75052,524712,7787,246672,2347560,3470233,196970,987353,,,31602,4224860,1685702,230919,176269,66144,269269,239047,236387
7/3/06,512587.8871,"24,822,525",22751,112133,97407,134974,887074,,194399,273164,2263447,394470,84418,66973,9510,2004245,64010,64402,1014895,910388,53786,84159,357208,44387,17449,271594,374246,22551,13956,74858,522989,7751,246047,2346460,3463379,196310,986113,,,30813,4211783,1681532,230710,174906,66244,269592,238887,236155
7/4/06,468438.8892,"24,789,082",22732,111503,97313,134571,884179,,194242,273526,2258330,394180,84123,66831,9518,2005528,64006,63914,1014330,907256,53693,83901,358193,44429,17392,271002,371443,22458,13845,74691,521611,7885,245423,2345118,3466492,195450,984874,,,29964,4200425,1680222,230291,173547,65957,269563,239207,235924
7/5/06,429789.7684,"24,737,225",22722,110915,97349,134118,880926,,194087,272982,2252914,393890,83844,66725,9527,2006813,64149,63641,1013766,903799,53554,83644,358981,44464,17343,270447,368741,22266,13978,74802,522497,7876,244799,2343169,3463223,194630,983341,,,29007,4186844,1669638,229631,171924,66044,269182,239367,235666
7/6/06,397708.2336,"24,685,856",22704,110251,97399,133515,877723,,193933,272982,2247196,393300,83566,66618,9535,2005528,64077,63331,1013554,901531,53431,83327,360954,44478,17350,269892,366050,21952,13742,74871,522201,7656,244214,2341342,3459177,193970,981398,,,28162,4174398,1662041,228902,169873,65870,268829,239624,235409
7/7/06,372184.5562,"24,629,983",22676,109511,97385,132797,876401,,193778,272982,2242406,393010,83306,66439,9544,2006813,64044,63929,1012989,897871,53262,82966,360954,44478,17385,269300,363830,22007,14263,74914,522201,7539,243629,2339516,3451096,193320,978517,,,27581,4161445,1651496,228106,167937,65720,268184,239303,235153
7/8/06,342483.2747,"24,576,240",22666,108851,97421,132148,872088,,193624,272801,2238550,392430,83063,66370,9561,2009383,64123,65008,1012989,893144,53108,82620,360360,44380,17456,268819,361340,22595,14173,74774,522103,8144,243044,2337445,3445199,192700,974351,,,27155,4148210,1643927,227345,166133,65412,267482,238823,234922
7/9/06,312847.661,"24,524,662",22657,108232,97506,131467,865786,,193469,272620,2234855,390100,82837,66229,9570,2009383,64149,65464,1012004,890029,52954,82335,360558,44387,17512,268338,359503,22186,13675,74663,521119,8078,242388,2335131,3443649,193690,970780,,,26763,4134750,1639203,226654,164379,65092,266927,238951,234640
7/10/06,275713.7627,"24,461,085",22620,107423,97593,131102,862003,,193284,272257,2229465,389230,82525,66158,9570,2009383,64149,65790,1010104,887353,52831,82006,360954,44380,17541,267746,358126,22131,14038,74663,519500,7706,241769,2331484,3433428,193210,966284,,,26452,4122136,1630946,225760,162471,65708,266023,239399,234384
7/11/06,248487.5881,"24,398,283",22601,106616,97407,130656,858715,,193098,272257,2224387,388360,82300,65980,9561,2010669,64128,65728,1007854,884468,52694,81632,360954,44366,17605,267191,356479,23104,14524,74747,517445,7724,241115,2328692,3424000,192700,961510,,,26278,4107334,1623881,225176,160271,65461,265383,239079,234153
7/12/06,225314.1677,"24,327,681",22573,105812,97320,130061,855389,,192944,272075,2219937,387500,82023,65805,9552,2009383,64098,65464,1005750,880300,52618,81230,360558,44324,17619,266599,354836,22427,14038,74719,515001,8139,240498,2325536,3416286,192140,956286,,,26095,4093943,1613303,224352,157546,65970,264687,239047,233898
7/13/06,203231.1563,"24,260,909",22546,105050,97392,129666,853690,,192789,272075,2215794,386630,81798,65875,9544,2009383,64801,65503,1003158,877634,52510,80813,360756,44233,17640,266081,353198,22334,14472,74635,513249,8181,239882,2323108,3408277,191740,950386,,,25913,4080601,1599235,223565,154643,65770,263932,238759,233668
7/14/06,186033.5014,"24,182,137",22518,104366,97499,129337,850774,,192635,271985,2211498,385760,81538,65698,9544,2006173,63960,65456,1000643,875615,52404,80398,360657,44170,17654,265452,351379,22513,14412,74580,511059,8195,239231,2319714,3399052,191130,943645,,,25742,4064774,1585210,222847,151842,65795,262862,238983,233438
7/15/06,165828.1013,"24,105,116",22490,103647,97571,129041,847380,,192480,271894,2208281,384900,81296,65523,9544,2002962,63813,65542,997992,871788,52313,80028,360558,44086,17661,264971,349476,23148,14210,74441,508300,8129,238581,2316447,3393065,190630,936647,,,25561,4048461,1571226,222200,149122,65695,262113,238695,233208
7/16/06,148597.2072,"24,026,288",22462,103044,97593,128729,841114,,192356,270625,2203847,382590,81071,65418,9535,1999117,63687,65611,995347,868281,52206,79644,360360,43946,17683,264490,347579,22458,13720,74372,505977,8097,237932,2314148,3388619,191460,929338,,,25382,4033823,1558562,221518,146328,65203,261221,238791,233004
7/17/06,132267.826,"23,945,832",22434,102404,97600,128319,837356,,192202,269718,2200024,381164,80795,65348,9535,1995277,63619,65782,991804,865848,52100,79246,360756,43863,17683,263917,345597,21538,14225,74220,501695,7951,237283,2311486,3378668,191520,922630,,,25212,4018421,1545238,220941,143633,65117,260561,240328,232774
7/18/06,117549.3314,"23,874,942",22397,101729,97399,127747,833692,,192109,269174,2197578,379720,80553,65208,9527,1991444,63855,65930,990348,862570,52039,78864,361548,43716,17633,263343,343800,22733,14502,73818,499683,7927,236636,2308705,3371485,191570,916347,,,25025,4000304,1535646,220467,141245,64944,259902,239560,232520
7/19/06,104895.7229,"23,800,010",22360,100870,97291,127176,830384,,191924,268992,2193911,378010,80277,65138,9527,1987616,64132,65767,988342,858552,51949,78467,361746,43626,17583,262825,341919,22689,13896,73666,496239,8045,235954,2304604,3362941,191680,909413,,,24690,3984700,1527227,219958,139064,65995,259072,239528,232265
7/20/06,95163.92408,"23,727,034",22342,99978,97371,126574,830002,,191800,269536,2191016,376580,80019,64997,9518,1983794,64165,65619,985853,855077,51842,78043,361548,43487,17534,262307,340398,22915,13978,73431,494194,8205,235309,2302433,3353652,191700,902679,,,24303,3969150,1515374,219518,136635,65203,258103,238791,232061
7/21/06,85471.03945,"23,657,097",22296,99052,97514,125957,827160,,191645,270262,2187664,374870,79708,64892,9527,1979977,64149,65604,985370,853184,51691,77678,361746,43390,17520,261748,339240,22840,13756,73003,493671,8064,234701,2300624,3345444,191850,897537,,,24129,3951720,1502521,219012,134504,64797,256738,238535,231807
7/22/06,75737.05167,"23,584,471",22269,98167,97471,125196,824088,,191491,271169,2184160,373450,79381,64822,9527,1976166,64035,65557,984336,851607,51661,77241,361746,43073,17526,261216,338527,22865,13911,72343,493243,8111,234022,2298092,3334068,191920,892244,,,23956,3934095,1490734,218471,131871,64748,255660,238631,231604
7/23/06,68030.08961,"23,322,962",22250,97249,97478,124501,819056,,--,271894,2180655,371180,79071,64718,9518,1971094,63859,64021,981580,848558,51571,76835,361746,42907,17548,260608,337105,23307,13690,71617,492863,8536,233380,2295324,3329526,192790,886804,,,23774,3918137,1482514,218033,129205,64920,254390,237800,231350
7/24/06,62214.68312,"23,439,343",22204,96335,97514,123986,814660,,191182,272075,2176855,369480,78796,64648,9510,1967296,63502,62894,978418,844995,51465,76444,361548,42743,17555,260000,335329,23543,13403,70947,491959,8651,232703,2295204,3323023,192940,881715,,,23558,3902756,1468847,217629,126708,64846,252702,237704,231071
7/25/06,58367.52565,"23,357,757",22158,95461,97571,123488,810267,,190997,272075,2172604,367790,78435,64508,9501,1963504,63086,63459,975129,843323,51344,76053,361152,42633,17562,259392,333383,22013,13764,70484,490964,8167,232028,2288833,3312004,193140,876313,,,23147,3888236,1456357,217227,124215,65560,251526,238087,230817
7/26/06,55527.9223,"23,279,234",22121,94664,97586,122847,806165,,190814,271894,2168505,366100,78041,64369,9492,1959718,62634,62856,972051,840501,51254,75678,360954,42524,17576,258746,331444,22236,13661,69981,489971,7755,231353,2286188,3302966,193340,870162,,,22355,3870786,1447296,216923,121316,65178,250102,238567,230564
7/27/06,52327.95701,"23,191,719",22057,93798,97578,122207,801528,,190600,271713,2163648,364130,77680,64230,9475,1954678,62108,63580,968708,837052,51134,75276,360756,42387,17576,258138,329158,21860,13668,69506,487749,7876,230645,2282350,3293046,193510,862892,,,21343,3853948,1435996,216554,118183,65461,248796,238855,230286
7/28/06,48666.93925,"23,111,870",22011,92863,97521,121697,799911,,190416,271350,2158958,362450,77304,64126,9458,1949649,61509,64578,965102,832476,50999,74888,360558,42264,17576,257492,327319,22796,13882,69128,485300,7890,229937,2278756,3286144,193670,855766,,,20715,3837150,1425852,216253,114966,65560,248020,237577,230033
7/29/06,44871.01884,"23,026,077",21956,92005,97450,121187,796483,,190232,270987,2153512,360490,76927,64021,9441,1945883,61244,65209,960963,828527,50850,74530,360163,42142,17569,256808,325573,22186,13779,68804,481682,7843,229266,2274323,3276110,193840,848403,,,20467,3820390,1416856,215985,112011,65845,247191,237164,229780
7/30/06,41761.36698,"22,935,502",21911,91185,97234,120679,791016,,190080,270625,2148973,358260,76534,63882,9415,1939620,61161,65441,957176,823864,50730,74130,359572,42000,17562,256276,323396,22340,13462,68426,477648,8181,228561,2270498,3267292,194630,840917,,,20237,3800531,1408440,215717,109177,65708,246336,237101,229578
7/31/06,38860.47373,"22,857,898",21874,90227,97103,120156,788282,,189896,270443,2142491,356040,76175,63676,9398,1934620,60990,65387,963534,819628,50581,73731,358784,41776,17548,255630,321226,22303,13823,68008,473917,7970,227857,2265720,3258938,195180,833148,,,20001,3784113,1398138,215483,106425,65932,244989,237482,229275
8/1/06,36075.43136,"22,760,284",21811,89239,96774,119524,785131,,189712,270080,2137667,353820,75902,63607,9381,1929631,61028,65410,949499,815497,50432,73333,357996,41574,17534,255022,319324,22865,13764,67431,470155,7847,227189,2261899,3250005,195320,824996,,,19767,3767954,1387863,215248,103606,64760,244112,237577,228998
8/2/06,34072.24061,"22,678,449",21774,88360,96366,118783,782614,,189498,269536,2132396,351610,75560,63502,9364,1924652,61115,65170,945277,812005,50224,72894,356814,41365,17541,254452,317428,22118,13786,67003,466134,8209,226523,2258563,3244207,195050,816256,,,19550,3752658,1379282,215015,100642,65080,243074,238279,228720
8/3/06,31990.00534,"22,599,373",21729,87450,95945,118044,782614,,189345,268992,2127741,349680,75203,63433,9347,1919682,61208,64924,940869,809130,50091,72470,355636,41171,17541,253832,315623,22595,13705,66255,462455,7899,225823,2254397,3236934,195050,807044,,,19351,3737908,1371830,214814,97751,64969,241793,238631,228469
