Date,RESELE , ,,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,INFLOW , ,,EVAP , ,,RIVREL , ,,SPILL , ,,DISPWR , ,,
 ,FEET, ,AF, ,AF, ,CFS, ,CFS, ,CFS, ,CFS, ,CFS, ,CFS, ,
06/12/2012,1900.90,,13837,,22,,3675,,3692,,6,,2487,,2387,,75,,
06/13/2012,1900.88,,13823,,-14,,3684,,3683,,6,,2493,,2393,,80,,
06/14/2012,1900.78,,13749,,-74,,3756,,3726,,7,,2422,,2322,,80,,
06/15/2012,1901.23,,14083,,334,,3383,,3558,,7,,2367,,2267,,80,,
06/16/2012,1901.12,,14001,,-82,,3489,,3455,,7,,2268,,2168,,80,,
06/17/2012,1901.28,,14120,,119,,3612,,3678,,6,,2191,,2091,,80,,
06/18/2012,1901.43,,14233,,113,,3635,,3699,,7,,2163,,2063,,80,,
06/19/2012,1901.30,,14135,,-98,,3628,,3586,,7,,2079,,1979,,80,,
06/20/2012,1901.54,,14315,,180,,3559,,3656,,6,,2027,,1927,,80,,
06/21/2012,1901.59,,14352,,37,,3203,,3228,,6,,2031,,1911,,80,,
06/22/2012,1901.17,,14038,,-314,,3317,,3165,,6,,1998,,1868,,80,,
06/23/2012,1901.60,,14360,,322,,3084,,3247,,1,,2006,,1876,,80,,
06/24/2012,1901.67,,14412,,52,,3113,,3146,,7,,2002,,1872,,80,,
06/25/2012,1901.72,,14450,,38,,3062,,3086,,5,,1976,,1846,,80,,
06/26/2012,1901.74,,14465,,15,,3059,,3069,,2,,1978,,1848,,80,,
06/27/2012,1901.45,,14248,,-217,,3105,,3001,,5,,1959,,1829,,80,,
06/28/2012,1901.58,,14345,,97,,3005,,3059,,5,,1912,,1782,,80,,
06/29/2012,1901.63,,14382,,37,,2952,,2974,,3,,1843,,1713,,80,,
06/30/2012,1901.51,,14292,,-90,,2777,,2739,,7,,1775,,1645,,80,,
07/01/2012,1901.57,,14337,,45,,2819,,2845,,3,,1737,,1607,,80,,
07/02/2012,1901.68,,14420,,83,,3160,,3208,,6,,1683,,1553,,80,,
07/03/2012,1901.65,,14397,,-23,,2971,,2967,,8,,1603,,1473,,80,,
07/04/2012,1901.67,,14412,,15,,3203,,3218,,7,,1574,,1444,,80,,
07/05/2012,1901.35,,14173,,-239,,3177,,3063,,6,,1529,,1399,,80,,
07/06/2012,1901.36,,14180,,7,,3058,,3069,,7,,1466,,1336,,80,,
07/07/2012,1900.75,,13727,,-453,,3003,,2782,,7,,1432,,1302,,80,,
07/08/2012,1901.85,,14547,,820,,2973,,3394,,8,,1379,,1249,,80,,
07/09/2012,1901.60,,14360,,-187,,2904,,2818,,8,,1325,,1194,,80,,
07/10/2012,1901.75,,14472,,112,,2830,,2894,,8,,1259,,1124,,80,,
07/11/2012,1901.47,,14263,,-209,,2679,,2580,,6,,1226,,1091,,80,,
07/12/2012,1901.57,,14337,,74,,2712,,2756,,7,,1177,,1042,,80,,
07/13/2012,1901.52,,14300,,-37,,2633,,2621,,7,,1105,,970,,80,,
07/14/2012,1901.42,,14225,,-75,,2685,,2652,,5,,1075,,940,,80,,
07/15/2012,1901.41,,14218,,-7,,2621,,2626,,9,,1016,,881,,80,,
07/16/2012,1901.47,,14263,,45,,2479,,2513,,11,,954,,819,,31,,
07/17/2012,1901.53,,14307,,44,,2477,,2506,,7,,911,,776,,51,,
07/18/2012,1901.62,,14375,,68,,2460,,2494,,0,,850,,715,,41,,
07/19/2012,1901.77,,14487,,112,,2396,,2456,,4,,783,,648,,80,,
07/20/2012,1901.64,,14390,,-97,,2329,,2284,,4,,762,,627,,80,,
07/21/2012,1901.62,,14375,,-15,,2210,,2207,,5,,713,,578,,80,,
07/22/2012,1901.39,,14203,,-172,,2281,,2200,,6,,660,,525,,80,,
07/23/2012,1901.71,,14442,,239,,2174,,2301,,7,,606,,471,,80,,
07/24/2012,1901.67,,14412,,-30,,1988,,1980,,7,,564,,429,,80,,
07/25/2012,1901.80,,14509,,97,,1939,,1997,,9,,511,,376,,80,,
07/26/2012,1901.49,,14278,,-231,,2074,,1965,,7,,459,,324,,80,,
07/27/2012,1901.23,,14083,,-195,,1999,,1908,,7,,456,,321,,80,,
07/28/2012,1901.20,,14061,,-22,,2094,,2089,,6,,474,,339,,80,,
07/29/2012,1901.18,,14046,,-15,,2047,,2046,,7,,472,,337,,80,,
07/30/2012,1901.26,,14105,,59,,1993,,2030,,7,,475,,340,,80,,
07/31/2012,1901.34,,14165,,60,,2061,,2098,,7,,466,,331,,80,,
08/01/2012,1900.38,,13455,,-710,,2016,,1664,,6,,441,,306,,80,,
08/02/2012,1900.97,,13889,,434,,2028,,2254,,7,,440,,305,,80,,
08/03/2012,1901.54,,14315,,426,,2021,,2246,,10,,446,,311,,80,,
08/04/2012,1900.98,,13896,,-419,,2028,,1826,,9,,445,,310,,80,,
08/05/2012,1901.35,,14173,,277,,2017,,2164,,7,,440,,305,,80,,
08/06/2012,1901.59,,14352,,179,,1953,,2049,,6,,443,,308,,80,,
08/07/2012,1901.14,,14016,,-336,,2030,,1868,,7,,444,,309,,80,,
08/08/2012,1901.38,,14195,,179,,1934,,2032,,8,,445,,310,,80,,
08/09/2012,1901.05,,13948,,-247,,2006,,1887,,6,,445,,310,,80,,
08/10/2012,1901.14,,14016,,68,,1899,,1935,,2,,444,,309,,80,,
08/11/2012,1901.52,,14300,,284,,1923,,2073,,7,,444,,309,,80,,
08/12/2012,1901.04,,13941,,-359,,2120,,1946,,7,,445,,310,,80,,
08/13/2012,1900.87,,13815,,-126,,2376,,2317,,5,,722,,637,,30,,
08/14/2012,1901.19,,14053,,238,,2443,,2569,,6,,961,,906,,0,,
08/15/2012,1901.24,,14091,,38,,2836,,2860,,5,,1008,,873,,0,,
08/16/2012,1901.26,,14105,,14,,2734,,2744,,3,,1056,,921,,0,,
08/17/2012,1901.13,,14008,,-97,,2737,,2696,,8,,1028,,893,,0,,
08/18/2012,1901.12,,14001,,-7,,2685,,2688,,7,,1009,,874,,0,,
08/19/2012,1901.04,,13941,,-60,,2663,,2640,,7,,1015,,880,,0,,
08/20/2012,1901.16,,14031,,90,,2576,,2627,,6,,1011,,876,,0,,
08/21/2012,1901.18,,14046,,15,,2635,,2649,,6,,1015,,880,,0,,
08/22/2012,1901.32,,14150,,104,,2586,,2644,,6,,1014,,879,,31,,
08/23/2012,1901.31,,14143,,-7,,2600,,2601,,5,,1016,,881,,80,,
08/24/2012,1901.26,,14105,,-38,,2607,,2595,,7,,1017,,882,,80,,
08/25/2012,1901.20,,14061,,-44,,2635,,2619,,6,,1014,,879,,80,,
08/26/2012,1900.73,,13712,,-349,,2779,,2609,,6,,1015,,880,,80,,
08/27/2012,1901.02,,13926,,214,,2407,,2521,,6,,1052,,917,,80,,
08/28/2012,1901.19,,14053,,127,,2624,,2693,,5,,1066,,931,,80,,
08/29/2012,1901.25,,14098,,45,,2653,,2683,,7,,1070,,936,,79,,
08/30/2012,1900.96,,13882,,-216,,2621,,2520,,8,,1068,,918,,80,,
08/31/2012,1900.54,,13572,,-310,,2832,,2681,,5,,1371,,1211,,76,,
09/01/2012,1900.82,,13779,,207,,2866,,2976,,6,,1154,,994,,80,,
09/02/2012,1901.18,,14046,,267,,2593,,2734,,6,,1038,,878,,80,,
09/03/2012,1901.26,,14105,,59,,2567,,2601,,4,,1038,,878,,80,,
09/04/2012,1901.42,,14225,,120,,2541,,2607,,6,,997,,837,,80,,
09/05/2012,1900.81,,13771,,-454,,2776,,2553,,6,,903,,743,,80,,
09/06/2012,1901.35,,14173,,402,,2299,,2508,,6,,816,,656,,80,,
09/07/2012,1901.33,,14158,,-15,,2416,,2414,,6,,821,,661,,80,,
09/08/2012,1901.32,,14150,,-8,,2406,,2408,,6,,857,,697,,80,,
09/09/2012,1901.28,,14120,,-30,,2415,,2405,,5,,860,,700,,80,,
09/10/2012,1900.97,,13889,,-231,,2345,,2233,,4,,887,,727,,80,,
09/11/2012,1901.61,,14367,,478,,2288,,2533,,4,,905,,745,,80,,
09/12/2012,1901.49,,14278,,-89,,2578,,2537,,4,,915,,755,,80,,
09/13/2012,1901.34,,14165,,-113,,2498,,2446,,5,,910,,750,,80,,
09/14/2012,1901.39,,14203,,38,,2422,,2446,,5,,939,,779,,80,,
09/15/2012,1901.30,,14135,,-68,,2459,,2430,,5,,960,,800,,80,,
09/16/2012,1901.42,,14225,,90,,2436,,2487,,6,,960,,800,,80,,
09/17/2012,1901.31,,14143,,-82,,2493,,2455,,3,,960,,800,,80,,
09/18/2012,1901.38,,14195,,52,,2392,,2425,,7,,821,,661,,80,,
09/19/2012,1901.54,,14315,,120,,2065,,2131,,6,,483,,323,,80,,
09/20/2012,1900.71,,13698,,-617,,2026,,1717,,2,,453,,293,,80,,
09/21/2012,1901.21,,14068,,--,,2027,,2220,,6,,450,,290,,80,,
09/22/2012,1901.36,,14180,,--,,2040,,2099,,3,,450,,290,,80,,
09/23/2012,1901.29,,14128,,--,,2059,,2038,,5,,452,,292,,80,,
09/24/2012,1901.26,,14105,,-23,,2024,,2016,,4,,453,,293,,80,,
09/25/2012,1901.40,,14210,,105,,1846,,1903,,4,,454,,294,,80,,
09/26/2012,1901.22,,14076,,-134,,2079,,2015,,4,,453,,293,,80,,
09/27/2012,1901.20,,14061,,-15,,2037,,2033,,4,,453,,293,,80,,
09/28/2012,1901.39,,14203,,142,,1828,,1905,,5,,457,,297,,80,,
09/29/2012,1901.55,,14322,,119,,1797,,1861,,4,,457,,297,,80,,
09/30/2012,1901.24,,14091,,-231,,1851,,1740,,5,,457,,297,,80,,
10/01/2012,1900.92,,13852,,-239,,1936,,1820,,4,,457,,297,,80,,
10/02/2012,1901.22,,14076,,224,,1794,,1911,,4,,451,,291,,80,,
10/03/2012,1901.21,,14068,,-8,,1794,,1795,,5,,455,,295,,80,,
10/04/2012,1901.42,,14225,,157,,1831,,1914,,4,,456,,296,,80,,
10/05/2012,1901.28,,14120,,-105,,1867,,1818,,4,,456,,296,,80,,
10/06/2012,1901.26,,14105,,-15,,1859,,1854,,3,,455,,295,,80,,
10/07/2012,1901.26,,14105,,0,,1796,,1797,,1,,456,,296,,80,,
10/08/2012,1901.16,,14031,,-74,,1060,,1028,,5,,453,,293,,80,,
10/09/2012,1901.48,,14270,,239,,1073,,1197,,4,,458,,298,,80,,
10/10/2012,1901.10,,13986,,-284,,1121,,981,,3,,454,,294,,80,,
10/11/2012,1901.15,,14023,,37,,1032,,1054,,3,,453,,293,,80,,
10/12/2012,1901.52,,14300,,277,,1050,,1193,,3,,455,,295,,80,,
10/13/2012,1901.46,,14255,,-45,,1032,,1011,,2,,458,,298,,80,,
10/14/2012,1900.91,,13845,,-410,,1037,,831,,1,,458,,298,,80,,
10/15/2012,1901.06,,13956,,111,,1007,,1068,,5,,448,,288,,80,,
10/16/2012,1900.87,,13815,,-141,,1031,,963,,3,,456,,296,,80,,
10/17/2012,1901.17,,14038,,223,,967,,1083,,4,,399,,239,,80,,
10/18/2012,1901.49,,14278,,240,,874,,997,,2,,309,,149,,80,,
10/19/2012,1901.46,,14255,,-23,,868,,859,,3,,302,,142,,80,,
10/20/2012,1900.98,,13896,,-359,,927,,749,,3,,300,,140,,80,,
10/21/2012,1900.99,,13904,,8,,840,,847,,3,,298,,138,,80,,
10/22/2012,1900.79,,13756,,-148,,887,,815,,3,,285,,125,,80,,
10/23/2012,1900.79,,13756,,0,,868,,869,,1,,273,,113,,80,,
10/24/2012,1900.97,,13889,,133,,836,,904,,1,,287,,127,,80,,
10/25/2012,1900.93,,13859,,-30,,865,,851,,1,,292,,132,,80,,
10/26/2012,1901.07,,13963,,104,,845,,899,,2,,292,,132,,80,,
10/27/2012,1901.03,,13933,,-30,,820,,805,,0,,291,,131,,72,,
10/28/2012,1900.80,,13764,,-169,,890,,806,,1,,292,,132,,80,,
10/29/2012,1900.65,,13653,,-111,,883,,828,,1,,290,,130,,80,,
10/30/2012,1900.72,,13705,,52,,861,,888,,1,,292,,132,,80,,
10/31/2012,1900.88,,13823,,118,,832,,892,,1,,293,,133,,80,,
11/01/2012,1901.04,,13941,,118,,819,,881,,3,,310,,150,,80,,
11/02/2012,1900.85,,13801,,-140,,885,,815,,1,,312,,152,,80,,
11/03/2012,1900.86,,13808,,7,,884,,888,,0,,310,,150,,80,,
11/04/2012,1900.73,,13712,,-96,,873,,827,,2,,320,,160,,80,,
11/05/2012,1900.73,,13712,,0,,893,,894,,1,,311,,151,,80,,
11/06/2012,1900.76,,13734,,--,,316,,328,,1,,312,,152,,80,,
11/07/2012,1900.84,,13793,,59,,434,,464,,0,,314,,154,,80,,
11/08/2012,1900.91,,13845,,52,,999,,1027,,2,,318,,158,,80,,
11/09/2012,1900.88,,13823,,-22,,874,,864,,1,,306,,146,,80,,
11/10/2012,1900.95,,13874,,51,,313,,339,,0,,305,,145,,80,,
11/11/2012,1900.99,,13904,,30,,313,,329,,1,,308,,148,,80,,
11/12/2012,1900.54,,13572,,-332,,548,,382,,1,,307,,147,,80,,
11/13/2012,1900.70,,13690,,118,,618,,677,,0,,305,,145,,80,,
11/14/2012,1900.74,,13720,,30,,559,,574,,0,,308,,148,,80,,
11/15/2012,1900.91,,13845,,125,,628,,692,,1,,309,,149,,80,,
11/16/2012,1900.86,,13808,,-37,,651,,632,,0,,310,,150,,80,,
11/17/2012,1901.08,,13971,,163,,319,,402,,1,,314,,154,,80,,
11/18/2012,1900.81,,13771,,-200,,512,,411,,0,,314,,154,,80,,
11/19/2012,1900.82,,13779,,8,,628,,632,,0,,310,,150,,80,,
11/20/2012,1900.96,,13882,,103,,506,,558,,0,,310,,150,,80,,
11/21/2012,1901.09,,13978,,96,,318,,367,,1,,314,,154,,80,,
11/22/2012,1900.84,,13793,,-185,,541,,449,,1,,314,,154,,80,,
11/23/2012,1900.95,,13874,,81,,613,,654,,0,,310,,150,,80,,
11/24/2012,1901.17,,14038,,164,,318,,401,,0,,313,,153,,80,,
11/25/2012,1901.14,,14016,,-22,,318,,307,,0,,313,,153,,80,,
11/26/2012,1901.43,,14233,,217,,328,,437,,0,,314,,154,,80,,
11/27/2012,1900.56,,13587,,-646,,847,,521,,0,,313,,153,,80,,
11/28/2012,1900.63,,13639,,52,,318,,344,,0,,310,,150,,80,,
11/29/2012,1900.80,,13764,,125,,321,,385,,1,,313,,153,,80,,
11/30/2012,1900.89,,13830,,66,,321,,354,,0,,314,,154,,80,,
12/01/2012,1900.96,,13882,,52,,322,,348,,0,,315,,155,,80,,
12/02/2012,1901.32,,14150,,268,,333,,468,,0,,325,,165,,80,,
12/03/2012,1901.34,,14165,,15,,331,,341,,2,,319,,159,,80,,
12/04/2012,1901.60,,14360,,195,,340,,440,,2,,332,,172,,80,,
12/05/2012,1901.49,,14278,,-82,,342,,302,,1,,335,,175,,80,,
12/06/2012,1901.48,,14270,,-8,,330,,326,,0,,322,,162,,80,,
12/07/2012,1901.43,,14233,,-37,,332,,313,,0,,323,,163,,80,,
12/08/2012,1901.37,,14188,,-45,,329,,306,,0,,322,,162,,80,,
12/09/2012,1901.19,,14053,,-135,,329,,261,,0,,322,,162,,80,,
12/10/2012,1900.98,,13896,,-157,,336,,258,,1,,320,,160,,80,,
12/11/2012,1901.13,,14008,,112,,356,,412,,0,,301,,141,,80,,
12/12/2012,1901.16,,14031,,23,,315,,328,,1,,305,,145,,80,,
12/13/2012,1901.12,,14001,,-30,,322,,307,,0,,312,,152,,80,,
12/14/2012,1901.05,,13948,,-53,,321,,294,,0,,311,,151,,80,,
12/15/2012,1901.01,,13918,,-30,,322,,307,,0,,312,,152,,80,,
12/16/2012,1901.07,,13963,,45,,321,,344,,0,,311,,151,,80,,
12/17/2012,1901.05,,13948,,-15,,321,,314,,1,,311,,151,,80,,
12/18/2012,1901.10,,13986,,38,,324,,343,,0,,309,,149,,80,,
12/19/2012,1900.69,,13683,,-303,,1838,,1685,,0,,312,,152,,80,,
12/20/2012,1900.65,,13653,,-30,,1682,,1667,,0,,290,,130,,80,,
12/21/2012,1900.82,,13779,,126,,1017,,1081,,0,,291,,131,,10,,
12/22/2012,1901.18,,14046,,267,,1503,,1639,,1,,293,,133,,0,,
12/23/2012,1901.21,,14068,,22,,1667,,1678,,0,,295,,135,,0,,
12/24/2012,1901.16,,14031,,-37,,1774,,1756,,1,,292,,132,,0,,
12/25/2012,1901.40,,14210,,179,,1735,,1825,,0,,294,,134,,0,,
12/26/2012,1901.73,,14457,,247,,1634,,1759,,0,,297,,137,,7,,
12/27/2012,1901.15,,14023,,-434,,1696,,1477,,0,,295,,135,,0,,
12/28/2012,1901.31,,14143,,120,,1490,,1550,,0,,296,,136,,0,,
12/29/2012,1900.97,,13889,,-254,,1651,,1523,,0,,292,,132,,0,,
12/30/2012,1901.03,,13933,,44,,1741,,1763,,0,,292,,132,,0,,
12/31/2012,1901.18,,14046,,113,,1793,,1850,,0,,292,,132,,0,,
01/01/2013,1901.31,,14143,,97,,1831,,1880,,0,,292,,132,,0,,
01/02/2013,1901.16,,14031,,-112,,1746,,1690,,0,,296,,136,,4,,
01/03/2013,1901.19,,14053,,22,,1782,,1793,,0,,294,,134,,0,,
01/04/2013,1901.20,,14061,,8,,1749,,1753,,0,,294,,134,,0,,
01/05/2013,1901.28,,14120,,59,,1086,,1116,,0,,294,,134,,0,,
01/06/2013,1901.13,,14008,,-112,,1098,,1042,,0,,294,,134,,0,,
01/07/2013,1901.34,,14165,,157,,1078,,1157,,0,,296,,136,,0,,
01/08/2013,1900.99,,13904,,-261,,929,,798,,1,,296,,136,,0,,
01/09/2013,1901.27,,14113,,209,,1052,,1157,,0,,292,,132,,0,,
01/10/2013,1901.57,,14337,,224,,301,,414,,0,,296,,136,,0,,
01/11/2013,1901.53,,14307,,-30,,883,,869,,1,,294,,136,,0,,
01/12/2013,1901.19,,14053,,-254,,308,,180,,0,,298,,138,,0,,
01/13/2013,1900.89,,13830,,-223,,304,,192,,0,,294,,134,,0,,
01/14/2013,1901.03,,13933,,103,,303,,355,,0,,292,,132,,0,,
01/15/2013,1901.58,,14345,,412,,352,,560,,0,,295,,135,,0,,
01/16/2013,1901.19,,14053,,-292,,319,,172,,0,,298,,138,,0,,
01/17/2013,1901.68,,14420,,367,,317,,502,,0,,296,,136,,0,,
01/18/2013,1901.87,,14562,,142,,322,,394,,0,,301,,141,,0,,
01/19/2013,1901.45,,14248,,-314,,323,,165,,0,,302,,142,,0,,
01/20/2013,1901.05,,13948,,-300,,320,,169,,0,,299,,139,,0,,
01/21/2013,1900.72,,13705,,-243,,316,,194,,1,,295,,135,,0,,
01/22/2013,1901.16,,14031,,326,,308,,472,,0,,294,,134,,0,,
01/23/2013,1900.88,,13823,,-208,,307,,203,,1,,296,,136,,0,,
01/24/2013,1901.42,,14225,,402,,309,,512,,0,,298,,138,,0,,
01/25/2013,1901.03,,13933,,-292,,308,,161,,0,,297,,137,,0,,
01/26/2013,1900.70,,13690,,-243,,306,,183,,0,,295,,135,,0,,
01/27/2013,1900.96,,13882,,192,,304,,403,,2,,293,,133,,0,,
01/28/2013,1901.60,,14360,,478,,308,,550,,1,,297,,137,,0,,
01/29/2013,1900.81,,13771,,-589,,308,,12,,1,,297,,137,,0,,
01/30/2013,1901.16,,14031,,260,,311,,443,,1,,296,,136,,0,,
01/31/2013,1900.36,,13440,,-591,,311,,13,,0,,296,,136,,0,,
02/01/2013,1901.10,,13986,,546,,311,,586,,0,,296,,136,,0,,
02/02/2013,1900.92,,13852,,-134,,311,,243,,0,,296,,136,,0,,
02/03/2013,1901.09,,13978,,--,,310,,375,,1,,295,,135,,0,,
02/04/2013,1900.95,,13874,,-104,,310,,258,,0,,299,,139,,0,,
02/05/2013,1901.19,,14053,,179,,306,,398,,2,,298,,138,,0,,
02/06/2013,1900.82,,13779,,-274,,308,,171,,1,,300,,140,,0,,
02/07/2013,1900.42,,13484,,-295,,303,,155,,1,,295,,135,,0,,
02/08/2013,1900.75,,13727,,243,,313,,437,,1,,295,,135,,0,,
02/09/2013,1900.66,,13661,,-66,,318,,285,,0,,298,,138,,0,,
02/10/2013,1900.52,,13558,,-103,,316,,266,,2,,296,,136,,0,,
02/11/2013,1900.93,,13859,,301,,417,,569,,0,,297,,137,,0,,
02/12/2013,1900.62,,13631,,-228,,694,,581,,2,,301,,141,,0,,
02/13/2013,1900.83,,13786,,155,,616,,695,,1,,297,,137,,0,,
02/14/2013,1901.67,,14412,,626,,311,,628,,1,,301,,141,,0,,
02/15/2013,1901.46,,14255,,-157,,316,,239,,2,,306,,146,,0,,
02/16/2013,1901.56,,14330,,75,,626,,665,,1,,307,,147,,0,,
02/17/2013,1901.51,,14292,,-38,,318,,301,,2,,308,,148,,0,,
02/18/2013,1901.62,,14375,,83,,872,,915,,1,,308,,148,,0,,
02/19/2013,1901.52,,14300,,-75,,318,,281,,1,,308,,148,,0,,
02/20/2013,1900.74,,13720,,-580,,315,,23,,0,,305,,145,,0,,
02/21/2013,1901.44,,14240,,520,,317,,579,,0,,306,,146,,0,,
02/22/2013,1901.66,,14405,,165,,627,,712,,2,,307,,147,,0,,
02/23/2013,1901.08,,13971,,-434,,310,,93,,2,,307,,147,,0,,
02/24/2013,1900.88,,13823,,-148,,310,,238,,3,,307,,147,,0,,
02/25/2013,1900.46,,13514,,-309,,713,,558,,1,,308,,148,,0,,
02/26/2013,1900.67,,13668,,154,,463,,543,,2,,305,,145,,0,,
02/27/2013,1901.23,,14083,,415,,654,,865,,2,,304,,144,,0,,
02/28/2013,1901.55,,14322,,239,,324,,445,,1,,308,,148,,0,,
03/01/2013,1901.35,,14173,,-149,,572,,498,,1,,309,,149,,0,,
03/02/2013,1901.50,,14285,,112,,327,,384,,1,,311,,151,,0,,
03/03/2013,1901.27,,14113,,-172,,324,,238,,1,,308,,148,,0,,
03/04/2013,1901.63,,14382,,269,,324,,463,,3,,308,,148,,0,,
03/05/2013,1901.28,,14120,,-262,,326,,196,,2,,310,,150,,0,,
03/06/2013,1901.77,,14487,,367,,325,,511,,1,,309,,149,,0,,
03/07/2013,1901.71,,14442,,-45,,697,,674,,0,,311,,151,,0,,
03/08/2013,1901.30,,14135,,-307,,321,,167,,1,,305,,145,,0,,
03/09/2013,1901.76,,14479,,344,,317,,491,,1,,301,,141,,0,,
03/10/2013,1901.32,,14150,,-329,,318,,154,,2,,302,,142,,0,,
03/11/2013,1901.44,,14240,,90,,315,,362,,2,,299,,139,,0,,
03/12/2013,1900.99,,13904,,-336,,315,,148,,2,,300,,140,,0,,
03/13/2013,1901.65,,14397,,493,,304,,555,,2,,289,,129,,0,,
03/14/2013,1901.17,,14038,,-359,,338,,159,,2,,323,,163,,0,,
03/15/2013,1901.40,,14210,,172,,336,,423,,0,,321,,161,,0,,
03/16/2013,1900.89,,13830,,-380,,335,,145,,2,,320,,160,,0,,
03/17/2013,1900.48,,13528,,-302,,331,,185,,6,,316,,156,,0,,
03/18/2013,1901.06,,13956,,428,,642,,861,,3,,316,,156,,0,,
03/19/2013,1901.10,,13986,,30,,1015,,1031,,1,,318,,158,,0,,
03/20/2013,1901.35,,14173,,187,,337,,431,,0,,319,,159,,0,,
03/21/2013,1901.48,,14270,,97,,645,,696,,2,,320,,160,,0,,
03/22/2013,1901.03,,13933,,-337,,356,,188,,2,,341,,181,,0,,
03/23/2013,1900.56,,13587,,-346,,335,,164,,3,,320,,160,,0,,
03/24/2013,1901.25,,14098,,511,,333,,594,,3,,318,,158,,0,,
03/25/2013,1900.74,,13720,,-378,,335,,145,,1,,320,,160,,0,,
03/26/2013,1901.27,,14113,,393,,1065,,1268,,5,,319,,159,,0,,
03/27/2013,1900.79,,13756,,-357,,335,,157,,2,,320,,160,,0,,
03/28/2013,1901.34,,14165,,409,,319,,528,,3,,305,,145,,0,,
03/29/2013,1901.28,,14120,,-45,,484,,463,,2,,284,,124,,0,,
03/30/2013,1901.66,,14405,,285,,285,,432,,3,,271,,111,,0,,
03/31/2013,1901.83,,14532,,127,,287,,354,,3,,273,,113,,0,,
04/01/2013,1901.82,,14524,,-8,,285,,284,,3,,271,,111,,0,,
04/02/2013,1901.73,,14457,,-67,,862,,831,,3,,270,,110,,0,,
04/03/2013,1901.77,,14487,,30,,1707,,1726,,4,,270,,110,,0,,
04/04/2013,1901.27,,14113,,-374,,1908,,1723,,4,,270,,110,,0,,
04/05/2013,1901.24,,14091,,-22,,312,,301,,0,,299,,139,,0,,
04/06/2013,1901.34,,14165,,74,,321,,359,,1,,308,,148,,0,,
04/07/2013,1900.52,,13558,,-607,,320,,19,,5,,307,,147,,0,,
04/08/2013,1900.38,,13455,,-103,,1705,,1655,,2,,308,,148,,0,,
04/09/2013,1900.57,,13595,,140,,1614,,1689,,4,,300,,140,,0,,
04/10/2013,1900.57,,13595,,0,,1685,,1689,,4,,299,,139,,0,,
04/11/2013,1900.55,,13580,,-15,,1686,,1682,,4,,300,,140,,0,,
04/12/2013,1900.57,,13595,,15,,1662,,1673,,3,,299,,139,,0,,
04/13/2013,1900.93,,13859,,264,,1534,,1672,,5,,299,,139,,0,,
04/14/2013,1900.73,,13712,,-147,,1468,,1399,,5,,303,,143,,0,,
04/15/2013,1900.82,,13779,,67,,1473,,1510,,3,,303,,143,,0,,
04/16/2013,1900.61,,13624,,-155,,1422,,1344,,0,,300,,140,,0,,
04/17/2013,1900.81,,13771,,147,,1418,,1492,,0,,296,,136,,0,,
04/18/2013,1901.05,,13948,,177,,1252,,1344,,3,,298,,138,,0,,
04/19/2013,1900.59,,13609,,-339,,1832,,1663,,2,,298,,138,,0,,
04/20/2013,1900.92,,13852,,243,,1532,,1659,,4,,298,,138,,0,,
04/21/2013,1900.50,,13543,,-309,,1632,,1483,,7,,684,,524,,0,,
04/22/2013,1901.78,,14494,,951,,1635,,2119,,5,,1621,,1461,,0,,
04/23/2013,1901.19,,14053,,-441,,2057,,1843,,8,,2043,,1883,,0,,
04/24/2013,1901.12,,14001,,-52,,2039,,2021,,8,,2025,,1865,,0,,
04/25/2013,1900.97,,13889,,-112,,2040,,1989,,5,,2026,,1866,,0,,
04/26/2013,1900.38,,13455,,-434,,3407,,3192,,4,,2029,,1869,,0,,
04/27/2013,1901.84,,14539,,1084,,2665,,3218,,6,,1991,,1831,,0,,
04/28/2013,1901.00,,13911,,-628,,2490,,2179,,6,,1980,,1820,,0,,
04/29/2013,1900.92,,13852,,-59,,2709,,2685,,6,,1993,,1833,,0,,
04/30/2013,1901.90,,14584,,732,,2383,,2757,,5,,1953,,1793,,0,,
05/01/2013,1901.18,,14046,,-538,,3030,,2765,,6,,2840,,2679,,0,,
05/02/2013,1901.56,,14330,,284,,3914,,4061,,4,,3910,,3750,,0,,
05/03/2013,1901.27,,14113,,-217,,4309,,4206,,6,,4305,,4145,,0,,
05/04/2013,1901.78,,14494,,381,,4423,,4623,,8,,4420,,4260,,0,,
05/05/2013,1901.78,,14494,,0,,4260,,4267,,7,,4258,,4098,,0,,
05/06/2013,1901.70,,14435,,-59,,4070,,4044,,4,,4068,,3908,,0,,
05/07/2013,1900.83,,13786,,-649,,3821,,3494,,0,,3819,,3659,,0,,
05/08/2013,1901.17,,14038,,252,,3696,,3823,,0,,3680,,3522,,0,,
05/09/2013,1901.07,,13963,,-75,,3794,,3767,,11,,3470,,3310,,0,,
05/10/2013,1900.54,,13572,,-391,,3745,,3549,,1,,3359,,3199,,0,,
05/11/2013,1900.56,,13587,,15,,3525,,3538,,5,,3203,,3043,,0,,
05/12/2013,--,,--,,--,,--,,--,,--,,--,,--,,--,,
05/13/2013,1901.01,,13918,,--,,3498,,3281,,6,,2901,,2741,,0,,
05/14/2013,1901.12,,14001,,83,,3358,,3406,,6,,2778,,2618,,0,,
05/15/2013,1901.08,,13971,,-30,,3443,,3434,,6,,2674,,2514,,0,,
