Date,RESELE , ,,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,INFLOW , ,,PPTINC , ,,
 ,FEET, ,AF, ,AF, ,CFS, ,CFS, ,INCHES, ,
09/26/2009,553.98,,169050,,104,,156,,261,,0.00,,
09/27/2009,554.14,,169350,,321,,156,,341,,0.00,,
09/28/2009,553.89,,168870,,-524,,517,,289,,0.00,,
09/29/2009,553.66,,168380,,-496,,527,,283,,0.00,,
09/30/2009,553.45,,167940,,-430,,536,,329,,0.00,,
10/01/2009,553.25,,167540,,-386,,536,,337,,0.00,,
10/02/2009,553.00,,167080,,-486,,528,,307,,0.00,,
10/03/2009,553.14,,167300,,268,,156,,290,,0.04,,
10/04/2009,553.21,,167440,,156,,155,,250,,0.00,,
10/05/2009,553.08,,167200,,-230,,482,,375,,0.00,,
10/06/2009,552.85,,166750,,-452,,527,,311,,0.00,,
10/07/2009,552.57,,166170,,-552,,541,,266,,0.00,,
10/08/2009,--,,165650,,--,,--,,339,,0.00,,
10/09/2009,--,,165060,,--,,--,,291,,0.00,,
10/10/2009,551.98,,165000,,--,,279,,274,,0.00,,
10/11/2009,551.96,,165000,,-40,,279,,304,,0.00,,
10/12/2009,551.94,,164900,,-47,,419,,385,,0.00,,
10/13/2009,552.08,,165220,,327,,410,,467,,1.42,,
10/14/2009,552.49,,165990,,815,,410,,811,,0.00,,
10/15/2009,552.73,,166490,,527,,364,,634,,0.00,,
10/16/2009,552.79,,166610,,142,,360,,436,,0.00,,
10/17/2009,552.96,,166920,,334,,222,,399,,0.00,,
10/18/2009,553.16,,167340,,408,,222,,453,,0.00,,
10/19/2009,553.25,,167520,,214,,346,,441,,0.09,,
10/20/2009,553.35,,167740,,238,,340,,467,,0.00,,
10/21/2009,553.47,,167980,,246,,331,,469,,0.00,,
10/22/2009,553.59,,168180,,250,,334,,453,,0.00,,
10/23/2009,553.73,,168460,,322,,333,,481,,0.13,,
10/24/2009,553.91,,168840,,368,,206,,423,,0.00,,
10/25/2009,554.14,,169330,,469,,206,,477,,0.00,,
10/26/2009,553.99,,169010,,-292,,623,,464,,0.00,,
10/27/2009,553.79,,168640,,-388,,605,,431,,0.00,,
10/28/2009,553.66,,168380,,-278,,598,,474,,0.00,,
10/29/2009,553.56,,168160,,-214,,594,,483,,0.00,,
10/30/2009,553.42,,167900,,-266,,596,,460,,0.00,,
10/31/2009,553.66,,168320,,472,,154,,388,,0.00,,
11/01/2009,--,,168930,,--,,155,,484,,0.00,,
11/02/2009,553.60,,168220,,-676,,785,,427,,0.00,,
11/03/2009,553.11,,167280,,-954,,782,,302,,0.00,,
11/04/2009,552.79,,166610,,-648,,779,,435,,0.00,,
11/05/2009,552.46,,165979,,-631,,779,,200,,--,,
11/06/2009,552.16,,165380,,-601,,779,,482,,0.00,,
11/07/2009,552.48,,165990,,637,,155,,478,,0.00,,
11/08/2009,552.71,,166470,,466,,154,,415,,0.00,,
11/09/2009,552.61,,166250,,-204,,577,,463,,0.00,,
11/10/2009,552.44,,165910,,-310,,580,,403,,0.00,,
11/11/2009,552.32,,165670,,-235,,562,,438,,0.00,,
11/12/2009,552.21,,165470,,-188,,577,,466,,0.07,,
11/13/2009,552.12,,165300,,-175,,575,,488,,0.00,,
11/14/2009,552.43,,165910,,621,,154,,482,,0.00,,
11/15/2009,552.72,,166490,,585,,154,,466,,0.00,,
11/16/2009,553.01,,167020,,572,,160,,446,,0.00,,
11/17/2009,553.24,,167500,,514,,163,,422,,0.00,,
11/18/2009,553.62,,168240,,782,,155,,539,,0.07,,
11/19/2009,553.86,,168720,,526,,167,,426,,0.00,,
11/20/2009,554.08,,169210,,491,,193,,426,,0.35,,
11/21/2009,554.33,,169690,,502,,208,,468,,0.00,,
11/22/2009,554.66,,170350,,672,,208,,557,,0.00,,
11/23/2009,554.52,,170070,,-263,,577,,437,,0.00,,
11/24/2009,554.47,,169990,,-75,,511,,477,,0.00,,
11/25/2009,554.31,,169670,,-317,,615,,454,,0.00,,
11/26/2009,554.51,,170050,,398,,249,,459,,0.00,,
11/27/2009,554.36,,169770,,--,,614,,461,,0.08,,
11/28/2009,554.54,,170110,,353,,250,,441,,0.00,,
11/29/2009,554.74,,170500,,394,,250,,465,,0.00,,
11/30/2009,554.61,,170250,,-216,,638,,509,,0.00,,
12/01/2009,554.24,,169490,,-726,,579,,200,,0.00,,
12/02/2009,553.71,,168460,,-1020,,638,,119,,0.00,,
12/03/2009,553.16,,167360,,-1090,,692,,133,,0.00,,
12/04/2009,552.96,,166940,,-382,,695,,480,,0.00,,
12/05/2009,553.26,,167520,,592,,283,,591,,0.00,,
12/06/2009,553.51,,168020,,504,,285,,554,,0.01,,
12/07/2009,553.46,,167940,,-54,,591,,482,,0.75,,
12/08/2009,553.40,,167800,,-98,,595,,525,,0.00,,
12/09/2009,553.30,,167620,,-146,,594,,504,,0.00,,
12/10/2009,553.17,,167360,,-238,,594,,460,,0.00,,
12/11/2009,553.13,,167280,,-54,,594,,510,,0.46,,
12/12/2009,553.68,,168360,,1096,,289,,754,,1.11,,
12/13/2009,554.23,,169490,,1114,,290,,803,,0.82,,
12/14/2009,554.25,,169530,,71,,592,,621,,0.01,,
12/15/2009,554.54,,170090,,609,,290,,589,,0.00,,
12/16/2009,554.48,,169970,,-71,,603,,539,,0.01,,
12/17/2009,554.52,,170050,,125,,614,,653,,0.00,,
12/18/2009,554.24,,169510,,-522,,596,,320,,0.00,,
12/19/2009,554.19,,169430,,-88,,289,,264,,0.00,,
12/20/2009,554.44,,169930,,502,,289,,557,,0.00,,
12/21/2009,554.28,,169610,,-309,,802,,596,,0.28,,
12/22/2009,554.12,,169250,,-311,,802,,617,,0.00,,
12/23/2009,553.90,,168820,,-392,,810,,587,,0.00,,
12/24/2009,553.77,,168540,,-234,,803,,655,,0.00,,
12/25/2009,554.15,,169330,,--,,288,,704,,0.00,,
12/26/2009,554.50,,169990,,--,,288,,637,,0.00,,
12/27/2009,554.84,,170720,,691,,289,,661,,0.14,,
12/28/2009,554.67,,170370,,-319,,771,,576,,0.10,,
12/29/2009,554.56,,170130,,-198,,798,,667,,0.03,,
12/30/2009,554.41,,169850,,-264,,794,,642,,0.01,,
12/31/2009,--,,169490,,--,,767,,579,,0.00,,
01/01/2010,554.59,,170190,,--,,288,,658,,0.00,,
01/02/2010,554.91,,170820,,655,,289,,622,,0.00,,
01/03/2010,555.33,,171710,,850,,289,,755,,0.00,,
01/04/2010,555.21,,171510,,-222,,772,,665,,0.00,,
01/05/2010,555.08,,171200,,-283,,757,,593,,0.00,,
01/06/2010,554.96,,171060,,-220,,854,,775,,0.00,,
01/07/2010,554.91,,170920,,-189,,834,,750,,0.00,,
01/08/2010,554.76,,170640,,-334,,796,,642,,0.03,,
01/09/2010,555.13,,171370,,735,,285,,666,,0.01,,
01/10/2010,555.48,,172080,,726,,285,,658,,0.00,,
01/11/2010,555.40,,171890,,-200,,815,,707,,0.00,,
01/12/2010,555.35,,171770,,-124,,813,,737,,0.17,,
01/13/2010,555.27,,171650,,-155,,836,,728,,0.47,,
01/14/2010,555.18,,171427,,-223,,820,,731,,0.00,,
01/15/2010,555.03,,171117,,-310,,832,,657,,0.00,,
01/16/2010,554.91,,170920,,-246,,862,,731,,0.00,,
01/17/2010,555.38,,171870,,960,,280,,737,,0.50,,
01/18/2010,555.30,,171730,,-155,,868,,735,,0.63,,
01/19/2010,555.44,,172000,,228,,866,,937,,0.70,,
01/20/2010,555.70,,172570,,496,,842,,1063,,0.74,,
01/21/2010,555.95,,173060,,424,,855,,995,,1.13,,
01/22/2010,556.16,,173550,,372,,865,,1067,,0.40,,
01/23/2010,556.10,,173380,,-123,,857,,760,,0.02,,
01/24/2010,556.49,,174160,,791,,282,,693,,0.00,,
01/25/2010,556.31,,173750,,-433,,867,,617,,0.35,,
01/26/2010,556.26,,173710,,-121,,869,,820,,0.17,,
01/27/2010,556.14,,173450,,-327,,869,,721,,0.00,,
01/28/2010,555.86,,172850,,-627,,868,,554,,0.00,,
01/29/2010,555.88,,172870,,1,,832,,806,,0.33,,
01/30/2010,555.83,,172810,,-90,,885,,841,,0.03,,
01/31/2010,--,,173770,,--,,--,,785,,0.00,,
02/01/2010,556.24,,173650,,-186,,867,,798,,0.00,,
02/02/2010,556.07,,173280,,-406,,992,,788,,0.00,,
02/03/2010,555.68,,172400,,-833,,1174,,669,,0.01,,
02/04/2010,555.39,,171790,,-553,,1167,,815,,0.27,,
02/05/2010,554.93,,170900,,-875,,1176,,690,,0.13,,
02/06/2010,554.57,,170150,,--,,1181,,744,,0.39,,
02/07/2010,555.10,,171200,,--,,280,,823,,0.02,,
02/08/2010,554.86,,170760,,-417,,1033,,783,,0.03,,
02/09/2010,554.65,,170330,,-404,,1047,,774,,0.35,,
02/10/2010,554.34,,169710,,-605,,1049,,706,,0.01,,
02/11/2010,554.21,,168990,,-242,,1021,,642,,0.00,,
02/12/2010,553.64,,168280,,-668,,1052,,674,,0.00,,
02/13/2010,553.30,,167620,,-672,,1028,,675,,0.00,,
02/14/2010,553.70,,168420,,796,,154,,578,,0.00,,
02/15/2010,553.31,,167620,,-780,,1058,,633,,0.00,,
02/16/2010,553.02,,166880,,-534,,1009,,618,,0.00,,
02/17/2010,552.48,,165950,,-865,,1066,,580,,0.00,,
02/18/2010,552.03,,164960,,-822,,1117,,628,,0.00,,
02/19/2010,552.03,,164580,,168,,833,,678,,0.00,,
02/20/2010,552.03,,163680,,0,,1188,,707,,0.00,,
02/21/2010,552.03,,164500,,0,,283,,681,,0.36,,
02/22/2010,551.80,,164230,,166,,766,,626,,0.01,,
02/23/2010,551.53,,164130,,-92,,763,,663,,0.53,,
02/24/2010,551.53,,164110,,4,,763,,744,,0.04,,
02/25/2010,551.63,,164310,,221,,753,,854,,0.00,,
02/26/2010,551.77,,164560,,289,,768,,859,,0.46,,
02/27/2010,552.96,,166900,,2371,,283,,1450,,0.36,,
02/28/2010,553.90,,168820,,1872,,284,,1264,,0.00,,
03/01/2010,554.28,,169610,,801,,687,,1090,,0.00,,
03/02/2010,554.50,,170010,,437,,698,,888,,0.13,,
03/03/2010,554.95,,170820,,954,,849,,1153,,1.10,,
03/04/2010,555.32,,171530,,889,,872,,1222,,0.02,,
03/05/2010,555.52,,171960,,595,,872,,1083,,0.00,,
03/06/2010,555.70,,172300,,371,,872,,1037,,0.00,,
03/07/2010,556.23,,173400,,1071,,286,,866,,0.00,,
03/08/2010,555.99,,172910,,-312,,1157,,902,,0.00,,
03/09/2010,555.77,,172440,,-287,,1209,,956,,0.00,,
03/10/2010,555.53,,171960,,-299,,1208,,936,,0.15,,
03/11/2010,555.25,,171390,,-394,,1215,,914,,0.00,,
03/12/2010,554.95,,170820,,-439,,1213,,857,,0.53,,
03/13/2010,554.83,,170560,,-229,,1221,,1078,,0.01,,
03/14/2010,555.47,,171890,,1293,,344,,982,,0.00,,
03/15/2010,555.26,,171470,,-296,,1172,,945,,0.00,,
03/16/2010,554.97,,170880,,-478,,1176,,863,,0.00,,
03/17/2010,554.71,,170390,,-395,,1180,,918,,0.00,,
03/18/2010,554.47,,169890,,-391,,1180,,875,,0.00,,
03/19/2010,554.21,,169370,,-410,,1178,,905,,0.00,,
03/20/2010,553.93,,169840,,-566,,1170,,888,,0.00,,
03/21/2010,554.47,,169910,,1085,,285,,850,,0.00,,
03/22/2010,554.21,,169410,,-430,,1177,,908,,0.00,,
03/23/2010,553.99,,168950,,-372,,1139,,893,,0.00,,
03/24/2010,553.73,,168440,,-432,,1125,,855,,0.01,,
03/25/2010,553.48,,167940,,-422,,1128,,856,,0.00,,
03/26/2010,553.31,,167580,,-274,,1129,,934,,0.00,,
03/27/2010,553.16,,167260,,-304,,1128,,956,,0.00,,
03/28/2010,553.79,,168540,,1276,,230,,906,,0.00,,
03/29/2010,553.60,,168140,,-294,,1155,,937,,0.00,,
03/30/2010,553.39,,167740,,-318,,1187,,941,,0.21,,
03/31/2010,553.31,,167580,,-74,,1149,,1021,,0.36,,
04/01/2010,553.14,,167260,,-246,,1143,,965,,0.00,,
04/02/2010,553.10,,167160,,-2,,1146,,1072,,0.02,,
04/03/2010,552.96,,166880,,-288,,1146,,984,,0.00,,
04/04/2010,553.72,,168380,,--,,284,,976,,1.01,,
04/05/2010,553.72,,168520,,110,,1138,,1186,,0.08,,
04/06/2010,553.66,,168380,,-150,,1118,,1038,,0.00,,
04/07/2010,553.48,,168040,,-352,,1106,,926,,0.00,,
04/08/2010,553.39,,167860,,-206,,1125,,1023,,0.00,,
04/09/2010,554.15,,169410,,1496,,249,,1061,,0.00,,
04/10/2010,555.04,,171160,,1777,,250,,1151,,0.00,,
04/11/2010,555.99,,173140,,1938,,251,,1233,,0.43,,
04/12/2010,556.31,,173810,,604,,1002,,1260,,0.86,,
04/13/2010,556.74,,174680,,803,,1055,,1502,,0.00,,
04/14/2010,557.04,,175310,,553,,1054,,1379,,0.00,,
04/15/2010,557.30,,175850,,469,,1058,,1338,,0.00,,
04/16/2010,557.47,,176240,,277,,1061,,1269,,0.00,,
04/17/2010,557.56,,176300,,190,,1115,,1186,,0.00,,
04/18/2010,557.35,,175890,,-442,,1497,,1310,,0.00,,
04/19/2010,557.27,,175790,,-185,,1445,,1379,,0.00,,
04/20/2010,557.80,,176900,,1020,,1058,,1523,,1.13,,
04/21/2010,558.37,,178030,,1094,,1112,,1696,,0.33,,
04/22/2010,558.36,,177960,,-70,,1494,,1485,,0.03,,
04/23/2010,558.35,,177940,,-16,,1494,,1519,,0.00,,
04/24/2010,558.29,,177820,,--,,1495,,1480,,0.00,,
04/25/2010,558.26,,177750,,--,,1573,,1582,,0.00,,
04/26/2010,558.19,,177630,,-126,,1574,,1557,,0.00,,
04/27/2010,558.20,,177650,,-2,,1589,,1629,,0.15,,
04/28/2010,558.49,,178270,,593,,1606,,1878,,0.75,,
04/29/2010,558.64,,178550,,277,,1618,,1779,,0.01,,
04/30/2010,558.66,,178590,,43,,1619,,1664,,0.00,,
05/01/2010,558.61,,178520,,-100,,1618,,1607,,0.00,,
05/02/2010,558.59,,178440,,-46,,1653,,1642,,0.00,,
05/03/2010,558.48,,178230,,-217,,1644,,1567,,0.00,,
05/04/2010,558.39,,178050,,-195,,1656,,1592,,0.00,,
05/05/2010,558.40,,178090,,6,,1665,,1713,,0.00,,
05/06/2010,558.43,,178130,,24,,1665,,1711,,0.00,,
05/07/2010,558.36,,177980,,-153,,1664,,1616,,0.00,,
05/08/2010,558.25,,178730,,-241,,1672,,1570,,0.00,,
05/09/2010,558.13,,177460,,-254,,1673,,1546,,0.01,,
05/10/2010,557.80,,176820,,-650,,1668,,1336,,0.18,,
05/11/2010,557.41,,175970,,-813,,1666,,1262,,0.00,,
05/12/2010,556.83,,174780,,-1160,,1668,,1093,,0.00,,
05/13/2010,556.45,,174000,,-766,,1679,,1312,,0.00,,
05/14/2010,556.48,,174080,,92,,1674,,1741,,0.00,,
05/15/2010,556.68,,174590,,402,,1606,,1832,,0.00,,
05/16/2010,558.07,,174460,,2876,,279,,1759,,0.00,,
05/17/2010,558.61,,178500,,4020,,1225,,1780,,0.01,,
05/18/2010,559.36,,180110,,1544,,1519,,2355,,0.01,,
05/19/2010,560.13,,181730,,1560,,1557,,2392,,0.00,,
05/20/2010,560.83,,183190,,1420,,1611,,2371,,0.00,,
05/21/2010,561.48,,184570,,1334,,1625,,2341,,0.00,,
05/22/2010,562.12,,185980,,1381,,1640,,2375,,0.00,,
05/23/2010,562.61,,186990,,1045,,1636,,2175,,0.00,,
05/24/2010,563.10,,188040,,997,,1624,,2173,,0.00,,
05/25/2010,563.46,,188770,,738,,1624,,1962,,0.51,,
05/26/2010,563.81,,189590,,760,,1634,,2034,,0.32,,
05/27/2010,564.29,,190610,,979,,1619,,2103,,0.47,,
05/28/2010,564.84,,191810,,1144,,1553,,2185,,0.01,,
05/29/2010,565.16,,192510,,--,,1578,,1959,,0.00,,
05/30/2010,565.46,,193160,,--,,1585,,1943,,0.00,,
05/31/2010,565.66,,193600,,--,,1605,,1849,,0.00,,
06/01/2010,565.87,,194080,,424,,1614,,1880,,0.00,,
06/02/2010,566.13,,194790,,512,,1630,,2014,,0.00,,
06/03/2010,566.48,,195430,,575,,1641,,1988,,0.00,,
06/04/2010,566.80,,196130,,638,,1633,,2015,,0.00,,
06/05/2010,567.37,,197400,,1237,,1637,,2308,,0.00,,
06/06/2010,568.13,,199080,,1714,,1948,,2808,,0.00,,
06/07/2010,568.40,,199660,,546,,2851,,3230,,0.00,,
06/08/2010,568.38,,199600,,-78,,3187,,3202,,0.00,,
06/09/2010,568.22,,199220,,-371,,3129,,2961,,0.00,,
06/10/2010,568.11,,199000,,-246,,2769,,2700,,0.00,,
06/11/2010,568.05,,198880,,-169,,2525,,2510,,0.00,,
06/12/2010,568.07,,198880,,49,,2377,,2429,,0.00,,
06/13/2010,568.05,,198800,,-40,,2133,,2196,,0.00,,
06/14/2010,568.14,,199100,,250,,2256,,2452,,0.00,,
06/15/2010,568.13,,199060,,-81,,2419,,2472,,0.00,,
06/16/2010,568.08,,198930,,-158,,2294,,2307,,0.00,,
06/17/2010,568.01,,198780,,-184,,2175,,2153,,0.00,,
06/18/2010,567.93,,198570,,-208,,2061,,2002,,0.00,,
06/19/2010,567.90,,198530,,-70,,1953,,1977,,0.00,,
06/20/2010,567.90,,198510,,-19,,1874,,1904,,0.00,,
06/21/2010,567.93,,198620,,58,,1916,,2021,,0.00,,
06/22/2010,568.01,,198750,,121,,2007,,2139,,0.00,,
06/23/2010,567.94,,198590,,-163,,1997,,1963,,0.00,,
06/24/2010,568.02,,198750,,178,,2007,,2149,,0.00,,
06/25/2010,567.88,,198480,,-305,,1988,,1872,,0.03,,
06/26/2010,567.88,,198480,,--,,1877,,1922,,0.00,,
06/27/2010,567.92,,198550,,--,,1864,,1954,,0.00,,
06/28/2010,567.93,,198550,,13,,1881,,1936,,0.00,,
06/29/2010,567.97,,198660,,107,,1935,,2046,,0.00,,
06/30/2010,567.99,,198680,,40,,1999,,2059,,0.00,,
07/01/2010,568.07,,198850,,209,,1783,,1890,,0.00,,
07/02/2010,568.15,,199060,,218,,1576,,1701,,0.00,,
07/03/2010,568.00,,198660,,-340,,1865,,1690,,0.00,,
07/04/2010,567.55,,197730,,-1032,,1731,,1279,,0.00,,
07/05/2010,567.16,,196840,,-846,,1596,,1183,,0.00,,
07/06/2010,566.62,,195670,,-1170,,1601,,1044,,0.00,,
07/07/2010,566.04,,194410,,-1277,,1607,,1004,,0.00,,
07/08/2010,566.24,,194810,,416,,640,,876,,0.00,,
07/09/2010,566.41,,195210,,401,,632,,870,,0.00,,
07/10/2010,566.76,,195960,,777,,325,,749,,0.00,,
07/11/2010,567.04,,196600,,617,,325,,693,,0.00,,
07/12/2010,566.84,,196160,,-439,,806,,612,,0.00,,
07/13/2010,566.61,,195670,,-512,,890,,667,,0.00,,
07/14/2010,566.40,,195210,,-477,,888,,637,,0.00,,
07/15/2010,566.41,,195210,,-4,,643,,681,,0.00,,
07/16/2010,566.37,,195120,,-101,,656,,647,,0.00,,
07/17/2010,566.33,,195050,,-71,,646,,638,,0.00,,
07/18/2010,566.57,,195560,,526,,325,,628,,0.00,,
07/19/2010,566.52,,195450,,-111,,593,,573,,0.00,,
07/20/2010,566.52,,195450,,-1,,584,,623,,0.00,,
07/21/2010,566.47,,195340,,-120,,621,,592,,0.00,,
07/22/2010,566.35,,195100,,-262,,613,,519,,0.00,,
07/23/2010,566.25,,194880,,-243,,607,,526,,0.00,,
07/24/2010,566.11,,194570,,--,,621,,494,,0.00,,
07/25/2010,566.16,,194630,,--,,324,,396,,0.00,,
07/26/2010,565.98,,194260,,-369,,618,,457,,0.00,,
07/27/2010,565.81,,193930,,-367,,592,,453,,0.00,,
07/28/2010,565.65,,193560,,-388,,586,,429,,0.00,,
07/29/2010,565.47,,193190,,-398,,593,,436,,0.00,,
07/30/2010,565.27,,192750,,-480,,596,,403,,0.00,,
07/31/2010,565.11,,192400,,-350,,606,,459,,0.00,,
08/01/2010,565.12,,192380,,17,,323,,356,,0.00,,
08/02/2010,565.06,,192240,,-134,,469,,433,,0.00,,
08/03/2010,565.00,,192140,,-130,,465,,449,,0.00,,
08/04/2010,564.89,,191900,,-277,,470,,388,,0.00,,
08/05/2010,564.83,,191770,,-150,,464,,434,,0.00,,
08/06/2010,564.75,,191570,,-202,,451,,384,,0.00,,
08/07/2010,564.76,,191590,,--,,305,,358,,0.00,,
08/08/2010,564.75,,191570,,-13,,323,,354,,0.00,,
08/09/2010,564.85,,191740,,210,,308,,436,,0.00,,
08/10/2010,564.86,,191830,,75,,310,,399,,0.00,,
08/11/2010,564.94,,191960,,154,,300,,404,,0.00,,
08/12/2010,565.01,,192090,,168,,283,,389,,0.00,,
08/13/2010,565.08,,192270,,191,,301,,435,,0.00,,
08/14/2010,565.14,,192400,,144,,323,,428,,0.00,,
08/15/2010,565.21,,192550,,141,,323,,439,,0.00,,
08/16/2010,565.30,,192750,,208,,310,,453,,0.00,,
08/17/2010,565.45,,193080,,341,,311,,521,,0.00,,
08/18/2010,565.57,,193290,,278,,316,,463,,0.00,,
08/19/2010,565.68,,193560,,318,,319,,495,,0.00,,
08/20/2010,565.84,,193930,,381,,301,,529,,0.00,,
08/21/2010,565.89,,194040,,--,,298,,383,,0.00,,
08/22/2010,566.01,,194350,,--,,308,,504,,0.00,,
08/23/2010,566.03,,194330,,7,,466,,492,,0.00,,
08/24/2010,565.85,,193980,,-367,,631,,494,,0.00,,
08/25/2010,565.41,,193010,,-963,,926,,450,,0.00,,
08/26/2010,565.36,,192880,,-120,,595,,555,,0.00,,
08/27/2010,565.15,,192440,,-433,,606,,410,,0.00,,
08/28/2010,565.01,,192160,,-315,,596,,447,,0.00,,
08/29/2010,565.19,,192510,,403,,285,,495,,0.00,,
08/30/2010,565.07,,192290,,-247,,553,,464,,0.00,,
08/31/2010,564.73,,191500,,-770,,812,,433,,0.00,,
09/01/2010,564.34,,190660,,-827,,876,,465,,0.00,,
09/02/2010,564.21,,190420,,-264,,559,,468,,0.00,,
09/03/2010,564.12,,190240,,-224,,559,,399,,0.00,,
09/04/2010,563.98,,189920,,-295,,570,,438,,0.00,,
09/05/2010,564.06,,190050,,165,,291,,398,,0.00,,
09/06/2010,564.14,,190270,,182,,291,,443,,0.00,,
09/07/2010,564.13,,190220,,-52,,432,,441,,0.00,,
09/08/2010,564.15,,190240,,37,,414,,438,,0.00,,
09/09/2010,564.19,,190310,,112,,402,,466,,0.00,,
09/10/2010,564.14,,190220,,-62,,439,,422,,0.00,,
09/11/2010,564.16,,190270,,31,,438,,495,,0.00,,
09/12/2010,564.23,,190420,,--,,285,,397,,0.00,,
09/13/2010,564.21,,190400,,-33,,409,,421,,0.00,,
09/14/2010,564.01,,189960,,-447,,420,,224,,0.00,,
09/15/2010,563.70,,189310,,-664,,439,,139,,0.00,,
09/16/2010,563.41,,188690,,--,,440,,154,,0.00,,
09/17/2010,563.46,,188750,,84,,418,,471,,0.00,,
09/18/2010,563.73,,189330,,--,,246,,567,,0.00,,
09/19/2010,563.98,,189850,,--,,271,,560,,0.00,,
09/20/2010,563.90,,189720,,-126,,291,,260,,0.00,,
09/21/2010,563.70,,189290,,-432,,280,,97,,0.00,,
09/22/2010,563.52,,188880,,-382,,265,,90,,0.00,,
09/23/2010,563.32,,188450,,-417,,267,,86,,0.00,,
09/24/2010,563.09,,187950,,-480,,290,,75,,0.00,,
09/25/2010,562.82,,187390,,-571,,290,,46,,0.00,,
09/26/2010,562.55,,186840,,-573,,290,,52,,0.00,,
09/27/2010,562.38,,186410,,-391,,276,,99,,0.00,,
09/28/2010,562.52,,186750,,347,,283,,492,,0.00,,
09/29/2010,562.58,,186860,,140,,290,,382,,0.00,,
09/30/2010,562.61,,186940,,94,,290,,365,,0.00,,
10/01/2010,562.19,,186060,,-893,,786,,356,,0.00,,
10/02/2010,561.74,,185150,,-961,,840,,393,,0.00,,
10/03/2010,561.60,,184780,,-298,,518,,345,,0.09,,
10/04/2010,561.09,,183720,,-1078,,944,,417,,0.00,,
10/05/2010,560.58,,182620,,-1096,,958,,407,,0.00,,
10/06/2010,559.96,,181330,,-1305,,959,,323,,0.00,,
10/07/2010,559.49,,180300,,-1010,,942,,432,,0.00,,
10/08/2010,559.00,,179280,,-1000,,924,,424,,0.00,,
10/09/2010,558.61,,178460,,-807,,908,,503,,0.00,,
10/10/2010,558.65,,178520,,79,,517,,578,,0.00,,
10/11/2010,558.30,,177840,,-728,,879,,548,,0.00,,
10/12/2010,557.99,,177170,,-645,,889,,563,,0.00,,
10/13/2010,557.67,,176510,,-633,,878,,557,,0.00,,
10/14/2010,557.31,,175830,,-714,,876,,547,,0.00,,
10/15/2010,557.03,,175230,,-614,,857,,569,,0.00,,
10/16/2010,556.73,,174610,,--,,862,,554,,0.00,,
10/17/2010,556.80,,174732,,122,,500,,563,,0.07,,
10/18/2010,556.51,,174120,,-591,,855,,553,,0.00,,
10/19/2010,556.16,,173450,,-700,,873,,531,,0.00,,
10/20/2010,555.85,,172750,,-664,,850,,516,,0.00,,
10/21/2010,555.54,,172153,,-597,,847,,--,,--,,
10/22/2010,555.25,,171550,,-575,,856,,564,,0.06,,
10/23/2010,555.03,,171100,,-432,,845,,569,,0.54,,
10/24/2010,555.44,,172140,,803,,494,,897,,1.59,,
10/25/2010,557.12,,175360,,3267,,864,,2512,,0.01,,
10/26/2010,556.91,,174940,,-390,,1108,,918,,0.00,,
10/27/2010,556.54,,174140,,-737,,1147,,760,,0.00,,
10/28/2010,556.05,,173120,,-933,,1143,,654,,0.00,,
10/29/2010,555.63,,172280,,-767,,1136,,725,,0.01,,
10/30/2010,555.11,,171200,,-1069,,1125,,585,,0.09,,
10/31/2010,554.62,,170230,,-984,,1127,,654,,0.00,,
11/01/2010,554.07,,169130,,-1031,,1130,,592,,0.00,,
11/02/2010,553.51,,168000,,-1056,,1134,,580,,0.00,,
11/03/2010,552.93,,166840,,-1097,,1144,,574,,0.00,,
11/04/2010,552.33,,165670,,-1115,,1176,,603,,0.00,,
11/05/2010,551.72,,164460,,-1162,,1201,,606,,0.00,,
11/06/2010,551.22,,163520,,-977,,1153,,668,,0.00,,
11/07/2010,551.42,,163830,,379,,493,,592,,0.83,,
11/08/2010,551.13,,163360,,-476,,843,,607,,0.00,,
11/09/2010,550.99,,162990,,-294,,861,,675,,0.02,,
11/10/2010,550.94,,162910,,-25,,821,,771,,0.12,,
11/11/2010,550.94,,162910,,0,,824,,825,,0.00,,
11/12/2010,550.83,,162730,,-157,,825,,735,,0.00,,
11/13/2010,550.77,,162620,,--,,813,,749,,0.00,,
11/14/2010,551.18,,163400,,--,,228,,643,,0.00,,
11/15/2010,551.35,,163680,,380,,511,,660,,0.00,,
11/16/2010,551.63,,164230,,643,,490,,774,,0.00,,
11/17/2010,551.88,,164720,,493,,501,,756,,0.00,,
11/18/2010,552.07,,165100,,471,,516,,714,,0.00,,
11/19/2010,552.37,,165730,,696,,518,,781,,0.64,,
11/20/2010,552.61,,166210,,470,,505,,666,,1.05,,
11/21/2010,553.02,,167060,,816,,289,,720,,0.16,,
11/22/2010,552.87,,166790,,-269,,797,,571,,0.10,,
11/23/2010,552.83,,166670,,-86,,900,,744,,0.61,,
11/24/2010,552.55,,166090,,-523,,939,,544,,0.00,,
11/25/2010,552.78,,166590,,--,,375,,521,,0.00,,
11/26/2010,552.70,,166410,,--,,630,,544,,0.00,,
11/27/2010,552.74,,166470,,--,,559,,502,,0.48,,
11/28/2010,552.97,,166920,,--,,260,,492,,0.00,,
11/29/2010,552.53,,166090,,-805,,869,,431,,0.00,,
11/30/2010,552.04,,165100,,-958,,943,,440,,0.00,,
12/01/2010,551.76,,164520,,-521,,952,,655,,0.00,,
