04/14/2015,Reservoircapacityupdatedfrom77,600to97,800frominformationfoundathttp://ce-npdp-serv2.stanford.edu/DamDirectory/DamDetail.jsp?npdp_id=CA00263,
Date,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,PPTINC , ,,
 ,AF, ,AF, ,CFS, ,INCHES, ,
07/18/2014,43733,,-112,,194,,0.00,,
07/19/2014,43659,,-74,,194,,0.00,,
07/20/2014,43525,,-134,,194,,0.00,,
07/21/2014,43413,,-112,,196,,0.52,,
07/22/2014,43318,,-95,,196,,0.00,,
07/23/2014,43212,,-106,,196,,0.00,,
07/24/2014,43365,,153,,196,,0.00,,
07/25/2014,43579,,214,,196,,0.00,,
07/26/2014,43733,,154,,194,,0.00,,
07/27/2014,43866,,133,,195,,0.00,,
07/28/2014,44102,,236,,194,,0.00,,
07/29/2014,44252,,150,,194,,0.00,,
07/30/2014,44472,,220,,194,,0.00,,
07/31/2014,44579,,107,,195,,0.00,,
08/01/2014,44649,,70,,196,,0.00,,
08/02/2014,44643,,-6,,199,,0.00,,
08/03/2014,44665,,22,,199,,0.00,,
08/04/2014,44568,,-97,,198,,0.03,,
08/05/2014,44552,,-16,,198,,0.00,,
08/06/2014,44487,,-65,,199,,0.00,,
08/07/2014,44412,,-75,,199,,0.00,,
08/08/2014,44391,,-21,,199,,0.00,,
08/09/2014,44311,,-80,,199,,0.00,,
08/10/2014,44300,,-11,,199,,0.00,,
08/11/2014,44359,,59,,198,,0.00,,
08/12/2014,44337,,-22,,197,,0.00,,
08/13/2014,44332,,-5,,195,,0.00,,
08/14/2014,44252,,-80,,194,,0.00,,
08/15/2014,44204,,-48,,200,,0.00,,
08/16/2014,44065,,-139,,201,,0.00,,
08/17/2014,44033,,-32,,199,,0.00,,
08/18/2014,44059,,26,,198,,0.00,,
08/19/2014,44006,,-53,,197,,0.00,,
08/20/2014,43973,,-33,,197,,0.00,,
08/21/2014,43883,,-90,,197,,0.00,,
08/22/2014,43824,,-59,,198,,0.00,,
08/23/2014,43706,,-118,,196,,0.00,,
08/24/2014,43611,,-95,,197,,0.00,,
08/25/2014,43600,,-11,,197,,0.00,,
08/26/2014,43520,,-80,,196,,0.00,,
08/27/2014,43472,,-48,,197,,0.00,,
08/28/2014,43323,,-149,,197,,0.00,,
08/29/2014,43318,,-5,,196,,0.00,,
08/30/2014,43259,,-59,,196,,0.00,,
08/31/2014,43159,,-100,,196,,0.00,,
09/01/2014,43196,,37,,197,,0.00,,
09/02/2014,43381,,185,,195,,0.00,,
09/03/2014,43333,,-48,,196,,0.00,,
09/04/2014,43233,,-100,,195,,0.00,,
09/05/2014,43164,,-69,,195,,0.00,,
09/06/2014,43101,,-63,,195,,0.00,,
09/07/2014,43025,,-76,,196,,0.00,,
09/08/2014,42993,,-32,,195,,0.03,,
09/09/2014,42935,,-58,,197,,0.00,,
09/10/2014,42993,,58,,200,,0.00,,
09/11/2014,42978,,-15,,199,,0.00,,
09/12/2014,42978,,0,,200,,0.00,,
09/13/2014,42866,,-112,,199,,0.00,,
09/14/2014,42771,,-95,,199,,0.00,,
09/15/2014,42670,,-101,,199,,0.00,,
09/16/2014,42549,,-121,,199,,0.00,,
09/17/2014,42343,,-206,,200,,0.00,,
09/18/2014,42252,,-91,,200,,0.00,,
09/19/2014,42231,,-21,,200,,0.00,,
09/20/2014,42179,,-52,,200,,0.00,,
09/21/2014,42085,,-94,,199,,0.18,,
09/22/2014,42010,,-75,,199,,0.00,,
09/23/2014,42080,,70,,199,,0.00,,
09/24/2014,42174,,94,,199,,0.00,,
09/25/2014,42200,,26,,200,,0.00,,
09/26/2014,42252,,52,,199,,0.37,,
09/27/2014,42358,,106,,199,,0.02,,
09/28/2014,42443,,85,,200,,0.41,,
09/29/2014,42343,,-100,,199,,0.02,,
09/30/2014,42326,,-17,,199,,0.00,,
10/01/2014,42300,,-26,,268,,0.00,,
10/02/2014,42374,,74,,299,,0.00,,
10/03/2014,42438,,64,,299,,0.00,,
10/04/2014,42374,,-64,,300,,0.00,,
10/05/2014,42216,,-158,,300,,0.00,,
10/06/2014,42231,,15,,351,,0.00,,
10/07/2014,41916,,-315,,400,,0.00,,
10/08/2014,41922,,6,,400,,0.00,,
10/09/2014,41685,,-237,,400,,0.00,,
10/10/2014,41407,,-278,,399,,0.00,,
10/11/2014,41015,,-392,,398,,0.00,,
10/12/2014,40608,,-407,,397,,0.00,,
10/13/2014,40442,,-166,,392,,0.00,,
10/14/2014,40187,,-255,,397,,0.00,,
10/15/2014,39923,,-264,,400,,0.00,,
10/16/2014,39721,,-202,,399,,0.00,,
10/17/2014,39086,,-635,,398,,0.00,,
10/18/2014,38702,,-384,,396,,0.00,,
10/19/2014,38385,,-317,,395,,0.00,,
10/20/2014,38185,,-200,,166,,0.00,,
10/21/2014,38119,,-66,,60,,0.00,,
10/22/2014,38053,,-66,,60,,0.00,,
10/23/2014,37981,,-72,,63,,0.00,,
10/24/2014,37901,,-80,,64,,0.00,,
10/25/2014,37829,,-72,,65,,0.00,,
10/26/2014,37753,,-76,,65,,0.15,,
10/27/2014,37676,,-77,,64,,0.00,,
10/28/2014,37611,,-65,,65,,0.00,,
10/29/2014,37535,,-76,,65,,0.00,,
10/30/2014,37468,,-67,,65,,0.00,,
10/31/2014,37819,,351,,64,,0.00,,
11/01/2014,38262,,443,,65,,1.19,,
11/02/2014,38666,,404,,65,,0.00,,
11/03/2014,39251,,585,,65,,0.00,,
11/04/2014,39747,,496,,65,,0.00,,
11/05/2014,40119,,372,,67,,0.00,,
11/06/2014,40702,,583,,66,,0.00,,
11/07/2014,41151,,449,,66,,0.00,,
11/08/2014,41701,,550,,67,,0.00,,
11/09/2014,42185,,484,,68,,0.00,,
11/10/2014,42628,,443,,68,,0.00,,
11/11/2014,43090,,462,,68,,0.00,,
11/12/2014,43754,,664,,69,,0.00,,
11/13/2014,44487,,733,,69,,0.00,,
11/14/2014,44439,,-48,,144,,0.00,,
11/15/2014,44300,,-139,,203,,0.00,,
11/16/2014,44151,,-149,,201,,0.00,,
11/17/2014,44177,,26,,201,,0.00,,
11/18/2014,44097,,-80,,200,,0.00,,
11/19/2014,44081,,-16,,200,,0.00,,
11/20/2014,44027,,-54,,201,,0.09,,
11/21/2014,43754,,-273,,266,,0.11,,
11/22/2014,43227,,-527,,398,,0.90,,
11/23/2014,42739,,-488,,396,,0.07,,
11/24/2014,42179,,-560,,395,,0.00,,
11/25/2014,41758,,-421,,398,,0.00,,
11/26/2014,41250,,-508,,400,,0.00,,
11/27/2014,40639,,-611,,400,,0.00,,
11/28/2014,40161,,-478,,397,,0.00,,
11/29/2014,39622,,-539,,381,,0.00,,
11/30/2014,39113,,-509,,381,,0.74,,
12/01/2014,38810,,-303,,402,,0.34,,
12/02/2014,38656,,-154,,393,,0.06,,
12/03/2014,38390,,-266,,399,,1.39,,
12/04/2014,37981,,-409,,399,,1.01,,
12/05/2014,37468,,-513,,397,,0.05,,
12/06/2014,37023,,-445,,400,,0.03,,
12/07/2014,36957,,-66,,400,,0.00,,
12/08/2014,36846,,-111,,400,,0.00,,
12/09/2014,36750,,-96,,401,,0.00,,
12/10/2014,36649,,-101,,402,,0.00,,
12/11/2014,36458,,-191,,381,,0.00,,
12/12/2014,36493,,35,,420,,1.89,,
12/13/2014,36282,,-211,,404,,0.22,,
12/14/2014,36191,,-91,,399,,0.00,,
12/15/2014,36171,,-20,,399,,0.00,,
12/16/2014,36161,,-10,,399,,0.22,,
12/17/2014,36056,,-105,,396,,0.46,,
12/18/2014,35996,,-60,,395,,0.00,,
12/19/2014,35966,,-30,,398,,0.00,,
12/20/2014,35565,,-401,,400,,1.00,,
12/21/2014,35127,,-438,,399,,0.18,,
12/22/2014,35037,,-90,,402,,0.00,,
12/23/2014,34690,,-347,,397,,0.00,,
12/24/2014,34354,,-336,,398,,0.00,,
12/25/2014,33895,,-459,,399,,0.40,,
12/26/2014,33390,,-505,,398,,0.00,,
12/27/2014,32842,,-548,,396,,0.00,,
12/28/2014,32297,,-545,,396,,0.00,,
12/29/2014,32088,,-209,,396,,0.00,,
12/30/2014,31910,,-178,,397,,0.00,,
12/31/2014,31707,,-203,,397,,0.00,,
01/01/2015,31370,,-337,,396,,0.00,,
01/02/2015,30991,,-379,,396,,0.00,,
01/03/2015,30542,,-449,,396,,0.00,,
01/04/2015,30071,,-471,,394,,0.00,,
01/05/2015,29712,,-359,,398,,0.00,,
01/06/2015,29453,,-259,,398,,0.00,,
01/07/2015,29076,,-377,,396,,0.00,,
01/08/2015,28794,,-282,,399,,0.00,,
01/09/2015,28743,,-51,,396,,0.00,,
01/10/2015,28552,,-191,,397,,0.00,,
01/11/2015,28360,,-192,,398,,0.00,,
01/12/2015,27979,,-381,,396,,0.00,,
01/13/2015,27760,,-219,,395,,0.00,,
01/14/2015,27520,,-240,,393,,0.00,,
01/15/2015,27409,,-111,,395,,0.00,,
01/16/2015,27298,,-111,,399,,0.00,,
01/17/2015,26994,,-304,,395,,0.00,,
01/18/2015,26760,,-234,,398,,0.00,,
01/19/2015,26535,,-225,,397,,0.00,,
01/20/2015,26343,,-192,,397,,0.00,,
01/21/2015,26119,,-224,,396,,0.00,,
01/22/2015,25942,,-177,,393,,0.00,,
01/23/2015,25724,,-218,,393,,0.00,,
01/24/2015,25411,,-313,,393,,0.00,,
01/25/2015,25014,,-397,,396,,0.00,,
01/26/2015,24920,,-94,,394,,0.00,,
01/27/2015,24776,,-144,,401,,0.13,,
01/28/2015,24596,,-180,,394,,0.00,,
01/29/2015,24453,,-143,,395,,0.00,,
01/30/2015,24403,,-50,,395,,0.00,,
01/31/2015,24117,,-286,,394,,0.00,,
02/01/2015,23792,,-325,,392,,0.00,,
02/02/2015,23618,,-174,,266,,0.00,,
02/03/2015,23544,,-74,,203,,0.00,,
02/04/2015,23423,,-121,,205,,0.00,,
02/05/2015,23313,,-110,,200,,0.00,,
02/06/2015,23322,,9,,197,,0.00,,
02/07/2015,23517,,195,,198,,1.91,,
02/08/2015,23952,,435,,198,,0.86,,
02/09/2015,24798,,846,,201,,1.26,,
02/10/2015,25073,,275,,202,,0.00,,
02/11/2015,25184,,111,,201,,0.00,,
02/12/2015,25335,,151,,203,,0.00,,
02/13/2015,25520,,185,,205,,0.00,,
02/14/2015,25668,,148,,198,,0.00,,
02/15/2015,25710,,42,,196,,0.00,,
02/16/2015,25896,,186,,196,,0.00,,
02/17/2015,25991,,95,,197,,0.00,,
02/18/2015,26375,,384,,197,,0.00,,
02/19/2015,26613,,238,,197,,0.00,,
02/20/2015,26719,,106,,198,,0.00,,
02/21/2015,27173,,454,,197,,0.00,,
02/22/2015,27678,,505,,197,,0.00,,
02/23/2015,28202,,524,,199,,0.00,,
02/24/2015,28743,,541,,199,,0.00,,
02/25/2015,28612,,-131,,198,,0.00,,
02/26/2015,28421,,-191,,198,,0.00,,
02/27/2015,28304,,-117,,198,,0.00,,
02/28/2015,28262,,-42,,140,,0.46,,
03/01/2015,28457,,195,,36,,0.07,,
03/02/2015,28561,,104,,65,,0.05,,
03/03/2015,28668,,107,,57,,0.00,,
03/04/2015,28771,,103,,75,,0.00,,
03/05/2015,28883,,112,,67,,0.00,,
03/06/2015,29001,,118,,67,,0.00,,
03/07/2015,29095,,94,,59,,0.00,,
03/08/2015,29198,,103,,59,,0.00,,
03/09/2015,29321,,123,,60,,0.00,,
03/10/2015,29419,,98,,56,,0.00,,
03/11/2015,29537,,118,,56,,0.00,,
03/12/2015,29641,,104,,35,,0.11,,
03/13/2015,29717,,76,,83,,0.00,,
03/14/2015,29863,,146,,62,,0.00,,
03/15/2015,29990,,127,,55,,0.00,,
03/16/2015,30110,,120,,58,,0.00,,
03/17/2015,30214,,104,,57,,0.00,,
03/18/2015,30300,,86,,58,,0.00,,
03/19/2015,30375,,75,,57,,0.00,,
03/20/2015,30446,,71,,57,,0.00,,
03/21/2015,30533,,87,,60,,0.00,,
03/22/2015,30637,,104,,57,,0.00,,
03/23/2015,30728,,91,,57,,0.20,,
03/24/2015,30819,,91,,57,,0.00,,
03/25/2015,30900,,81,,55,,0.00,,
03/26/2015,30986,,86,,55,,0.00,,
03/27/2015,31082,,96,,55,,0.00,,
03/28/2015,31115,,33,,59,,0.00,,
03/29/2015,31168,,53,,63,,0.00,,
03/30/2015,31235,,67,,64,,0.00,,
03/31/2015,31331,,96,,69,,0.00,,
04/01/2015,31389,,58,,71,,0.00,,
04/02/2015,31467,,78,,65,,0.00,,
04/03/2015,31524,,57,,64,,0.00,,
04/04/2015,31568,,44,,64,,0.00,,
04/05/2015,31649,,81,,64,,0.00,,
04/06/2015,31740,,91,,63,,0.32,,
04/07/2015,31857,,117,,77,,0.29,,
04/08/2015,32011,,154,,28,,0.83,,
04/09/2015,32078,,67,,68,,0.00,,
04/10/2015,32180,,102,,66,,0.00,,
04/11/2015,32263,,83,,65,,0.00,,
04/12/2015,32414,,--,,65,,0.00,,
04/13/2015,32535,,121,,75,,0.00,,
04/14/2015,32666,,131,,63,,0.00,,
04/15/2015,32725,,59,,61,,0.00,,
04/16/2015,32788,,63,,59,,0.00,,
04/17/2015,32856,,68,,63,,0.00,,
04/18/2015,32959,,103,,61,,0.00,,
04/19/2015,33056,,97,,60,,0.00,,
04/20/2015,33159,,103,,62,,0.19,,
04/21/2015,33238,,79,,61,,0.00,,
04/22/2015,33355,,117,,60,,0.00,,
04/23/2015,33429,,74,,60,,0.00,,
04/24/2015,33497,,68,,62,,0.07,,
04/25/2015,33693,,196,,58,,1.31,,
04/26/2015,33792,,99,,60,,0.07,,
04/27/2015,33900,,108,,61,,0.00,,
04/28/2015,34038,,138,,65,,0.00,,
04/29/2015,34176,,138,,68,,0.00,,
04/30/2015,34320,,144,,64,,0.00,,
05/01/2015,34428,,108,,61,,0.00,,
05/02/2015,34517,,89,,61,,0.00,,
05/03/2015,34586,,--,,69,,0.00,,
05/04/2015,34651,,65,,65,,0.00,,
05/05/2015,34730,,--,,60,,0.00,,
05/06/2015,34809,,79,,61,,0.00,,
05/07/2015,34983,,174,,64,,0.87,,
05/08/2015,35087,,104,,62,,0.65,,
05/09/2015,35212,,125,,62,,0.00,,
05/10/2015,35356,,144,,60,,0.00,,
05/11/2015,35470,,114,,64,,0.00,,
05/12/2015,35605,,135,,60,,0.00,,
05/13/2015,35725,,120,,60,,0.00,,
05/14/2015,35805,,80,,60,,0.00,,
05/15/2015,36001,,196,,62,,0.52,,
05/16/2015,36257,,256,,60,,0.15,,
05/17/2015,36548,,291,,61,,0.00,,
05/18/2015,36861,,313,,58,,0.01,,
05/19/2015,37169,,308,,60,,0.02,,
05/20/2015,37413,,244,,62,,0.00,,
05/21/2015,37712,,299,,61,,0.00,,
05/22/2015,37986,,274,,60,,0.40,,
05/23/2015,39349,,1363,,60,,0.08,,
05/24/2015,40764,,1415,,60,,0.05,,
05/25/2015,42147,,1383,,63,,0.00,,
05/26/2015,43546,,1399,,61,,0.00,,
05/27/2015,44912,,1366,,65,,0.00,,
05/28/2015,46304,,1392,,64,,0.00,,
05/29/2015,47676,,1372,,62,,0.00,,
05/30/2015,49046,,1370,,62,,0.00,,
05/31/2015,50401,,1355,,62,,0.00,,
06/01/2015,51770,,1369,,60,,0.00,,
06/02/2015,53122,,1352,,61,,0.00,,
06/03/2015,54435,,1313,,61,,0.00,,
06/04/2015,55713,,1278,,60,,0.00,,
06/05/2015,57340,,1627,,60,,0.07,,
06/06/2015,--,,--,,--,,--,,
