Date,RESELE , ,,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,INFLOW , ,,PPTINC , ,,
 ,FEET, ,AF, ,AF, ,CFS, ,CFS, ,INCHES, ,
09/24/2012,521.68,,65728,,109,,1057,,1112,,0.00,,
09/25/2012,521.45,,65549,,-179,,1056,,966,,0.00,,
09/26/2012,521.73,,65767,,218,,1057,,1167,,0.00,,
09/27/2012,522.10,,66055,,288,,1056,,1201,,0.00,,
09/28/2012,521.10,,65278,,-777,,1055,,663,,0.00,,
09/29/2012,520.90,,65124,,-154,,1052,,975,,0.00,,
09/30/2012,520.66,,64939,,-185,,1051,,958,,0.00,,
10/01/2012,521.30,,65433,,494,,1025,,1274,,0.00,,
10/02/2012,521.79,,65813,,380,,1009,,1201,,0.00,,
10/03/2012,522.18,,66117,,304,,1010,,1163,,0.00,,
10/04/2012,522.61,,66453,,336,,1009,,1179,,0.00,,
10/05/2012,521.99,,65969,,-484,,1057,,813,,0.00,,
10/06/2012,521.85,,65860,,-109,,1006,,951,,0.00,,
10/07/2012,521.29,,65425,,-435,,996,,777,,0.00,,
10/08/2012,520.74,,65001,,-424,,1003,,789,,0.00,,
10/09/2012,520.74,,65001,,0,,1003,,1003,,0.00,,
10/10/2012,521.34,,65464,,463,,1003,,1236,,0.00,,
10/11/2012,521.95,,65938,,474,,1003,,1242,,0.00,,
10/12/2012,522.32,,66226,,288,,1057,,1202,,0.00,,
10/13/2012,521.05,,65240,,-986,,1002,,505,,0.00,,
10/14/2012,519.76,,64249,,-991,,998,,499,,0.00,,
10/15/2012,520.32,,64678,,429,,998,,1214,,0.00,,
10/16/2012,521.37,,65487,,809,,7086,,7493,,0.00,,
10/17/2012,522.19,,66125,,638,,1002,,1324,,0.00,,
10/18/2012,522.31,,66219,,94,,1002,,1050,,0.00,,
10/19/2012,521.57,,65642,,-577,,1001,,710,,0.00,,
10/20/2012,520.98,,65186,,-456,,999,,769,,0.00,,
10/21/2012,521.28,,65418,,232,,997,,1114,,0.70,,
10/22/2012,520.04,,64463,,-955,,997,,516,,0.54,,
10/23/2012,519.73,,64226,,-237,,995,,876,,0.19,,
10/24/2012,519.32,,63914,,-312,,994,,837,,0.10,,
10/25/2012,518.80,,63520,,-394,,992,,793,,0.01,,
10/26/2012,518.24,,63097,,--,,893,,680,,0.00,,
10/27/2012,518.16,,63037,,--,,992,,962,,0.00,,
10/28/2012,519.50,,64051,,--,,992,,1503,,0.00,,
10/29/2012,518.88,,63580,,-471,,994,,756,,0.00,,
10/30/2012,518.16,,63037,,-543,,993,,719,,0.00,,
10/31/2012,517.70,,62691,,-346,,993,,819,,1.01,,
11/01/2012,517.86,,62811,,120,,993,,1054,,0.00,r,
11/02/2012,519.85,,64318,,1507,,993,,1753,,0.00,,
11/03/2012,519.49,,64043,,-275,,2018,,1879,,0.00,,
11/04/2012,520.57,,64870,,827,,2018,,2435,,0.00,,
11/05/2012,521.96,,65946,,1076,,951,,1494,,0.00,,
11/06/2012,523.05,,66799,,853,,920,,1350,,0.00,,
11/07/2012,524.02,,67565,,766,,922,,1308,,0.00,,
11/08/2012,525.13,,68450,,885,,925,,1371,,0.00,r,
11/09/2012,523.97,,67525,,-925,,925,,458,,0.35,r,
11/10/2012,521.94,,65930,,-1595,,920,,116,,0.13,r,
11/11/2012,519.84,,64310,,-1620,,920,,103,,0.01,r,
11/12/2012,520.28,,64647,,337,,978,,1148,,0.00,,
11/13/2012,521.17,,65332,,685,,978,,1323,,0.00,,
11/14/2012,521.28,,65418,,86,,1001,,1045,,0.00,,
11/15/2012,522.15,,66094,,676,,1000,,1341,,0.00,,
11/16/2012,524.14,,67660,,1566,,1000,,1790,,0.03,r,
11/17/2012,522.87,,66657,,-1003,,1000,,495,,0.85,r,
11/18/2012,522.76,,66571,,-86,,1000,,957,,1.32,r,
11/19/2012,521.26,,65402,,-1169,,1001,,412,,0.11,r,
11/20/2012,520.64,,64924,,-478,,997,,756,,0.00,r,
11/21/2012,521.07,,65255,,331,,997,,1164,,0.13,r,
11/22/2012,521.22,,65371,,116,,971,,1029,,0.13,r,
11/23/2012,520.46,,64785,,-586,,970,,674,,0.00,,
11/24/2012,519.19,,63815,,-970,,962,,473,,0.00,,
11/25/2012,518.53,,63316,,-499,,1426,,1175,,0.00,,
11/26/2012,519.16,,63792,,476,,994,,1234,,0.00,,
11/27/2012,520.05,,64471,,679,,994,,1337,,0.00,,
11/28/2012,521.98,,65961,,1490,,1098,,1849,,0.00,,
11/29/2012,523.26,,66964,,1003,,994,,1500,,0.57,r,
11/30/2012,530.54,,72896,,5932,,8060,,11051,,1.11,r,
12/01/2012,529.71,,72199,,--,,11603,,11251,,3.00,,
12/02/2012,531.30,,73538,,1339,,20402,,21077,,3.30,,
12/03/2012,528.34,,71062,,-2476,,10120,,8872,,0.03,,
12/04/2012,527.48,,70354,,-708,,5420,,5063,,1.16,,
12/05/2012,528.59,,71268,,914,,6694,,7155,,0.10,,
12/06/2012,527.64,,70486,,-782,,5987,,5592,,0.01,,
12/07/2012,526.31,,69401,,-1085,,4189,,3642,,0.01,,
12/08/2012,521.12,,65294,,-4107,,4006,,1936,,0.00,,
12/09/2012,517.58,,62602,,-2692,,3354,,1997,,0.00,,
12/10/2012,517.48,,62527,,-75,,2690,,2652,,0.00,,
12/11/2012,517.18,,62303,,-224,,3354,,3241,,0.05,,
12/12/2012,517.34,,62422,,119,,1604,,1664,,0.10,,
12/13/2012,517.16,,62288,,-134,,1298,,1230,,0.00,,
12/14/2012,518.68,,63429,,1141,,1298,,1873,,0.00,,
12/15/2012,519.19,,63815,,386,,1295,,1490,,0.05,,
12/16/2012,519.20,,63823,,8,,1294,,1298,,0.60,,
12/17/2012,523.05,,66799,,2976,,1300,,2800,,0.43,,
12/18/2012,525.00,,68346,,1547,,2542,,3322,,0.00,,
12/19/2012,524.81,,68194,,-152,,2946,,2870,,0.01,,
12/20/2012,523.96,,67517,,-677,,2991,,2649,,0.00,,
12/21/2012,522.95,,66720,,-797,,2984,,2582,,1.65,,
12/22/2012,525.00,,68346,,1626,,3553,,4373,,0.96,,
12/23/2012,528.22,,70963,,2617,,4019,,5338,,0.90,,
12/24/2012,527.24,,70158,,-805,,5228,,4823,,0.00,,
12/25/2012,526.10,,69231,,-927,,4116,,3649,,1.12,,
12/26/2012,527.31,,70215,,984,,4356,,4852,,0.00,,
12/27/2012,525.72,,68925,,-1290,,4129,,3479,,0.00,,
12/28/2012,523.14,,66870,,-2055,,4093,,3057,,0.06,,
12/29/2012,521.45,,65549,,-1321,,3636,,2971,,0.00,,
12/30/2012,520.93,,65147,,-402,,3015,,2813,,0.00,,
12/31/2012,520.16,,64555,,--,,2956,,2657,,0.00,,
01/01/2013,519.74,,64234,,-321,,2698,,2536,,0.00,,
01/02/2013,520.03,,64456,,222,,2300,,2412,,0.00,,
01/03/2013,520.34,,64693,,237,,2048,,2168,,0.00,,
01/04/2013,520.78,,65032,,339,,1979,,2150,,0.00,,
01/05/2013,519.83,,64303,,-729,,1977,,1610,,0.10,,
01/06/2013,518.42,,63233,,-1070,,1972,,1432,,0.02,,
01/07/2013,517.13,,62266,,-967,,1966,,1479,,0.00,,
01/08/2013,517.16,,62288,,22,,1964,,1975,,0.00,,
01/09/2013,517.60,,62617,,329,,1965,,2131,,0.22,,
01/10/2013,518.20,,63067,,450,,1967,,2194,,0.00,,
01/11/2013,518.62,,63384,,317,,1971,,2131,,0.00,,
01/12/2013,518.97,,63648,,264,,1973,,2106,,0.00,,
01/13/2013,519.07,,63724,,76,,1974,,2013,,0.00,,
01/14/2013,519.11,,63755,,31,,1976,,1991,,0.00,,
01/15/2013,519.04,,63701,,-54,,1974,,1947,,0.00,,
01/16/2013,519.07,,63724,,23,,1975,,1987,,0.00,,
01/17/2013,519.11,,63755,,31,,1975,,1991,,0.00,,
01/18/2013,519.14,,63777,,22,,1976,,1987,,0.00,,
01/19/2013,519.14,,63777,,0,,1977,,1977,,0.00,,
01/20/2013,519.07,,63724,,-53,,1977,,1950,,0.00,,
01/21/2013,519.05,,63709,,-15,,1976,,1968,,0.00,,
01/22/2013,519.04,,63701,,-8,,1977,,1973,,0.00,,
01/23/2013,518.24,,63097,,-604,,1975,,1671,,0.16,,
01/24/2013,518.25,,63104,,7,,1810,,1814,,0.03,,
01/25/2013,518.41,,63225,,121,,1688,,1749,,0.01,,
01/26/2013,518.91,,63603,,378,,1691,,1882,,0.01,,
01/27/2013,518.46,,63263,,-340,,1690,,1519,,0.01,,
01/28/2013,518.21,,63074,,-189,,1690,,1595,,0.00,,
01/29/2013,517.95,,62879,,-195,,1689,,1591,,0.00,,
01/30/2013,518.16,,63037,,158,,1690,,1770,,0.00,,
01/31/2013,518.72,,63459,,422,,1538,,1751,,--,,
02/01/2013,519.70,,64203,,744,,1399,,1774,,0.00,,
02/02/2013,518.86,,63565,,-638,,1398,,1077,,0.00,,
02/03/2013,519.61,,64135,,570,,1423,,1710,,0.00,,
02/04/2013,520.74,,65001,,866,,1403,,1840,,0.00,,
02/05/2013,521.08,,65263,,262,,1406,,1538,,0.00,,
02/06/2013,521.06,,65247,,-16,,1407,,1399,,0.00,,
02/07/2013,521.64,,65697,,450,,1408,,1634,,0.22,,
02/08/2013,522.23,,66156,,459,,1409,,1640,,0.00,,
02/09/2013,521.93,,65922,,-234,,1410,,1292,,0.00,,
02/10/2013,523.21,,66925,,1003,,1410,,1915,,0.00,,
02/11/2013,523.99,,67541,,616,,1409,,1719,,0.00,,
02/12/2013,525.28,,68571,,1030,,1412,,1931,,0.00,,
02/13/2013,523.23,,66940,,-1631,,1412,,590,,0.00,,
02/14/2013,519.18,,63808,,-1762,,1402,,1402,,0.00,,
02/15/2013,519.18,,63808,,-1051,,1418,,1418,,0.00,,
02/16/2013,519.18,,63808,,-1060,,1416,,1416,,0.00,,
02/17/2013,519.18,,63808,,-891,,1416,,1416,,0.00,,
02/18/2013,516.07,,61479,,0,,1411,,1060,,0.00,,
02/19/2013,517.75,,62729,,1250,,1413,,2043,,0.55,,
02/20/2013,518.16,,63037,,308,,1416,,1571,,0.00,,
02/21/2013,518.36,,63187,,150,,1366,,1442,,0.00,,
02/22/2013,517.46,,62512,,-675,,1319,,979,,0.00,,
02/23/2013,516.76,,61990,,-522,,1314,,1051,,0.00,,
02/24/2013,517.17,,62295,,305,,1311,,1465,,0.00,,
02/25/2013,518.46,,63263,,968,,1315,,1803,,0.00,,
02/26/2013,519.43,,63998,,735,,1317,,1688,,0.00,,
02/27/2013,520.45,,64778,,780,,1320,,1713,,0.00,,
02/28/2013,520.70,,64970,,192,,1321,,1418,,0.00,,
03/01/2013,520.74,,65001,,31,,1320,,1336,,0.00,,
03/02/2013,520.67,,64947,,-54,,1315,,1288,,0.00,,
03/03/2013,519.89,,64349,,-598,,1314,,1013,,0.01,,
03/04/2013,519.84,,64310,,-39,,1314,,1295,,0.00,,
03/05/2013,520.23,,64609,,299,,1311,,1462,,0.71,,
03/06/2013,520.04,,64463,,-146,,1314,,1240,,0.02,,
03/07/2013,519.86,,64326,,-137,,1314,,1245,,0.00,,
03/08/2013,519.60,,64127,,-199,,1314,,1213,,0.00,,
03/09/2013,518.41,,63225,,-902,,1314,,859,,0.00,,
03/10/2013,517.87,,62819,,-406,,1314,,1109,,0.00,,
03/11/2013,518.32,,63157,,338,,1314,,1484,,0.00,,
03/12/2013,518.13,,63014,,-143,,713,,641,,0.00,,
03/13/2013,517.95,,62879,,-135,,1311,,1243,,0.00,,
03/14/2013,517.98,,62901,,22,,1309,,1320,,0.00,,
03/15/2013,517.65,,62654,,-247,,1309,,1185,,0.00,,
03/16/2013,517.56,,62587,,-67,,1309,,1276,,0.00,,
03/17/2013,517.28,,62377,,-210,,1307,,1201,,0.00,,
03/18/2013,517.15,,62280,,--,,1305,,1256,,0.00,,
03/19/2013,517.62,,62632,,352,,1303,,1480,,0.60,,
03/20/2013,519.87,,64333,,1701,,1305,,2162,,0.34,,
03/21/2013,521.82,,65837,,1504,,1299,,2057,,0.00,,
03/22/2013,522.21,,66140,,303,,1296,,1449,,0.00,,
03/23/2013,522.28,,66195,,--,,1296,,1336,,0.00,,
03/24/2013,521.43,,65534,,--,,1294,,960,,0.00,,
03/25/2013,522.08,,66039,,466,,1304,,1559,,0.00,,
03/26/2013,520.13,,64532,,-1507,,1293,,533,,0.00,,
03/27/2013,517.70,,62691,,-1841,,1286,,358,,0.00,,
03/28/2013,517.64,,62647,,-44,,1282,,1260,,0.00,,
03/29/2013,518.20,,63067,,420,,1295,,1506,,0.00,,
03/30/2013,518.52,,63308,,241,,1296,,1417,,0.65,,
03/31/2013,518.29,,63135,,-173,,1297,,1209,,0.65,,
04/01/2013,518.79,,63512,,377,,1168,,1358,,0.00,,
04/02/2013,519.03,,63694,,182,,1029,,1121,,0.00,,
04/03/2013,519.09,,63739,,45,,1026,,1048,,0.42,,
04/04/2013,519.12,,63762,,23,,1025,,1037,,0.35,,
04/05/2013,518.75,,63482,,-280,,1020,,879,,0.00,,
04/06/2013,519.08,,63732,,250,,1019,,1145,,0.03,,
04/07/2013,519.20,,63823,,91,,1020,,1066,,0.39,,
04/08/2013,520.06,,64479,,656,,1021,,1352,,0.00,,
04/09/2013,520.54,,64847,,368,,1022,,1207,,0.00,,
04/10/2013,520.77,,65024,,177,,1023,,1113,,0.00,,
04/11/2013,521.62,,65681,,657,,1026,,1357,,0.00,,
04/12/2013,522.90,,66681,,1000,,1025,,1529,,0.00,,
04/13/2013,522.85,,66642,,-39,,1020,,1000,,0.00,,
04/14/2013,522.05,,66016,,-626,,1020,,704,,0.00,,
04/15/2013,523.05,,66799,,783,,1019,,1414,,0.00,,
04/16/2013,522.20,,66133,,-666,,1022,,686,,0.00,,
04/17/2013,522.93,,66704,,571,,1022,,1310,,0.00,,
04/18/2013,522.51,,66375,,-329,,1018,,852,,0.00,,
04/19/2013,521.06,,65247,,-1128,,1064,,495,,0.00,,
04/20/2013,519.44,,64005,,-1242,,1136,,510,,0.00,,
04/21/2013,517.81,,62774,,-1231,,1249,,628,,0.00,,
04/22/2013,519.20,,63823,,1049,,1362,,1891,,0.00,,
04/23/2013,517.68,,62676,,-1147,,1490,,912,,0.00,,
04/24/2013,517.47,,62519,,-157,,1533,,1453,,0.00,,
04/25/2013,516.81,,62027,,-492,,1556,,1308,,0.00,,
04/26/2013,517.99,,62909,,882,,1634,,2079,,0.00,,
04/27/2013,518.49,,63285,,376,,1709,,1898,,0.00,,
04/28/2013,518.28,,63127,,-158,,1800,,1721,,0.00,,
04/29/2013,518.93,,63618,,491,,1850,,2098,,0.00,,
04/30/2013,517.54,,62572,,-1046,,2008,,1480,,0.00,,
05/01/2013,517.53,,62564,,-8,,2047,,2043,,0.00,,
05/02/2013,518.97,,63648,,1084,,2029,,2575,,0.00,,
05/03/2013,522.50,,66367,,2719,,2029,,3400,,0.00,,
05/04/2013,523.23,,66940,,573,,2029,,2318,,0.00,,
05/05/2013,521.04,,65232,,-1708,,1872,,1011,,0.03,,
05/06/2013,520.08,,64494,,-738,,1821,,1449,,0.33,,
05/07/2013,521.32,,65449,,955,,1771,,2253,,0.01,,
05/08/2013,520.32,,64678,,-771,,1748,,1359,,0.00,,
05/09/2013,522.15,,66094,,1416,,1760,,2473,,0.00,,
05/10/2013,521.30,,65433,,-661,,1758,,1424,,0.00,,
05/11/2013,520.34,,64693,,-740,,1705,,1332,,0.00,,
05/12/2013,519.32,,63914,,-779,,1652,,1259,,0.00,,
05/13/2013,520.42,,64755,,841,,1653,,2077,,0.00,,
05/14/2013,521.84,,65852,,1097,,1621,,2174,,0.00,,
05/15/2013,520.29,,64655,,-1197,,1574,,971,,0.00,,
05/16/2013,520.38,,64724,,69,,1541,,1576,,0.00,,
05/17/2013,518.97,,63648,,-1076,,1510,,968,,0.00,,
05/18/2013,518.48,,63278,,-370,,1483,,1297,,0.00,,
05/19/2013,517.24,,62348,,-930,,1470,,1001,,0.00,,
05/20/2013,520.80,,65047,,2699,,1456,,2816,,0.00,,
05/21/2013,522.04,,66008,,961,,1456,,1940,,0.00,,
05/22/2013,523.03,,66783,,775,,1447,,1838,,0.00,,
05/23/2013,523.45,,67114,,331,,1476,,1643,,0.00,,
05/24/2013,523.41,,67082,,-32,,1510,,1494,,0.00,,
05/25/2013,522.02,,65992,,-1090,,1505,,955,,0.00,,
05/26/2013,521.16,,65325,,-667,,1513,,1177,,0.00,,
05/27/2013,519.99,,64425,,-900,,1518,,1065,,0.05,,
05/28/2013,520.88,,65109,,684,,1496,,1841,,0.03,,
05/29/2013,520.29,,64655,,-454,,1490,,1261,,0.00,,
05/30/2013,519.35,,63937,,-718,,1486,,1124,,0.00,,
05/31/2013,519.53,,64074,,137,,2159,,2228,,0.00,,
06/01/2013,519.46,,64021,,-53,,1440,,1414,,0.00,,
06/02/2013,518.73,,63467,,-554,,1315,,1036,,0.00,,
06/03/2013,519.45,,64013,,546,,1294,,1569,,0.00,,
06/04/2013,518.69,,63436,,-577,,1313,,1022,,0.00,,
06/05/2013,519.11,,63755,,--,,1337,,1498,,0.00,,
06/06/2013,519.63,,64150,,395,,1339,,1538,,0.00,,
06/07/2013,521.28,,65418,,1268,,1343,,1982,,0.00,,
06/08/2013,522.69,,66516,,1098,,1365,,1919,,0.00,,
06/09/2013,519.78,,64265,,-2251,,1384,,250,,0.00,,
06/10/2013,519.62,,64142,,-123,,1377,,1315,,0.00,,
06/11/2013,520.63,,64916,,774,,1355,,1745,,0.00,,
06/12/2013,520.41,,64747,,-169,,1311,,1226,,0.00,,
06/13/2013,522.12,,66070,,1323,,1297,,1964,,0.00,,
06/14/2013,523.20,,66917,,847,,1321,,1748,,0.00,,
06/15/2013,522.78,,66587,,-330,,1336,,1170,,0.00,,
06/16/2013,522.60,,66445,,-142,,1298,,1227,,0.00,,
06/17/2013,521.77,,65798,,-647,,1294,,968,,0.00,,
06/18/2013,520.37,,64716,,-1082,,1303,,758,,0.00,,
06/19/2013,519.43,,63998,,-718,,1349,,987,,0.00,,
06/20/2013,519.75,,64242,,244,,1374,,1497,,0.00,,
06/21/2013,521.10,,65278,,1036,,1369,,1891,,0.00,,
06/22/2013,521.91,,65907,,629,,1331,,1648,,0.00,,
06/23/2013,521.45,,65549,,-358,,1315,,1134,,0.00,,
06/24/2013,520.59,,64885,,-664,,1309,,975,,0.70,,
06/25/2013,519.54,,64081,,-804,,1295,,890,,0.41,,
06/26/2013,520.06,,64479,,398,,1277,,1478,,0.00,,
06/27/2013,520.58,,64878,,399,,1243,,1444,,0.00,,
06/28/2013,521.59,,65658,,780,,1243,,1637,,0.00,,
06/29/2013,521.65,,65704,,46,,1266,,1290,,0.00,,
06/30/2013,520.73,,64993,,-711,,1362,,1003,,0.00,,
07/01/2013,521.72,,65759,,766,,1362,,1748,,0.00,,
07/02/2013,522.13,,66078,,319,,1657,,1818,,0.00,,
07/03/2013,522.35,,66250,,172,,1680,,1767,,0.00,,
07/04/2013,522.95,,66720,,470,,1694,,1931,,0.00,,
07/05/2013,522.12,,66070,,-650,,1698,,1371,,0.00,,
07/06/2013,522.90,,66681,,611,,1696,,2004,,0.00,,
07/07/2013,521.83,,65844,,-837,,1696,,1274,,0.00,,
07/08/2013,521.75,,65782,,-62,,1726,,1695,,0.00,,
07/09/2013,521.37,,65487,,-295,,1744,,1595,,0.00,,
07/10/2013,520.76,,65016,,-471,,1725,,1488,,0.00,,
07/11/2013,520.46,,64785,,-231,,1722,,1605,,0.00,,
07/12/2013,519.46,,64021,,-764,,1722,,1337,,0.00,,
07/13/2013,519.22,,63838,,-183,,1721,,1629,,0.00,,
07/14/2013,518.54,,63323,,-515,,1721,,1462,,0.00,,
07/15/2013,517.76,,62736,,-587,,1713,,1417,,0.00,,
07/16/2013,517.24,,62348,,-388,,1712,,1516,,0.00,,
07/17/2013,516.88,,62079,,-269,,1691,,1555,,0.00,,
07/18/2013,518.33,,63165,,1086,,1670,,2218,,0.00,,
07/19/2013,520.20,,64586,,1421,,1668,,2384,,0.00,,
07/20/2013,520.90,,65124,,538,,1670,,1942,,0.00,,
07/21/2013,520.70,,64970,,-154,,1658,,1580,,0.00,,
07/22/2013,521.62,,65681,,711,,1647,,2006,,0.00,,
07/23/2013,522.42,,66305,,624,,1663,,1978,,0.00,,
07/24/2013,523.17,,66893,,588,,1681,,1977,,0.00,,
07/25/2013,523.34,,67027,,134,,1669,,1736,,0.00,,
07/26/2013,522.92,,66696,,-331,,1650,,1483,,0.00,,
07/27/2013,522.78,,66587,,-109,,1642,,1587,,0.00,,
07/28/2013,521.09,,65271,,-1316,,1642,,978,,0.00,,
07/29/2013,520.51,,64824,,-447,,1642,,1416,,0.00,,
07/30/2013,520.98,,65186,,362,,1642,,1824,,0.00,,
07/31/2013,521.10,,65278,,92,,1668,,1715,,0.00,,
08/01/2013,519.99,,64425,,-853,,1668,,1238,,0.00,,
08/02/2013,520.10,,64509,,84,,1708,,1750,,0.00,,
08/03/2013,520.72,,64985,,476,,1705,,1945,,0.00,,
08/04/2013,519.82,,64295,,-690,,1675,,1327,,0.00,,
08/05/2013,520.22,,64601,,306,,1650,,1804,,0.00,,
08/06/2013,520.59,,64885,,284,,1636,,1779,,0.00,,
08/07/2013,520.86,,65093,,208,,1578,,1682,,0.00,,
08/08/2013,519.68,,64188,,-905,,1561,,1105,,0.00,,
08/09/2013,519.19,,63815,,-373,,1591,,1403,,0.00,,
08/10/2013,518.30,,63142,,-673,,1595,,1256,,0.00,,
08/11/2013,518.71,,63452,,310,,1595,,1751,,0.00,,
08/12/2013,517.96,,62886,,-566,,1597,,1312,,0.00,,
08/13/2013,518.58,,63353,,467,,1597,,1833,,0.00,,
08/14/2013,519.43,,63998,,645,,1599,,1924,,0.00,,
08/15/2013,520.13,,64532,,534,,1597,,1866,,0.00,,
08/16/2013,520.72,,64985,,453,,1598,,1826,,0.00,,
08/17/2013,520.84,,65078,,93,,1598,,1645,,0.00,,
08/18/2013,521.08,,65263,,185,,1582,,1675,,0.00,,
08/19/2013,521.47,,65565,,302,,1578,,1730,,0.00,,
08/20/2013,521.61,,65673,,108,,1548,,1602,,0.01,,
08/21/2013,522.70,,66524,,851,,1523,,1952,,0.00,,
08/22/2013,522.12,,66070,,-454,,1487,,1258,,0.00,,
08/23/2013,521.27,,65410,,-660,,1487,,1154,,0.00,,
08/24/2013,521.64,,65697,,287,,1437,,1582,,0.00,,
08/25/2013,521.55,,65627,,-70,,1437,,1402,,0.00,,
08/26/2013,520.74,,65001,,-626,,1244,,929,,0.00,,
08/27/2013,519.92,,64371,,-630,,1144,,826,,0.00,,
08/28/2013,520.00,,64433,,62,,1042,,1073,,0.00,,
08/29/2013,521.21,,65363,,930,,946,,1415,,0.00,,
08/30/2013,522.58,,66430,,1067,,956,,1494,,0.00,,
08/31/2013,521.65,,65704,,-726,,794,,427,,0.00,,
09/01/2013,520.56,,64862,,-842,,761,,337,,0.00,,
09/02/2013,519.42,,63990,,-872,,761,,322,,0.16,r,
09/03/2013,520.12,,64524,,534,,759,,1029,,0.00,,
09/04/2013,521.26,,65402,,878,,760,,1203,,0.00,,
09/05/2013,522.35,,66250,,848,,763,,1191,,0.00,,
09/06/2013,523.73,,67335,,1077,,764,,1311,,0.00,,
09/07/2013,524.79,,68178,,843,,767,,1192,,0.00,,
09/08/2013,524.07,,67605,,-573,,762,,473,,0.00,,
09/09/2013,523.80,,67391,,-214,,756,,648,,0.00,,
09/10/2013,522.71,,66532,,-859,,756,,323,,0.00,,
09/11/2013,521.42,,65526,,-1006,,758,,251,,0.00,,
09/12/2013,521.68,,65728,,202,,747,,849,,0.00,,
09/13/2013,521.40,,65511,,--,,746,,637,,0.00,,
09/14/2013,520.00,,64433,,-1078,,750,,207,,0.00,,
09/15/2013,519.26,,63868,,-565,,750,,465,,0.00,,
09/16/2013,520.04,,64463,,595,,751,,1051,,0.00,,
09/17/2013,519.32,,63914,,-549,,751,,474,,0.00,,
09/18/2013,518.91,,63603,,-311,,750,,593,,0.00,,
09/19/2013,520.56,,64862,,1259,,749,,1383,,0.00,,
09/20/2013,521.62,,65681,,819,,751,,1164,,0.02,r,
09/21/2013,520.50,,64816,,-865,,751,,315,,0.61,r,
09/22/2013,519.78,,64265,,-551,,751,,473,,0.00,r,
09/23/2013,520.15,,64547,,282,,747,,889,,0.00,,
09/24/2013,522.15,,66094,,1547,,753,,1533,,0.00,,
09/25/2013,523.61,,67240,,1146,,773,,1351,,0.00,,
09/26/2013,523.90,,67470,,230,,792,,908,,0.00,,
09/27/2013,523.00,,66759,,-711,,792,,434,,0.00,,
09/28/2013,522.31,,66219,,-540,,792,,520,,0.00,,
09/29/2013,521.08,,65263,,-956,,793,,311,,0.00,,
09/30/2013,520.41,,64747,,-516,,788,,528,,0.00,,
10/01/2013,521.37,,65487,,740,,792,,1165,,0.00,,
10/02/2013,522.59,,66438,,951,,793,,1272,,0.00,,
10/03/2013,522.23,,66156,,-282,,808,,666,,0.00,,
10/04/2013,521.79,,65813,,-343,,1023,,850,,0.00,,
10/05/2013,520.94,,65155,,-658,,844,,512,,0.00,,
10/06/2013,520.53,,64839,,-316,,885,,726,,0.00,,
10/07/2013,520.33,,64685,,-154,,924,,846,,0.00,,
10/08/2013,520.44,,64770,,85,,924,,966,,0.00,,
10/09/2013,520.48,,64801,,31,,941,,957,,0.00,,
10/10/2013,520.90,,65124,,323,,941,,1104,,0.00,,
10/11/2013,521.11,,65286,,162,,1103,,1185,,0.00,,
10/12/2013,520.59,,64885,,-401,,1087,,885,,0.04,,
10/13/2013,519.66,,64173,,-712,,1078,,719,,0.00,,
10/14/2013,519.44,,64005,,-168,,1075,,991,,0.00,,
10/15/2013,520.20,,64586,,581,,1047,,1340,,0.00,,
10/16/2013,521.25,,65394,,808,,1035,,1442,,0.00,,
10/17/2013,522.01,,65985,,591,,1072,,1370,,0.00,,
10/18/2013,520.90,,65124,,-861,,1094,,660,,0.00,,
10/19/2013,519.67,,64181,,-943,,1094,,619,,0.00,,
10/20/2013,520.03,,64456,,275,,1054,,1192,,0.00,,
10/21/2013,520.74,,65001,,545,,1048,,1323,,0.00,,
10/22/2013,521.49,,65580,,579,,1051,,1343,,0.00,,
10/23/2013,522.33,,66234,,654,,1046,,1375,,0.00,,
10/24/2013,523.22,,66932,,698,,1037,,1389,,0.00,,
10/25/2013,522.01,,65985,,-947,,1037,,559,,0.00,,
10/26/2013,522.15,,66094,,109,,1034,,1089,,0.00,,
10/27/2013,520.60,,64893,,-1201,,1037,,431,,0.08,,
10/28/2013,520.25,,64624,,-269,,1037,,901,,0.01,,
10/29/2013,520.86,,65093,,469,,1037,,1273,,0.00,,
10/30/2013,521.55,,65627,,534,,1041,,1310,,0.00,,
10/31/2013,521.53,,65611,,-16,,1037,,1029,,0.00,,
11/01/2013,521.55,,65627,,16,,1037,,1045,,0.00,,
11/02/2013,521.13,,65302,,-325,,1037,,873,,0.00,,
11/03/2013,520.06,,64479,,-823,,1034,,619,,0.00,,
11/04/2013,520.71,,64978,,499,,1033,,1285,,0.00,,
11/05/2013,521.41,,65518,,540,,1035,,1307,,0.00,,
11/06/2013,520.24,,64616,,-902,,1037,,582,,0.00,,
11/07/2013,520.84,,65078,,462,,1034,,1266,,0.00,,
11/08/2013,521.51,,65596,,518,,1028,,1289,,0.00,,
11/09/2013,522.25,,66172,,576,,1020,,1310,,0.00,,
11/10/2013,520.73,,64993,,-1179,,1013,,418,,0.00,,
11/11/2013,521.15,,65317,,324,,1000,,1164,,0.00,,
11/12/2013,521.85,,65860,,--,,1002,,1276,,0.00,,
11/13/2013,522.63,,66469,,609,,1021,,1328,,0.00,,
11/14/2013,523.61,,67240,,771,,1037,,1426,,0.00,,
11/15/2013,522.13,,66078,,-1162,,1037,,451,,0.00,,
