05/29/2015,ThereservoircapacitywasupdatedMay2015withinformationfromtheUSBR,
Date,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,
 ,AF, ,AF, ,CFS, ,
06/28/2011,60230,,153,,3163,,
06/29/2011,61310,,1080,,4595,,
06/30/2011,60151,,-1159,,3604,,
07/01/2011,59796,,-355,,2909,,
07/02/2011,59982,,186,,2755,,
07/03/2011,60069,,87,,2985,,
07/04/2011,60027,,-42,,3053,,
07/05/2011,59904,,-123,,3052,,
07/06/2011,60320,,416,,3072,,
07/07/2011,60489,,169,,3618,,
07/08/2011,60428,,-61,,3712,,
07/09/2011,60085,,-343,,3372,,
07/10/2011,59563,,-522,,2703,,
07/11/2011,59743,,180,,1751,,
07/12/2011,60130,,387,,1608,,
07/13/2011,60527,,397,,1461,,
07/14/2011,60850,,323,,1423,,
07/15/2011,61248,,398,,1379,,
07/16/2011,61655,,407,,1366,,
07/17/2011,61713,,58,,1393,,
07/18/2011,62263,,550,,1127,,
07/19/2011,63162,,899,,1946,,
07/20/2011,63367,,205,,1316,,
07/21/2011,63300,,-67,,1292,,
07/22/2011,63250,,-50,,1238,,
07/23/2011,63334,,84,,1175,,
07/24/2011,63720,,386,,1102,,
07/25/2011,63880,,160,,1150,,
07/26/2011,63615,,-265,,1214,,
07/27/2011,63338,,-277,,1133,,
07/28/2011,63073,,-265,,1134,,
07/29/2011,63107,,34,,979,,
07/30/2011,63636,,529,,885,,
07/31/2011,63855,,219,,989,,
08/01/2011,63653,,-202,,1055,,
08/02/2011,63464,,-189,,991,,
08/03/2011,63170,,-294,,922,,
08/04/2011,63099,,-71,,723,,
08/05/2011,63107,,8,,602,,
08/06/2011,62860,,-247,,684,,
08/07/2011,62664,,-196,,623,,
08/08/2011,62334,,-330,,693,,
08/09/2011,61896,,-438,,665,,
08/10/2011,61447,,-449,,687,,
08/11/2011,61099,,-348,,612,,
08/12/2011,60804,,-295,,554,,
08/13/2011,60576,,-228,,530,,
08/14/2011,60354,,-222,,490,,
08/15/2011,60209,,-145,,494,,
08/16/2011,59682,,-527,,630,,
08/17/2011,59463,,-219,,424,,
08/18/2011,59287,,-176,,405,,
08/19/2011,59128,,-159,,429,,
08/20/2011,58911,,-217,,430,,
08/21/2011,58552,,-359,,518,,
08/22/2011,58279,,-273,,423,,
08/23/2011,58055,,-224,,413,,
08/24/2011,57787,,-268,,425,,
08/25/2011,57269,,-518,,572,,
08/26/2011,56672,,-597,,565,,
08/27/2011,56225,,-447,,509,,
08/28/2011,55827,,-398,,523,,
08/29/2011,55539,,-288,,447,,
08/30/2011,55068,,-471,,524,,
08/31/2011,54496,,-572,,525,,
09/01/2011,53915,,-581,,530,,
09/02/2011,53134,,-781,,607,,
09/03/2011,52209,,-925,,624,,
09/04/2011,51694,,-515,,460,,
09/05/2011,51123,,-571,,460,,
09/06/2011,50172,,-951,,703,,
09/07/2011,49537,,-635,,470,,
09/08/2011,48897,,-640,,528,,
09/09/2011,48344,,-553,,434,,
09/10/2011,47911,,-433,,397,,
09/11/2011,47923,,12,,222,,
09/12/2011,47479,,-444,,465,,
09/13/2011,47669,,190,,234,,
09/14/2011,48306,,637,,53,,
09/15/2011,48852,,546,,53,,
09/16/2011,49077,,225,,143,,
09/17/2011,48600,,-477,,447,,
09/18/2011,48151,,-449,,402,,
09/19/2011,47517,,-634,,458,,
09/20/2011,47051,,-466,,379,,
09/21/2011,46515,,-536,,428,,
09/22/2011,46086,,-429,,386,,
09/23/2011,45628,,-458,,382,,
09/24/2011,45359,,-269,,267,,
09/25/2011,45254,,-105,,664,,
09/26/2011,45161,,-93,,192,,
09/27/2011,44695,,-466,,356,,
09/28/2011,44305,,-390,,332,,
09/29/2011,43998,,-307,,301,,
09/30/2011,43883,,-115,,173,,
10/01/2011,43451,,-432,,390,,
10/02/2011,43215,,-236,,251,,
10/03/2011,42690,,-525,,364,,
10/04/2011,42526,,-164,,222,,
10/05/2011,42789,,263,,113,,
10/06/2011,42657,,-132,,285,,
10/07/2011,42142,,-515,,418,,
10/08/2011,41835,,-307,,347,,
10/09/2011,41708,,-127,,267,,
10/10/2011,41257,,-451,,468,,
10/11/2011,41203,,-54,,578,,
10/12/2011,41018,,-185,,461,,
10/13/2011,40808,,-210,,331,,
10/14/2011,40386,,-422,,454,,
10/15/2011,39713,,-673,,563,,
10/16/2011,39086,,-627,,506,,
10/17/2011,38476,,-610,,465,,
10/18/2011,37752,,-724,,534,,
10/19/2011,37508,,-244,,279,,
10/20/2011,37265,,-243,,274,,
10/21/2011,36611,,-654,,526,,
10/22/2011,35759,,-852,,577,,
10/23/2011,34783,,-976,,649,,
10/24/2011,33976,,-807,,571,,
10/25/2011,33478,,-498,,428,,
10/26/2011,32815,,-663,,449,,
10/27/2011,32439,,-376,,328,,
10/28/2011,32027,,-412,,377,,
10/29/2011,31829,,-198,,240,,
10/30/2011,31606,,-223,,276,,
10/31/2011,31112,,--,,389,,
11/01/2011,30723,,-389,,374,,
11/02/2011,30059,,-664,,342,,
11/03/2011,29480,,-579,,435,,
11/04/2011,29207,,-273,,301,,
11/05/2011,28714,,-493,,421,,
11/06/2011,28417,,-297,,303,,
11/07/2011,28619,,202,,49,,
11/08/2011,28861,,242,,44,,
11/09/2011,29108,,247,,44,,
11/10/2011,29407,,299,,44,,
11/11/2011,29701,,294,,44,,
11/12/2011,30006,,305,,44,,
11/13/2011,30302,,296,,44,,
11/14/2011,30599,,297,,44,,
11/15/2011,30880,,281,,45,,
11/16/2011,31162,,282,,45,,
11/17/2011,31424,,262,,45,,
11/18/2011,31390,,-34,,210,,
11/19/2011,31125,,-265,,326,,
11/20/2011,30612,,-513,,473,,
11/21/2011,30209,,-403,,344,,
11/22/2011,30389,,180,,237,,
11/23/2011,29969,,-420,,232,,
11/24/2011,29661,,-308,,318,,
11/25/2011,29562,,-99,,240,,
11/26/2011,29414,,-148,,19,,
11/27/2011,29335,,-79,,200,,
11/28/2011,29012,,-323,,304,,
11/29/2011,28934,,-78,,182,,
11/30/2011,28652,,-282,,308,,
12/01/2011,28823,,171,,58,,
12/02/2011,29016,,193,,69,,
12/03/2011,29105,,89,,97,,
12/04/2011,28806,,-299,,318,,
12/05/2011,28577,,-229,,236,,
12/06/2011,28137,,-440,,397,,
12/07/2011,27466,,-671,,505,,
12/08/2011,26877,,-589,,418,,
12/09/2011,26455,,-422,,380,,
12/10/2011,26137,,-318,,311,,
12/11/2011,25652,,-485,,393,,
12/12/2011,24930,,-722,,498,,
12/13/2011,24576,,-354,,336,,
12/14/2011,24214,,-362,,329,,
12/15/2011,24280,,66,,111,,
12/16/2011,24318,,38,,112,,
12/17/2011,24397,,79,,122,,
12/18/2011,24227,,-170,,240,,
12/19/2011,24220,,-7,,538,,
12/20/2011,24176,,-44,,167,,
12/21/2011,24185,,9,,136,,
12/22/2011,24022,,-163,,213,,
12/23/2011,23940,,-82,,187,,
12/24/2011,24022,,82,,97,,
12/25/2011,23987,,-35,,148,,
12/26/2011,23921,,-66,,198,,
12/27/2011,23663,,-258,,257,,
12/28/2011,23547,,-116,,164,,
12/29/2011,23487,,-60,,180,,
12/30/2011,23503,,16,,129,,
12/31/2011,23554,,51,,118,,
01/01/2012,23547,,-7,,137,,
01/02/2012,23541,,-6,,--,,
01/03/2012,23547,,6,,130,,
01/04/2012,23657,,--,,74,,
01/05/2012,23732,,--,,96,,
01/06/2012,23409,,--,,307,,
01/07/2012,23137,,--,,261,,
01/08/2012,22745,,--,,335,,
01/09/2012,22268,,--,,386,,
01/10/2012,21800,,--,,319,,
01/11/2012,21570,,--,,251,,
01/12/2012,21018,,-552,,343,,
01/13/2012,20686,,-332,,298,,
01/14/2012,20485,,-201,,251,,
01/15/2012,20429,,-56,,126,,
01/16/2012,20286,,-143,,231,,
01/17/2012,20167,,-119,,168,,
01/18/2012,19842,,-325,,298,,
01/19/2012,18997,,-845,,594,,
01/20/2012,19003,,6,,185,,
01/21/2012,20319,,1316,,166,,
01/22/2012,20608,,289,,52,,
01/23/2012,20491,,-117,,250,,
01/24/2012,20408,,-83,,249,,
01/25/2012,20220,,-188,,316,,
01/26/2012,20316,,96,,149,,
01/27/2012,20141,,-175,,320,,
01/28/2012,19753,,-388,,362,,
01/29/2012,19806,,53,,134,,
01/30/2012,19647,,-159,,254,,
01/31/2012,19464,,-183,,256,,
02/01/2012,19467,,3,,151,,
02/02/2012,19529,,62,,123,,
02/03/2012,19270,,-259,,278,,
02/04/2012,19062,,-208,,263,,
02/05/2012,18953,,-109,,179,,
02/06/2012,18311,,-642,,494,,
02/07/2012,17425,,-886,,611,,
02/08/2012,16692,,-733,,504,,
02/09/2012,16281,,-411,,365,,
02/10/2012,16444,,163,,42,,
02/11/2012,16255,,-189,,250,,
02/12/2012,16126,,-129,,227,,
02/13/2012,15439,,-687,,523,,
02/14/2012,15536,,97,,222,,
02/15/2012,15025,,-511,,288,,
02/16/2012,14509,,-516,,376,,
02/17/2012,14191,,-318,,283,,
02/18/2012,14027,,-164,,--,,
02/19/2012,13771,,-256,,252,,
02/20/2012,13257,,-514,,387,,
02/21/2012,12909,,-348,,336,,
02/22/2012,12644,,-265,,233,,
02/23/2012,12368,,-276,,285,,
02/24/2012,11946,,-422,,355,,
02/25/2012,11997,,51,,105,,
02/26/2012,11792,,-205,,242,,
02/27/2012,11236,,-556,,427,,
02/28/2012,11043,,-193,,220,,
02/29/2012,10902,,-141,,210,,
03/01/2012,10889,,-13,,146,,
03/02/2012,10878,,-11,,157,,
03/03/2012,10833,,-45,,166,,
03/04/2012,10925,,92,,118,,
03/05/2012,10902,,-23,,195,,
03/06/2012,11035,,133,,120,,
03/07/2012,10663,,-372,,354,,
03/08/2012,10509,,-154,,238,,
03/09/2012,10519,,10,,163,,
03/10/2012,10576,,57,,158,,
03/11/2012,10506,,-70,,229,,
03/12/2012,9989,,-517,,420,,
03/13/2012,9535,,-454,,428,,
03/14/2012,9221,,-314,,339,,
03/15/2012,9505,,284,,126,,
03/16/2012,10093,,588,,269,,
03/17/2012,10069,,-24,,508,,
03/18/2012,10174,,105,,240,,
03/19/2012,9757,,-417,,418,,
03/20/2012,9839,,82,,193,,
03/21/2012,10098,,259,,193,,
03/22/2012,10514,,416,,118,,
03/23/2012,10729,,215,,186,,
03/24/2012,11142,,413,,92,,
03/25/2012,11568,,426,,82,,
03/26/2012,11965,,397,,64,,
03/27/2012,12050,,85,,206,,
03/28/2012,12420,,370,,95,,
03/29/2012,12564,,144,,206,,
03/30/2012,12788,,224,,214,,
03/31/2012,13125,,337,,276,,
04/01/2012,13635,,510,,105,,
04/02/2012,13853,,218,,223,,
04/03/2012,13989,,136,,299,,
04/04/2012,14265,,276,,276,,
04/05/2012,14542,,277,,161,,
04/06/2012,14962,,420,,76,,
04/07/2012,15205,,243,,192,,
04/08/2012,15608,,403,,79,,
04/09/2012,15927,,319,,167,,
04/10/2012,16365,,438,,155,,
04/11/2012,16869,,504,,133,,
04/12/2012,17251,,382,,142,,
04/13/2012,17616,,365,,125,,
04/14/2012,17968,,352,,118,,
04/15/2012,18511,,543,,51,,
04/16/2012,18889,,378,,207,,
04/17/2012,19399,,510,,266,,
04/18/2012,20259,,860,,145,,
04/19/2012,21322,,1063,,159,,
04/20/2012,23012,,1690,,176,,
04/21/2012,25251,,2239,,151,,
04/22/2012,27736,,2485,,196,,
04/23/2012,30402,,2666,,182,,
04/24/2012,33105,,2703,,174,,
04/25/2012,35289,,2184,,293,,
04/26/2012,38957,,3668,,189,,
04/27/2012,42899,,3942,,170,,
04/28/2012,44971,,2072,,52,,
04/29/2012,46998,,2027,,77,,
04/30/2012,49411,,2413,,155,,
05/01/2012,50972,,1561,,484,,
05/02/2012,52464,,1492,,423,,
05/03/2012,53642,,1178,,437,,
05/04/2012,54699,,1057,,383,,
05/05/2012,55479,,780,,452,,
05/06/2012,55960,,481,,520,,
05/07/2012,56474,,514,,507,,
05/08/2012,56865,,391,,557,,
05/09/2012,57771,,906,,379,,
05/10/2012,58813,,1042,,407,,
05/11/2012,59764,,951,,424,,
05/12/2012,60122,,358,,728,,
05/13/2012,60829,,707,,617,,
05/14/2012,61484,,655,,660,,
05/15/2012,62292,,808,,535,,
05/16/2012,63233,,941,,455,,
05/17/2012,63855,,622,,586,,
05/18/2012,63729,,-126,,745,,
05/19/2012,63552,,-177,,709,,
05/20/2012,63829,,277,,619,,
05/21/2012,63930,,101,,800,,
05/22/2012,63943,,13,,867,,
05/23/2012,63792,,-151,,848,,
05/24/2012,63325,,-467,,899,,
05/25/2012,62843,,-482,,840,,
05/26/2012,62371,,-472,,744,,
05/27/2012,61917,,-454,,687,,
05/28/2012,61580,,-337,,616,,
05/29/2012,61372,,-208,,601,,
05/30/2012,61543,,171,,465,,
05/31/2012,61909,,366,,421,,
06/01/2012,62342,,433,,476,,
06/02/2012,63010,,668,,286,,
06/03/2012,63397,,387,,439,,
06/04/2012,63863,,466,,396,,
06/05/2012,63766,,-97,,670,,
06/06/2012,63372,,-394,,710,,
06/07/2012,62818,,-554,,727,,
06/08/2012,62409,,-409,,664,,
06/09/2012,61805,,-604,,721,,
06/10/2012,61285,,-520,,655,,
06/11/2012,60651,,-634,,656,,
06/12/2012,60383,,-268,,481,,
06/13/2012,60560,,177,,261,,
06/14/2012,60791,,231,,225,,
06/15/2012,61086,,295,,181,,
06/16/2012,60333,,-753,,287,,
06/17/2012,61036,,703,,345,,
06/18/2012,61053,,17,,272,,
06/19/2012,61140,,87,,238,,
06/20/2012,61360,,220,,135,,
06/21/2012,61322,,-38,,235,,
06/22/2012,61472,,150,,141,,
06/23/2012,61676,,204,,130,,
06/24/2012,61726,,50,,195,,
06/25/2012,61975,,249,,108,,
06/26/2012,62158,,183,,120,,
06/27/2012,62321,,163,,153,,
06/28/2012,62396,,75,,140,,
06/29/2012,62413,,17,,222,,
06/30/2012,62571,,158,,90,,
07/01/2012,62609,,38,,184,,
07/02/2012,62780,,171,,79,,
07/03/2012,62772,,-8,,155,,
07/04/2012,62772,,0,,139,,
07/05/2012,62793,,21,,121,,
07/06/2012,62827,,34,,122,,
07/07/2012,62848,,21,,112,,
07/08/2012,62743,,-105,,204,,
07/09/2012,62630,,-113,,175,,
07/10/2012,62392,,-238,,248,,
07/11/2012,62075,,-317,,270,,
07/12/2012,61717,,-358,,340,,
07/13/2012,61090,,-627,,398,,
07/14/2012,60287,,-803,,545,,
07/15/2012,60027,,-260,,226,,
07/16/2012,59739,,-288,,235,,
07/17/2012,59649,,-90,,144,,
07/18/2012,59521,,-128,,165,,
07/19/2012,59398,,-123,,151,,
07/20/2012,59205,,-193,,222,,
07/21/2012,58919,,-286,,257,,
07/22/2012,58837,,-82,,170,,
07/23/2012,58368,,-469,,334,,
07/24/2012,57917,,-451,,331,,
07/25/2012,57670,,-247,,216,,
07/26/2012,57451,,-219,,176,,
07/27/2012,57241,,-210,,223,,
07/28/2012,56990,,-251,,220,,
07/29/2012,56756,,-234,,216,,
07/30/2012,56269,,-487,,341,,
07/31/2012,55924,,-345,,256,,
08/01/2012,55579,,-345,,254,,
08/02/2012,55152,,-427,,313,,
08/03/2012,54707,,-445,,287,,
08/04/2012,54310,,-397,,293,,
08/05/2012,53966,,-344,,260,,
08/06/2012,53626,,-340,,247,,
08/07/2012,53224,,-402,,274,,
08/08/2012,52706,,-518,,346,,
08/09/2012,52299,,-407,,268,,
08/10/2012,51667,,-632,,413,,
08/11/2012,51103,,-564,,365,,
08/12/2012,50534,,-569,,371,,
08/13/2012,49772,,-762,,453,,
08/14/2012,49181,,-591,,380,,
08/15/2012,48703,,-478,,316,,
08/16/2012,48170,,-533,,318,,
08/17/2012,47831,,-339,,263,,
08/18/2012,47563,,-268,,229,,
08/19/2012,47365,,-198,,187,,
08/20/2012,47047,,-318,,261,,
08/21/2012,46557,,-490,,326,,
08/22/2012,46071,,-486,,330,,
08/23/2012,45685,,-386,,260,,
08/24/2012,45580,,-105,,105,,
08/25/2012,45430,,-150,,164,,
08/26/2012,45314,,-116,,114,,
08/27/2012,45023,,-291,,203,,
08/28/2012,44725,,-298,,220,,
08/29/2012,44458,,-267,,203,,
08/30/2012,44227,,-231,,190,,
08/31/2012,44020,,-207,,164,,
09/01/2012,43746,,-274,,208,,
09/02/2012,43444,,-302,,218,,
09/03/2012,43123,,-321,,240,,
09/04/2012,42767,,-356,,241,,
09/05/2012,42554,,-213,,182,,
09/06/2012,42340,e,-214,,--,,
09/07/2012,42124,,-216,,193,,
09/08/2012,41871,,-253,,194,,
09/09/2012,41682,,-189,,150,,
09/10/2012,41522,,-160,,143,,
09/11/2012,41362,,-160,,142,,
09/12/2012,41097,,-265,,190,,
09/13/2012,40787,,-310,,234,,
09/14/2012,40491,,-296,,226,,
09/15/2012,40318,,-173,,147,,
09/16/2012,40199,,-119,,124,,
09/17/2012,39936,,-263,,199,,
09/18/2012,39581,,-355,,246,,
09/19/2012,39233,,-348,,225,,
09/20/2012,38932,,-301,,216,,
09/21/2012,38729,,--,,165,,
09/22/2012,38448,,--,,184,,
09/23/2012,38174,,--,,176,,
09/24/2012,37883,,-291,,192,,
09/25/2012,37589,,-294,,205,,
09/26/2012,37152,,-437,,284,,
09/27/2012,36705,,-447,,284,,
09/28/2012,36292,,-413,,267,,
09/29/2012,35852,,-440,,290,,
09/30/2012,35411,,-441,,290,,
10/01/2012,34943,,-468,,298,,
10/02/2012,34497,,-446,,276,,
10/03/2012,33993,,-504,,324,,
10/04/2012,33609,,-384,,250,,
10/05/2012,33355,,-254,,190,,
10/06/2012,33054,,-301,,159,,
10/07/2012,32676,,-378,,246,,
10/08/2012,32252,,-424,,259,,
10/09/2012,31875,,-377,,256,,
10/10/2012,30720,,-1155,,305,,
10/11/2012,30934,,214,,283,,
10/12/2012,30442,,-492,,304,,
10/13/2012,29906,,-536,,341,,
10/14/2012,29414,,-492,,305,,
10/15/2012,28810,,-604,,366,,
10/16/2012,28224,,-586,,358,,
10/17/2012,27612,,-612,,369,,
10/18/2012,26981,,-631,,377,,
10/19/2012,26391,,-590,,346,,
10/20/2012,25785,,-606,,365,,
10/21/2012,25187,,-598,,360,,
10/22/2012,24642,,-545,,356,,
10/23/2012,24390,,-252,,212,,
10/24/2012,24060,,-330,,258,,
10/25/2012,23648,,-412,,261,,
10/26/2012,23112,,-536,,327,,
10/27/2012,22800,,-312,,230,,
10/28/2012,22397,,-403,,274,,
10/29/2012,21951,,-446,,280,,
10/30/2012,21588,,-363,,238,,
10/31/2012,21237,,-351,,260,,
11/01/2012,20827,,-410,,277,,
11/02/2012,20429,,-398,,272,,
11/03/2012,19984,,-445,,294,,
11/04/2012,19658,,-326,,203,,
11/05/2012,19191,,-467,,301,,
11/06/2012,18761,,--,,251,,
11/07/2012,18598,,-163,,135,,
11/08/2012,18477,,-121,,140,,
11/09/2012,18343,,-134,,143,,
11/10/2012,18158,,-185,,171,,
11/11/2012,17962,,-196,,164,,
11/12/2012,17643,,-319,,250,,
11/13/2012,17683,,40,,30,,
11/14/2012,17784,,101,,30,,
11/15/2012,17881,,97,,30,,
11/16/2012,17957,,76,,30,,
11/17/2012,18083,,126,,30,,
11/18/2012,18358,,275,,30,,
11/19/2012,18543,,185,,30,,
11/20/2012,18685,,142,,30,,
11/21/2012,18892,,207,,30,,
11/22/2012,19088,,196,,69,,
11/23/2012,19243,,155,,31,,
11/24/2012,19387,,144,,31,,
11/25/2012,19520,,133,,31,,
11/26/2012,19812,,292,,31,,
11/27/2012,19936,,124,,31,,
11/28/2012,20102,,166,,31,,
11/29/2012,20295,,193,,31,,
11/30/2012,21136,,841,,79,,
12/01/2012,21794,,658,,133,,
12/02/2012,24943,,3149,,115,,
12/03/2012,25840,,897,,166,,
12/04/2012,26268,,428,,107,,
12/05/2012,27067,,799,,112,,
12/06/2012,27924,,857,,126,,
12/07/2012,28390,,466,,113,,
12/08/2012,28557,,167,,--,,
12/09/2012,28786,,229,,128,,
12/10/2012,28803,,17,,229,,
12/11/2012,28773,,-30,,225,,
12/12/2012,28842,,69,,174,,
12/13/2012,28783,,-59,,226,,
12/14/2012,28682,,-101,,233,,
12/15/2012,28528,,-154,,230,,
12/16/2012,28433,,-95,,216,,
12/17/2012,28584,,151,,193,,
12/18/2012,28450,,-134,,398,,
12/19/2012,28518,,68,,121,,
12/20/2012,28544,,26,,167,,
12/21/2012,28205,,-339,,338,,
12/22/2012,28048,,-157,,283,,
12/23/2012,27801,,-247,,329,,
12/24/2012,27473,,-328,,344,,
12/25/2012,27194,,-279,,347,,
12/26/2012,26867,,-327,,362,,
12/27/2012,26401,,-466,,374,,
12/28/2012,25923,,-478,,372,,
12/29/2012,25645,,-278,,284,,
12/30/2012,25419,,-226,,270,,
12/31/2012,25057,,-362,,301,,
01/01/2013,24639,,-418,,376,,
01/02/2013,24157,,-482,,379,,
01/03/2013,23651,,-506,,413,,
01/04/2013,23150,,-501,,395,,
01/05/2013,22639,,-511,,403,,
01/06/2013,22231,,-408,,358,,
01/07/2013,21775,,-456,,381,,
01/08/2013,21328,,-447,,377,,
01/09/2013,20906,,-422,,381,,
01/10/2013,20468,,-438,,409,,
01/11/2013,19996,,-472,,385,,
01/12/2013,19661,,-335,,288,,
01/13/2013,19088,,-573,,436,,
01/14/2013,18584,,-504,,393,,
01/15/2013,18195,,-389,,383,,
01/16/2013,17657,,-538,,424,,
01/17/2013,17163,,-494,,402,,
01/18/2013,16658,,-505,,382,,
01/19/2013,16056,,-602,,464,,
01/20/2013,15564,,-492,,394,,
01/21/2013,15088,,-476,,395,,
01/22/2013,14594,,-494,,422,,
01/23/2013,14474,,-120,,227,,
01/24/2013,14550,,76,,111,,
01/25/2013,14904,,354,,103,,
01/26/2013,15074,,170,,190,,
01/27/2013,14984,,-90,,293,,
01/28/2013,14868,,-116,,97,,
01/29/2013,14766,,-102,,242,,
01/30/2013,14939,,173,,109,,
01/31/2013,15130,,191,,113,,
02/01/2013,15153,,23,,205,,
02/02/2013,14978,,-175,,305,,
02/03/2013,14970,,--,,210,,
02/04/2013,14887,,-83,,253,,
02/05/2013,14848,,-39,,205,,
02/06/2013,14652,,-196,,303,,
02/07/2013,14711,,59,,183,,
02/08/2013,14542,,-169,,287,,
02/09/2013,14312,,-230,,299,,
02/10/2013,14123,,-189,,266,,
02/11/2013,13991,,-132,,229,,
02/12/2013,14018,,27,,140,,
02/13/2013,13918,,-100,,242,,
02/14/2013,13706,,-212,,278,,
02/15/2013,13412,,-294,,318,,
02/16/2013,13095,,-317,,336,,
02/17/2013,12815,,-280,,330,,
02/18/2013,12599,,-216,,267,,
02/19/2013,12299,,-300,,328,,
02/20/2013,11938,,-361,,349,,
02/21/2013,11521,,-417,,384,,
02/22/2013,11236,,-285,,298,,
02/23/2013,11074,,-162,,256,,
02/24/2013,10707,,-367,,350,,
02/25/2013,10306,,-401,,345,,
02/26/2013,10124,,-182,,235,,
02/27/2013,9873,,-251,,307,,
02/28/2013,9738,,-135,,239,,
03/01/2013,9700,,-38,,190,,
03/02/2013,9767,,67,,281,,
03/03/2013,9880,,113,,203,,
03/04/2013,9927,,47,,219,,
03/05/2013,9695,,-232,,357,,
03/06/2013,9494,,-201,,329,,
03/07/2013,9284,,-210,,350,,
03/08/2013,9302,,18,,206,,
03/09/2013,9410,,108,,160,,
03/10/2013,9245,,-165,,302,,
03/11/2013,9103,,-142,,326,,
03/12/2013,9090,,-13,,306,,
03/13/2013,9149,,59,,301,,
03/14/2013,9340,,191,,301,,
03/15/2013,9494,,154,,380,,
03/16/2013,9479,,-15,,451,,
03/17/2013,9548,,69,,397,,
03/18/2013,9564,,16,,397,,
03/19/2013,9180,,-384,,584,,
03/20/2013,9180,,0,,541,,
03/21/2013,9105,,-75,,510,,
03/22/2013,9029,,-76,,390,,
03/23/2013,8650,,-379,,568,,
03/24/2013,8336,,-314,,544,,
03/25/2013,8065,,-271,,530,,
03/26/2013,7796,,-269,,567,,
03/27/2013,7379,,-417,,623,,
03/28/2013,7083,,-296,,549,,
03/29/2013,6997,,-86,,505,,
03/30/2013,6840,,-157,,580,,
03/31/2013,7125,,285,,461,,
04/01/2013,7401,,276,,439,,
04/02/2013,7335,,-66,,518,,
04/03/2013,7216,,-119,,561,,
04/04/2013,7401,,185,,499,,
04/05/2013,7577,,176,,498,,
04/06/2013,7694,,117,,618,,
04/07/2013,7637,,-57,,573,,
04/08/2013,7996,,359,,432,,
04/09/2013,7946,,-50,,501,,
04/10/2013,8008,,62,,608,,
04/11/2013,8095,,87,,504,,
04/12/2013,8341,,246,,534,,
04/13/2013,8701,,360,,568,,
04/14/2013,9236,,535,,536,,
04/15/2013,9626,,390,,557,,
04/16/2013,9888,,262,,467,,
04/17/2013,9880,,-8,,543,,
04/18/2013,9950,,70,,453,,
04/19/2013,9798,,-152,,559,,
04/20/2013,9925,,127,,483,,
04/21/2013,10087,,162,,572,,
04/22/2013,10585,,498,,538,,
04/23/2013,11252,,667,,557,,
04/24/2013,11975,,723,,472,,
04/25/2013,12556,,581,,516,,
04/26/2013,12734,,178,,759,,
04/27/2013,13050,,316,,767,,
04/28/2013,13591,,541,,737,,
04/29/2013,14200,,609,,754,,
04/30/2013,15327,,1127,,556,,
05/01/2013,16221,,894,,596,,
05/02/2013,16689,,468,,641,,
05/03/2013,17645,,956,,556,,
05/04/2013,18959,,1314,,537,,
05/05/2013,19963,,1004,,500,,
05/06/2013,20719,,756,,515,,
05/07/2013,21383,,664,,265,,
05/08/2013,22052,,669,,446,,
05/09/2013,22760,,708,,444,,
05/10/2013,23764,,1004,,426,,
05/11/2013,25038,,1274,,494,,
05/12/2013,27000,e,1962,,--,,
05/13/2013,28679,,1679,,478,,
05/14/2013,30820,,2141,,347,,
05/15/2013,32346,,1526,,362,,
05/16/2013,33794,,1448,,364,,
05/17/2013,34998,,1204,,269,,
05/18/2013,36034,,1036,,280,,
05/19/2013,36871,,837,,387,,
05/20/2013,37738,,867,,360,,
05/21/2013,38814,,1076,,292,,
05/22/2013,39814,,1000,,349,,
05/23/2013,40541,,727,,352,,
05/24/2013,41131,,590,,320,,
05/25/2013,41733,,602,,311,,
05/26/2013,42339,,606,,326,,
05/27/2013,43020,,681,,287,,
05/28/2013,43861,,841,,327,,
05/29/2013,44833,,972,,331,,
05/30/2013,45782,,949,,330,,
05/31/2013,46670,,888,,352,,
06/01/2013,47509,,839,,316,,
06/02/2013,48653,,1144,,231,,
06/03/2013,49737,,1084,,298,,
06/04/2013,50987,,1250,,266,,
06/05/2013,52174,,1187,,283,,
06/06/2013,53048,,874,,306,,
06/07/2013,53855,,807,,297,,
06/08/2013,54563,,708,,406,,
06/09/2013,55571,,1008,,260,,
06/10/2013,56490,,--,,227,,
06/11/2013,57196,,--,,253,,
06/12/2013,57795,,599,,206,,
06/13/2013,58287,,492,,236,,
06/14/2013,58649,,362,,221,,
06/15/2013,58898,,249,,229,,
06/16/2013,59361,,463,,122,,
06/17/2013,59788,,427,,137,,
06/18/2013,60234,,446,,119,,
06/19/2013,60432,,198,,223,,
06/20/2013,60493,,61,,282,,
06/21/2013,60580,,87,,260,,
06/22/2013,60630,,50,,276,,
06/23/2013,60630,,--,,276,,
06/24/2013,60986,,356,,242,,
06/25/2013,61202,,216,,296,,
06/26/2013,61534,,332,,218,,
06/27/2013,61746,,212,,243,,
06/28/2013,61809,,63,,325,,
06/29/2013,61684,,-125,,444,,
06/30/2013,61414,,-270,,442,,
07/01/2013,61223,,-191,,374,,
07/02/2013,60920,,-303,,395,,
07/03/2013,60519,,-401,,408,,
07/04/2013,60320,,-199,,345,,
07/05/2013,60188,,-132,,268,,
07/06/2013,60044,,-144,,265,,
07/07/2013,59871,,-173,,255,,
07/08/2013,59682,,-189,,258,,
07/09/2013,59426,,-256,,313,,
07/10/2013,59254,,-172,,251,,
