Date,RESELE , ,,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,INFLOW , ,,
 ,FEET, ,AF, ,AF, ,CFS, ,CFS, ,
09/27/2004,585.16,,22607,,156,,8000,,8083,,
09/28/2004,583.86,,21805,,-802,,7579,,7179,,
09/29/2004,583.62,,21659,,-146,,7529,,7459,,
09/30/2004,583.77,,21750,,91,,7542,,7591,,
10/01/2004,584.59,,22254,,504,,7104,,7361,,
10/02/2004,585.06,,22545,,291,,7045,,7195,,
10/03/2004,584.07,,21933,,-612,,7058,,6752,,
10/04/2004,583.29,,21459,,-474,,7039,,6804,,
10/05/2004,583.36,,21502,,43,,7048,,7074,,
10/06/2004,583.72,,21720,,218,,7040,,7153,,
10/07/2004,583.03,,21301,,-419,,7048,,6840,,
10/08/2004,582.70,,21104,,-197,,7039,,6943,,
10/09/2004,582.57,,21026,,-78,,7487,,7449,,
10/10/2004,583.44,,21550,,524,,7492,,7760,,
10/11/2004,583.12,,21356,,-194,,7518,,7423,,
10/12/2004,582.64,,21068,,-288,,7494,,7355,,
10/13/2004,581.44,,20358,,-710,,7518,,7166,,
10/14/2004,582.48,,20973,,615,,7518,,7832,,
10/15/2004,584.10,,21952,,979,,7760,,8259,,
10/16/2004,584.47,,22180,,228,,7977,,8096,,
10/17/2004,585.13,,22589,,409,,7977,,8184,,
10/18/2004,584.59,,22254,,-335,,8009,,7841,,
10/19/2004,585.36,,22733,,479,,7947,,8189,,
10/20/2004,584.83,,22402,,-331,,7561,,7395,,
10/21/2004,583.44,,21550,,-852,,7062,,6632,,
10/22/2004,583.67,,21690,,140,,7036,,7109,,
10/23/2004,583.73,,21726,,36,,6955,,6974,,
10/24/2004,582.01,,20692,,-1034,,7019,,6498,,
10/25/2004,583.73,,21726,,1034,,7000,,7523,,
10/26/2004,584.62,,22273,,547,,7008,,7287,,
10/27/2004,584.60,,22260,,-13,,6560,,6553,,
10/28/2004,583.88,,21817,,-443,,6497,,6275,,
10/29/2004,584.46,,22174,,357,,6083,,6264,,
10/30/2004,583.93,,21848,,-326,,6021,,5858,,
10/31/2004,584.32,,22087,,239,,6259,,6380,,
11/01/2004,585.61,,22890,,803,,6026,,6432,,
11/02/2004,584.57,,22242,,-648,,5832,,5508,,
11/03/2004,584.55,,22229,,-13,,5527,,5521,,
11/04/2004,582.79,,21158,,-1071,,5560,,5023,,
11/05/2004,584.26,,22050,,892,,5339,,5792,,
11/06/2004,583.59,,21641,,-409,,5224,,5020,,
11/07/2004,583.02,,21295,,-346,,5200,,5028,,
11/08/2004,582.70,,21104,,-191,,5207,,5113,,
11/09/2004,584.61,,22266,,1162,,5019,,5606,,
11/10/2004,584.41,,22143,,-123,,4800,,4739,,
11/11/2004,583.44,,21550,,-593,,4584,,4285,,
11/12/2004,583.20,,21404,,-146,,4525,,4451,,
11/13/2004,582.83,,21182,,-222,,4288,,4176,,
11/14/2004,582.92,,21235,,53,,4118,,4147,,
11/15/2004,584.57,,22242,,1007,,4037,,4546,,
11/16/2004,585.55,,22852,,610,,4001,,4310,,
11/17/2004,585.75,,22978,,126,,3996,,4061,,
11/18/2004,585.07,,22551,,-427,,4058,,3845,,
11/19/2004,583.90,,21829,,-722,,4003,,3640,,
11/20/2004,585.14,,22595,,766,,4005,,4394,,
11/21/2004,584.96,,22482,,-113,,4009,,3955,,
11/22/2004,584.73,,22340,,-142,,3996,,3926,,
11/23/2004,584.86,,22421,,81,,3994,,4037,,
11/24/2004,584.86,,22421,,0,,3995,,3996,,
11/25/2004,583.83,,21787,,-634,,4000,,3680,,
11/26/2004,584.07,,21933,,146,,4013,,4087,,
11/27/2004,584.77,,22365,,432,,4283,,4502,,
11/28/2004,584.47,,22180,,-185,,4303,,4211,,
11/29/2004,584.26,,22050,,-130,,4281,,4216,,
11/30/2004,583.46,,21562,,-488,,4284,,4039,,
12/01/2004,583.16,,21380,,-182,,4285,,4195,,
12/02/2004,583.79,,21763,,383,,4113,,4307,,
12/03/2004,585.24,,22658,,895,,4007,,4460,,
12/04/2004,584.19,,22007,,-651,,4006,,3680,,
12/05/2004,584.52,,22211,,204,,4007,,4112,,
12/06/2004,584.72,,22334,,123,,4008,,4070,,
12/07/2004,585.17,,22614,,280,,3998,,4140,,
12/08/2004,585.14,,22595,,-19,,3999,,3989,,
12/09/2004,584.44,,22161,,-434,,4011,,3792,,
12/10/2004,584.45,,22168,,7,,4007,,4011,,
12/11/2004,584.87,,22427,,259,,3997,,4129,,
12/12/2004,584.36,,22112,,-315,,4005,,3846,,
12/13/2004,584.11,,21958,,-154,,3995,,3917,,
12/14/2004,584.53,,22217,,259,,4012,,4144,,
12/15/2004,584.41,,22143,,-74,,4004,,3968,,
12/16/2004,584.93,,22464,,321,,4010,,4174,,
12/17/2004,585.13,,22589,,125,,4005,,4070,,
12/18/2004,583.87,,21811,,-778,,4006,,3616,,
12/19/2004,584.54,,22223,,412,,4002,,4211,,
12/20/2004,583.97,,21872,,-351,,4009,,3833,,
12/21/2004,583.34,,21489,,-383,,4015,,3824,,
12/22/2004,583.16,,21380,,-109,,4002,,3949,,
12/23/2004,583.23,,21423,,43,,4010,,4034,,
12/24/2004,583.46,,21562,,139,,4482,,4554,,
12/25/2004,583.14,,21368,,-194,,4485,,4388,,
12/26/2004,583.36,,21502,,134,,4485,,4555,,
12/27/2004,585.89,,23066,,1564,,4512,,5303,,
12/28/2004,585.21,,22639,,-427,,4557,,4345,,
12/29/2004,584.59,,22254,,-385,,4100,,3907,,
12/30/2004,584.40,,22137,,-117,,4017,,3958,,
12/31/2004,585.60,,22884,,747,,4013,,4391,,
01/01/2005,585.81,,23016,,132,,4131,,4198,,
01/02/2005,584.05,,21921,,-1095,,4043,,3493,,
01/03/2005,585.04,,22532,,611,,4042,,4352,,
01/04/2005,585.32,,22708,,176,,4029,,4119,,
01/05/2005,582.59,,21038,,-1670,,4063,,3222,,
01/06/2005,582.26,,20841,,-197,,3959,,3861,,
01/07/2005,584.94,,22470,,1629,,4124,,4946,,
01/08/2005,583.98,,21878,,-592,,4206,,3908,,
01/09/2005,586.22,,23275,,1397,,4107,,4812,,
01/10/2005,585.79,,23003,,-272,,3924,,3788,,
01/11/2005,585.87,,23053,,50,,3723,,3748,,
01/12/2005,585.88,,23060,,7,,3785,,3790,,
01/13/2005,586.01,,23141,,81,,3815,,3857,,
01/14/2005,585.30,,22695,,-446,,3744,,3520,,
01/15/2005,584.15,,21983,,-712,,3722,,3364,,
01/16/2005,584.06,,21927,,-56,,3729,,3701,,
01/17/2005,582.99,,21277,,-650,,3707,,3380,,
01/18/2005,583.85,,21799,,522,,3700,,3964,,
01/19/2005,584.28,,22063,,264,,3717,,3851,,
01/20/2005,584.31,,22081,,18,,3710,,3719,,
01/21/2005,585.19,,22626,,545,,3704,,3981,,
01/22/2005,584.41,,22143,,-483,,3701,,3458,,
01/23/2005,584.69,,22316,,173,,3697,,3785,,
01/24/2005,585.06,,22545,,229,,3705,,3821,,
01/25/2005,584.24,,22038,,-507,,3709,,3454,,
01/26/2005,584.53,,22217,,179,,3695,,3786,,
01/27/2005,585.61,,22890,,673,,3714,,4058,,
01/28/2005,583.04,,21307,,-1583,,3868,,3074,,
01/29/2005,581.83,,20586,,-721,,3729,,3366,,
01/30/2005,579.80,,19412,,-1174,,3721,,3130,,
01/31/2005,585.08,,22557,,3145,,3718,,5305,,
02/01/2005,582.41,,20931,,-1626,,3681,,2863,,
02/02/2005,580.31,,19703,,-1228,,3718,,3102,,
02/03/2005,582.09,,20740,,1037,,3701,,4227,,
02/04/2005,582.02,,20698,,-42,,3732,,3713,,
02/05/2005,580.92,,20054,,-644,,3716,,3392,,
02/06/2005,579.76,,19389,,-665,,3702,,3369,,
02/07/2005,580.87,,20025,,636,,3705,,4028,,
02/08/2005,581.45,,20364,,339,,3710,,3882,,
02/09/2005,582.09,,20740,,376,,3699,,3890,,
02/10/2005,585.18,,22620,,1880,,3703,,4653,,
02/11/2005,583.62,,21659,,-961,,3741,,3259,,
02/12/2005,585.11,,22576,,917,,3742,,4206,,
02/13/2005,583.08,,21332,,-1244,,3744,,3117,,
02/14/2005,582.90,,21223,,-109,,3727,,3672,,
02/15/2005,581.98,,20674,,-549,,3720,,3443,,
02/16/2005,583.08,,21332,,658,,3729,,4062,,
02/17/2005,582.78,,21152,,-180,,3745,,3655,,
02/18/2005,582.15,,20776,,-376,,3746,,3557,,
02/19/2005,583.04,,21307,,531,,3740,,4009,,
02/20/2005,583.85,,21799,,492,,3700,,3950,,
02/21/2005,585.03,,22526,,727,,3827,,4195,,
02/22/2005,585.47,,22802,,276,,3714,,3854,,
02/23/2005,582.91,,21229,,-1573,,3432,,2640,,
02/24/2005,584.54,,22223,,994,,3793,,4297,,
02/25/2005,583.51,,21593,,-630,,3743,,3427,,
02/26/2005,582.51,,20990,,-603,,3770,,3467,,
02/27/2005,583.70,,21708,,718,,3755,,4118,,
02/28/2005,582.61,,21050,,-658,,3752,,3422,,
03/01/2005,583.48,,21574,,524,,3765,,4030,,
03/02/2005,584.37,,22118,,544,,3762,,4037,,
03/03/2005,586.10,,23199,,1081,,3776,,4323,,
03/04/2005,584.47,,22180,,-1019,,3785,,3271,,
03/05/2005,584.65,,22291,,111,,3780,,3838,,
03/06/2005,584.17,,21995,,-296,,3778,,3631,,
03/07/2005,582.16,,20782,,-1213,,3786,,3178,,
03/08/2005,583.16,,21380,,598,,3780,,4083,,
03/09/2005,581.52,,20405,,-975,,3770,,3280,,
03/10/2005,581.67,,20493,,88,,3783,,3830,,
03/11/2005,580.22,,19651,,-842,,3773,,3351,,
03/12/2005,583.07,,21325,,1674,,3773,,4621,,
03/13/2005,583.48,,21574,,249,,3781,,3911,,
03/14/2005,581.97,,20668,,-906,,3784,,3331,,
03/15/2005,583.48,,21574,,906,,3770,,4230,,
03/16/2005,584.22,,22026,,452,,3778,,4009,,
03/17/2005,584.28,,22063,,37,,3788,,3809,,
03/18/2005,583.39,,21520,,-543,,3797,,3525,,
03/19/2005,583.57,,21629,,109,,3793,,3849,,
03/20/2005,583.44,,21550,,-79,,3792,,3753,,
03/21/2005,585.52,,22834,,1284,,3797,,4444,,
03/22/2005,586.36,,23364,,530,,3928,,4195,,
03/23/2005,585.10,,22570,,-794,,4006,,3607,,
03/24/2005,584.71,,22328,,-242,,3798,,3679,,
03/25/2005,584.32,,22087,,-241,,3806,,3686,,
03/26/2005,584.09,,21946,,-141,,3804,,3734,,
03/27/2005,585.47,,22802,,856,,3796,,4229,,
03/28/2005,583.87,,21811,,-991,,3827,,3328,,
03/29/2005,582.04,,20710,,-1101,,3794,,3241,,
03/30/2005,582.68,,21092,,382,,3803,,3999,,
03/31/2005,582.81,,21170,,78,,3783,,3825,,
04/01/2005,584.02,,21902,,732,,3786,,4158,,
04/02/2005,583.72,,21720,,-182,,3789,,3700,,
04/03/2005,585.52,,22834,,1114,,3783,,4346,,
04/04/2005,584.28,,22063,,-771,,3785,,3398,,
04/05/2005,584.30,,22075,,12,,3791,,3799,,
04/06/2005,584.17,,21995,,-80,,3788,,3751,,
04/07/2005,583.37,,21508,,-487,,3784,,3538,,
04/08/2005,583.22,,21417,,-91,,3782,,3740,,
04/09/2005,583.58,,21635,,218,,3720,,3831,,
04/10/2005,583.96,,21866,,231,,3756,,3875,,
04/11/2005,584.42,,22149,,283,,3721,,3867,,
04/12/2005,584.39,,22131,,-18,,3667,,3661,,
04/13/2005,585.45,,22790,,659,,3669,,4001,,
04/14/2005,583.38,,21514,,-1276,,3742,,3100,,
04/15/2005,582.33,,20883,,-631,,3730,,3416,,
04/16/2005,581.49,,20387,,-496,,3776,,3530,,
04/17/2005,580.14,,19605,,-782,,3768,,3377,,
04/18/2005,581.93,,20645,,1040,,3770,,4298,,
04/19/2005,582.22,,20817,,172,,3775,,3866,,
04/20/2005,582.22,,20817,,0,,3777,,3781,,
04/21/2005,582.86,,21199,,382,,3780,,3977,,
04/22/2005,582.96,,21259,,60,,3775,,3808,,
04/23/2005,584.25,,22044,,785,,3783,,4186,,
04/24/2005,584.55,,22229,,185,,4932,,5026,,
04/25/2005,584.20,,22013,,-216,,4995,,4886,,
04/26/2005,583.74,,21732,,-281,,5124,,4984,,
04/27/2005,584.17,,21995,,263,,5050,,5186,,
04/28/2005,584.02,,21902,,-93,,5082,,5038,,
04/29/2005,584.56,,22236,,334,,4877,,5046,,
04/30/2005,583.94,,21854,,-382,,5090,,4898,,
05/01/2005,584.58,,22248,,394,,5091,,5293,,
05/02/2005,582.75,,21134,,-1114,,5418,,4859,,
05/03/2005,582.82,,21176,,42,,5811,,5835,,
05/04/2005,585.58,,22871,,1695,,5588,,6446,,
05/05/2005,584.84,,22408,,-463,,6010,,5779,,
05/06/2005,584.65,,22291,,-117,,6037,,5980,,
05/07/2005,584.96,,22482,,191,,6045,,6143,,
05/08/2005,585.81,,23016,,534,,6045,,6316,,
05/09/2005,582.82,,21176,,-1840,,7067,,6141,,
05/10/2005,580.00,,19524,,-1652,,11618,,10786,,
05/11/2005,581.68,,20498,,974,,16017,,16510,,
05/12/2005,582.48,,20973,,475,,19735,,19979,,
05/13/2005,583.75,,21738,,765,,19592,,19982,,
05/14/2005,582.03,,20704,,-1034,,19801,,19283,,
05/15/2005,580.07,,19564,,-1140,,19789,,19218,,
05/16/2005,582.67,,21086,,1522,,10220,,10988,,
05/17/2005,582.59,,21038,,--,,37697,,37673,,
05/18/2005,582.22,,20817,,-221,,29149,,29040,,
05/19/2005,582.91,,21229,,412,,25105,,25314,,
05/20/2005,583.67,,21690,,461,,20390,,20624,,
05/21/2005,580.97,,20083,,-1607,,20149,,19344,,
05/22/2005,580.75,,19956,,-127,,20176,,20116,,
05/23/2005,580.54,,19835,,-121,,20086,,20031,,
05/24/2005,584.67,,22303,,2468,,9200,,10450,,
05/25/2005,582.39,,20919,,-1384,,14449,,13758,,
05/26/2005,582.37,,20907,,-12,,14602,,14601,,
05/27/2005,583.95,,21860,,953,,14365,,14850,,
05/28/2005,582.51,,20990,,-870,,14380,,13947,,
05/29/2005,582.49,,20979,,-11,,14273,,14272,,
05/30/2005,585.18,,22620,,--,,12901,,13730,,
05/31/2005,583.40,,21526,,-1094,,12971,,12422,,
06/01/2005,581.28,,20264,,-1262,,12872,,12243,,
06/02/2005,582.66,,21080,,816,,12602,,13020,,
06/03/2005,583.29,,21459,,379,,11881,,12078,,
06/04/2005,582.36,,20901,,-558,,11915,,11640,,
06/05/2005,580.44,,19777,,-1124,,11956,,11396,,
06/06/2005,583.27,,21447,,1670,,11530,,12378,,
06/07/2005,584.46,,22174,,727,,11860,,12230,,
06/08/2005,582.90,,21223,,-951,,11869,,11391,,
06/09/2005,583.51,,21593,,370,,11818,,12006,,
06/10/2005,583.94,,21854,,261,,11886,,12021,,
06/11/2005,581.63,,20469,,-1385,,11904,,11211,,
06/12/2005,580.55,,19841,,-628,,11859,,11548,,
06/13/2005,582.69,,21098,,1257,,11887,,12527,,
06/14/2005,582.56,,21020,,-78,,11896,,11862,,
06/15/2005,581.72,,20522,,-498,,11913,,11668,,
06/16/2005,582.99,,21277,,755,,11110,,11493,,
06/17/2005,582.97,,21265,,-12,,10535,,10531,,
06/18/2005,582.16,,20782,,-483,,10532,,10289,,
06/19/2005,583.45,,21556,,774,,10524,,10917,,
06/20/2005,583.55,,21617,,61,,10523,,10558,,
06/21/2005,581.38,,20323,,-1294,,11050,,10403,,
06/22/2005,582.86,,21199,,876,,12002,,12449,,
06/23/2005,578.77,,18835,,-2364,,12893,,11706,,
06/24/2005,582.34,,20889,,2054,,12967,,14009,,
06/25/2005,584.10,,21952,,1063,,12968,,13510,,
06/26/2005,585.13,,22589,,637,,12984,,13309,,
06/27/2005,585.45,,22790,,201,,12978,,13086,,
06/28/2005,584.88,,22433,,-357,,13014,,12839,,
06/29/2005,584.43,,22155,,-278,,12962,,12828,,
06/30/2005,584.27,,22057,,-98,,12973,,12931,,
07/01/2005,584.26,,22050,,-7,,12961,,12963,,
07/02/2005,581.88,,20616,,-1434,,13811,,13095,,
07/03/2005,582.98,,21271,,655,,13816,,14153,,
07/04/2005,585.08,,22557,,1286,,13815,,14470,,
07/05/2005,583.71,,21714,,-843,,14114,,13696,,
07/06/2005,581.00,,20100,,-1614,,13967,,13160,,
07/07/2005,579.64,,19322,,-778,,13547,,13161,,
07/08/2005,585.26,,22670,,3348,,13709,,15405,,
07/09/2005,583.69,,21702,,-968,,14079,,13598,,
07/10/2005,585.07,,22551,,849,,14225,,14659,,
07/11/2005,584.89,,22439,,-112,,14281,,14232,,
07/12/2005,584.77,,22365,,-74,,15186,,15155,,
07/13/2005,583.72,,21720,,-645,,15109,,14791,,
07/14/2005,585.26,,22670,,950,,14904,,15392,,
07/15/2005,583.03,,21301,,-1369,,15320,,14637,,
07/16/2005,583.61,,21653,,352,,15274,,15458,,
07/17/2005,585.32,,22708,,1055,,15229,,15768,,
07/18/2005,586.09,,23192,,484,,15319,,15570,,
07/19/2005,586.15,,23231,,39,,15116,,15144,,
07/20/2005,585.85,,23041,,-190,,15247,,15159,,
07/21/2005,585.12,,22582,,-459,,15228,,15003,,
07/22/2005,584.74,,22347,,-235,,14972,,14859,,
07/23/2005,585.97,,23116,,769,,14196,,14591,,
07/24/2005,584.89,,22439,,-677,,14213,,13879,,
07/25/2005,586.19,,23256,,817,,14377,,14797,,
07/26/2005,585.57,,22865,,-391,,14367,,14178,,
07/27/2005,585.76,,22984,,119,,13686,,13754,,
07/28/2005,585.93,,23091,,107,,13153,,13215,,
07/29/2005,586.28,,23313,,222,,12571,,12690,,
07/30/2005,586.21,,23269,,-44,,12712,,12697,,
07/31/2005,586.47,,23434,,165,,12747,,12837,,
08/01/2005,585.25,,22664,,-770,,12742,,12362,,
08/02/2005,582.48,,20973,,-1691,,13039,,12193,,
08/03/2005,582.97,,21265,,292,,13078,,13231,,
08/04/2005,583.71,,21714,,449,,12981,,13213,,
08/05/2005,585.98,,23122,,1408,,12547,,13264,,
08/06/2005,584.91,,22451,,-671,,12664,,12333,,
08/07/2005,585.19,,22626,,175,,12094,,12189,,
08/08/2005,584.54,,22223,,-403,,12328,,12131,,
08/09/2005,584.95,,22476,,253,,11482,,11616,,
08/10/2005,586.02,,23148,,672,,10277,,10622,,
08/11/2005,585.46,,22796,,-352,,10058,,9887,,
08/12/2005,584.89,,22439,,-357,,10052,,9878,,
08/13/2005,582.93,,21241,,-1198,,--,,--,,
08/14/2005,584.84,,22408,,1167,,9520,,10114,,
08/15/2005,583.30,,21465,,-943,,9970,,9502,,
08/16/2005,583.25,,21435,,-30,,9866,,9858,,
08/17/2005,584.88,,22433,,998,,9812,,10318,,
08/18/2005,584.57,,22242,,-191,,10059,,9970,,
08/19/2005,584.96,,22482,,240,,10069,,10196,,
08/20/2005,584.85,,22414,,-68,,9603,,9575,,
08/21/2005,584.91,,22451,,37,,9568,,9592,,
08/22/2005,585.94,,23097,,646,,9690,,10021,,
08/23/2005,585.70,,22947,,-150,,9882,,9811,,
08/24/2005,584.81,,22390,,-557,,9569,,9293,,
08/25/2005,584.93,,22464,,74,,9554,,9596,,
08/26/2005,584.47,,22180,,-284,,9530,,9393,,
08/27/2005,584.95,,22476,,296,,9565,,9720,,
08/28/2005,585.94,,23097,,621,,9575,,9893,,
08/29/2005,584.38,,22124,,-973,,9580,,9094,,
08/30/2005,584.81,,22390,,266,,9546,,9687,,
08/31/2005,585.87,,23053,,663,,9557,,9899,,
09/01/2005,584.11,,21958,,-1095,,9517,,8972,,
09/02/2005,584.21,,22020,,62,,9558,,9595,,
09/03/2005,583.97,,21872,,-148,,9570,,9501,,
09/04/2005,583.52,,21599,,-273,,9083,,8950,,
09/05/2005,583.15,,21374,,-225,,8621,,8513,,
09/06/2005,584.07,,21933,,559,,8558,,8845,,
09/07/2005,584.54,,22223,,290,,8522,,8673,,
09/08/2005,584.36,,22112,,-111,,8561,,8510,,
09/09/2005,584.28,,22063,,-49,,8560,,8541,,
09/10/2005,584.53,,22217,,154,,8556,,8637,,
09/11/2005,583.94,,21854,,-363,,8540,,8360,,
09/12/2005,584.32,,22087,,233,,8537,,8658,,
09/13/2005,584.19,,22007,,-80,,8538,,8503,,
09/14/2005,584.12,,21964,,-43,,8506,,8486,,
09/15/2005,585.39,,22752,,788,,8282,,8685,,
09/16/2005,585.43,,22777,,25,,8227,,8243,,
09/17/2005,585.22,,22645,,-132,,7961,,7898,,
09/18/2005,585.09,,22564,,-81,,7942,,7903,,
09/19/2005,584.60,,22260,,-304,,7942,,7794,,
09/20/2005,584.50,,22199,,-61,,7923,,7900,,
09/21/2005,584.50,,22199,,0,,7933,,7938,,
09/22/2005,584.81,,22390,,191,,7984,,8088,,
09/23/2005,584.02,,21902,,-488,,8998,,8755,,
09/24/2005,584.54,,22223,,321,,8902,,9069,,
09/25/2005,585.29,,22689,,466,,8911,,9147,,
09/26/2005,586.05,,23167,,478,,8587,,8833,,
09/27/2005,584.63,,22279,,-888,,8760,,8317,,
09/28/2005,584.52,,22211,,-68,,8678,,8648,,
09/29/2005,584.23,,22032,,-179,,8584,,8499,,
09/30/2005,584.79,,22377,,345,,8494,,8672,,
10/01/2005,583.72,,21720,,-657,,8665,,8338,,
10/02/2005,582.84,,21187,,-533,,8029,,7763,,
10/03/2005,583.58,,21635,,448,,7881,,8109,,
10/04/2005,584.22,,22026,,391,,7956,,8155,,
10/05/2005,585.10,,22570,,544,,7972,,8250,,
10/06/2005,584.97,,22488,,-82,,8197,,8161,,
10/07/2005,585.22,,22645,,157,,8316,,8398,,
10/08/2005,585.48,,22808,,163,,8375,,8460,,
10/09/2005,585.61,,22890,,82,,9039,,9083,,
10/10/2005,585.52,,22834,,-56,,9332,,9308,,
10/11/2005,585.71,,22953,,119,,9119,,9184,,
10/12/2005,584.94,,22470,,-483,,8998,,8757,,
10/13/2005,584.34,,22100,,-370,,8120,,7936,,
10/14/2005,584.66,,22297,,197,,7977,,8079,,
10/15/2005,583.96,,21866,,-431,,7990,,7775,,
10/16/2005,583.98,,21878,,12,,7934,,7941,,
10/17/2005,583.83,,21787,,-91,,7999,,7957,,
10/18/2005,583.64,,21671,,-116,,7153,,7100,,
10/19/2005,584.61,,22266,,595,,7005,,7308,,
10/20/2005,585.71,,22953,,687,,7027,,7374,,
10/21/2005,585.12,,22582,,-371,,7214,,7030,,
10/22/2005,584.13,,21970,,-612,,7139,,6833,,
10/23/2005,583.95,,21860,,-110,,7041,,6989,,
10/24/2005,583.14,,21368,,-492,,7042,,6796,,
10/25/2005,583.02,,21295,,-73,,6613,,6578,,
10/26/2005,584.11,,21958,,663,,6552,,6890,,
10/27/2005,585.67,,22928,,970,,6547,,7036,,
10/28/2005,585.01,,22513,,-415,,6801,,6593,,
10/29/2005,585.50,,22821,,308,,6590,,6745,,
10/30/2005,584.35,,22106,,-715,,6655,,6296,,
10/31/2005,584.24,,22038,,-68,,6542,,6510,,
11/01/2005,582.77,,21146,,-892,,6527,,6079,,
11/02/2005,581.81,,20575,,-571,,6097,,5810,,
11/03/2005,581.61,,20457,,-118,,6038,,5981,,
11/04/2005,582.14,,20770,,313,,5859,,6019,,
11/05/2005,582.67,,21086,,316,,5652,,5812,,
11/06/2005,584.05,,21921,,835,,5640,,6062,,
11/07/2005,585.49,,22815,,894,,5623,,6075,,
11/08/2005,584.70,,22322,,-493,,5623,,5376,,
11/09/2005,583.81,,21775,,-547,,5519,,5244,,
11/10/2005,583.75,,21738,,-37,,5508,,5490,,
11/11/2005,583.55,,21617,,-121,,5509,,5449,,
11/12/2005,583.39,,21520,,-97,,5498,,5450,,
11/13/2005,583.77,,21750,,230,,5545,,5662,,
11/14/2005,584.74,,22347,,597,,5536,,5839,,
11/15/2005,584.69,,22316,,-31,,5537,,5522,,
11/16/2005,583.97,,21872,,-444,,5539,,5319,,
11/17/2005,584.55,,22229,,357,,5532,,5714,,
11/18/2005,584.44,,22161,,-68,,5519,,5486,,
11/19/2005,584.38,,22124,,-37,,5528,,5513,,
11/20/2005,583.77,,21750,,-374,,5529,,5343,,
11/21/2005,583.49,,21580,,-170,,5525,,5440,,
11/22/2005,582.78,,21152,,-428,,5545,,5330,,
11/23/2005,582.58,,21032,,-120,,5539,,5480,,
11/24/2005,582.79,,21158,,126,,5521,,5587,,
11/25/2005,582.65,,21074,,-84,,5532,,5490,,
11/26/2005,582.57,,21026,,-48,,5533,,5510,,
11/27/2005,581.95,,20657,,-369,,5539,,5355,,
11/28/2005,581.97,,20668,,11,,5543,,5550,,
11/29/2005,582.80,,21164,,496,,5537,,5788,,
11/30/2005,583.97,,21872,,708,,5584,,5942,,
12/01/2005,585.30,,22695,,823,,5462,,5877,,
12/02/2005,585.78,,22997,,302,,5298,,5455,,
12/03/2005,585.39,,22752,,-245,,5155,,5031,,
12/04/2005,585.31,,22702,,-50,,5284,,5260,,
12/05/2005,584.95,,22476,,-226,,5188,,5075,,
12/06/2005,583.89,,21823,,-653,,5021,,4693,,
12/07/2005,584.23,,22032,,209,,5024,,5130,,
12/08/2005,585.59,,22878,,846,,5025,,5455,,
12/09/2005,583.33,,21483,,-1395,,5029,,4327,,
12/10/2005,582.18,,20793,,-690,,5026,,4680,,
12/11/2005,581.69,,20504,,-289,,5029,,4887,,
12/12/2005,582.03,,20704,,200,,5014,,5115,,
12/13/2005,582.12,,20758,,54,,5025,,5053,,
12/14/2005,583.72,,21720,,962,,5031,,5516,,
12/15/2005,583.74,,21732,,12,,5026,,5034,,
12/16/2005,583.41,,21532,,-200,,5036,,4936,,
12/17/2005,583.89,,21823,,291,,5024,,5172,,
12/18/2005,584.32,,22087,,264,,5028,,5162,,
12/19/2005,584.98,,22495,,408,,5160,,5367,,
12/20/2005,584.99,,22501,,6,,5030,,5034,,
12/21/2005,585.39,,22752,,251,,5033,,5161,,
12/22/2005,585.37,,22739,,-13,,5181,,5174,,
12/23/2005,584.75,,22353,,-386,,5087,,4896,,
12/24/2005,584.38,,22124,,-229,,5039,,4925,,
12/25/2005,583.45,,21556,,-568,,5112,,4827,,
12/26/2005,582.26,,20841,,-715,,10797,,10440,,
12/27/2005,583.23,,21423,,582,,14285,,14580,,
12/28/2005,581.99,,20680,,-743,,10942,,10568,,
12/29/2005,583.10,,21344,,664,,38184,,38519,,
12/30/2005,585.39,,22752,,1408,,17003,,17715,,
12/31/2005,581.69,,20504,,-2248,,16482,,15354,,
01/01/2006,583.47,,21568,,1064,,34523,,35062,,
01/02/2006,582.19,,20799,,-769,,34413,,34029,,
01/03/2006,581.02,,20112,,-687,,44672,,44330,,
01/04/2006,580.29,,19691,,-421,,48969,,48758,,
01/05/2006,581.00,,20100,,409,,49092,,49299,,
01/06/2006,581.17,,20200,,100,,48588,,48638,,
01/07/2006,580.23,,19656,,-544,,49863,,49589,,
01/08/2006,582.53,,21002,,1346,,49453,,50132,,
01/09/2006,582.28,,20853,,-149,,49962,,49887,,
01/10/2006,581.92,,20639,,-214,,49400,,49293,,
01/11/2006,582.00,,20686,,47,,47743,,47768,,
01/12/2006,581.06,,20135,,-551,,45881,,45606,,
01/13/2006,581.10,,20159,,24,,42228,,42240,,
01/14/2006,581.51,,20399,,240,,35992,,36114,,
01/15/2006,580.87,,20025,,-374,,30090,,29902,,
01/16/2006,581.28,,20264,,239,,25764,,25884,,
01/17/2006,581.54,,20416,,152,,22040,,22118,,
01/18/2006,579.87,,19451,,-965,,18245,,17759,,
01/19/2006,581.78,,20557,,1106,,15154,,15713,,
01/20/2006,580.48,,19800,,-757,,14364,,13983,,
01/21/2006,581.43,,20352,,552,,12544,,12822,,
01/22/2006,580.38,,19743,,-609,,10383,,10077,,
01/23/2006,581.89,,20622,,879,,9235,,9680,,
01/24/2006,583.18,,21392,,770,,8017,,8407,,
